precinct,ballot_type,registered_voters,ballots_cast,turnout,Yes,No,over_votes,under_votes
7851,Election_Day,502,114,22.71,66,29,,19
7851,VBM,502,230,45.82,179,21,,30
7852,Election_Day,633,153,24.17,114,20,,19
7852,VBM,633,268,42.34,194,35,,39
7853,Election_Day,817,213,26.07,153,33,,27
7853,VBM,817,319,39.05,228,53,,38
7854,Election_Day,884,248,28.05,167,37,,44
7854,VBM,884,339,38.35,246,41,,52
7855,Election_Day,881,282,32.01,208,31,,43
7855,VBM,881,323,36.66,223,41,,59
7856,Election_Day,785,231,29.43,166,31,,34
7856,VBM,785,312,39.75,231,30,,51
7857,Election_Day,919,232,25.24,168,30,,34
7857,VBM,919,362,39.39,260,52,,50
7858,Election_Day,750,240,32,166,34,,40
7858,VBM,750,240,32,169,41,,30
7859,Election_Day,844,226,26.78,171,26,,29
7859,VBM,844,346,41,246,45,,55
7861,Election_Day,844,240,28.44,178,31,,31
7861,VBM,844,315,37.32,209,41,,65
7862,Election_Day,884,265,29.98,195,40,,30
7862,VBM,884,320,36.2,237,33,,50
7863,Election_Day,879,279,31.74,207,34,,38
7863,VBM,879,288,32.76,210,36,,42
7864,Election_Day,769,214,27.83,156,24,,34
7864,VBM,769,266,34.59,187,33,,46
7865,Election_Day,814,258,31.7,182,39,,37
7865,VBM,814,300,36.86,205,43,,52
7866,Election_Day,786,196,24.94,144,28,,24
7866,VBM,786,361,45.93,268,38,,55
7867,Election_Day,892,251,28.14,169,35,,47
7867,VBM,892,340,38.12,258,46,1,35
7868,Election_Day,835,212,25.39,153,25,,34
7868,VBM,835,331,39.64,252,37,,42
7869,Election_Day,832,248,29.81,167,36,,45
7869,VBM,832,361,43.39,261,45,,55
7871,Election_Day,863,253,29.32,168,41,,44
7871,VBM,863,355,41.14,259,41,,55
7872,Election_Day,876,284,32.42,193,40,,51
7872,VBM,876,345,39.38,235,51,,59
7873,Election_Day,847,249,29.4,176,30,,43
7873,VBM,847,345,40.73,256,43,,46
7874,Election_Day,461,127,27.55,78,20,,29
7874,VBM,461,167,36.23,116,23,,28
7875,Election_Day,580,108,18.62,70,19,,19
7875,VBM,580,219,37.76,159,26,,34
7901,Election_Day,1134,281,24.78,206,32,,43
7901,VBM,1134,312,27.51,234,43,,35
7902,Election_Day,935,254,27.17,184,32,,38
7902,VBM,935,243,25.99,169,39,,35
7903,Election_Day,848,186,21.93,118,31,,37
7903,VBM,848,240,28.3,184,29,,27
7904,Election_Day,861,176,20.44,122,32,,22
7904,VBM,861,269,31.24,199,26,,44
7905,Election_Day,821,225,27.41,151,29,,45
7905,VBM,821,261,31.79,183,46,,32
7906,Election_Day,778,229,29.43,162,27,1,39
7906,VBM,778,234,30.08,165,30,,39
7907,Election_Day,925,258,27.89,191,27,,40
7907,VBM,925,289,31.24,212,34,,43
7908,Election_Day,935,249,26.63,171,39,,39
7908,VBM,935,271,28.98,190,27,,54
7909,Election_Day,735,217,29.52,169,12,,36
7909,VBM,735,204,27.76,149,35,,20
7911,Election_Day,849,238,28.03,176,27,,35
7911,VBM,849,277,32.63,192,38,,47
7912,Election_Day,1004,263,26.2,182,34,,47
7912,VBM,1004,306,30.48,214,42,,50
7913,Election_Day,890,293,32.92,205,35,,53
7913,VBM,890,252,28.31,167,50,,35
7914,Election_Day,859,265,30.85,189,32,,44
7914,VBM,859,270,31.43,195,32,1,42
7915,Election_Day,784,239,30.48,175,27,,37
7915,VBM,784,195,24.87,143,22,,30
7916,Election_Day,867,257,29.64,179,31,,47
7916,VBM,867,268,30.91,199,38,,31
7917,Election_Day,1003,296,29.51,210,32,,54
7917,VBM,1003,286,28.51,206,44,,36
7918,Election_Day,807,244,30.24,184,31,,29
7918,VBM,807,238,29.49,179,29,,30
7919,Election_Day,858,270,31.47,192,35,,43
7919,VBM,858,226,26.34,168,29,,29
7921,Election_Day,893,229,25.64,164,35,,30
7921,VBM,893,244,27.32,177,40,,27
7922,Election_Day,836,229,27.39,162,26,,41
7922,VBM,836,277,33.13,204,34,,39
7923,Election_Day,877,252,28.73,188,29,,35
7923,VBM,877,276,31.47,196,39,,41
7924,Election_Day,815,226,27.73,153,29,,44
7924,VBM,815,252,30.92,191,35,,26
7925,Election_Day,551,154,27.95,109,24,,21
7925,VBM,551,194,35.21,154,21,1,18
7926,Election_Day,786,219,27.86,172,20,,27
7926,VBM,786,272,34.61,185,44,,43
7927,Election_Day,751,247,32.89,188,30,,29
7927,VBM,751,270,35.95,213,24,,33
7928,Election_Day,907,302,33.3,218,33,,51
7928,VBM,907,315,34.73,222,45,1,47
7929,Election_Day,833,227,27.25,162,28,,37
7929,VBM,833,351,42.14,282,33,,36
7931,Election_Day,737,207,28.09,150,29,,28
7931,VBM,737,325,44.1,242,40,,43
7932,Election_Day,531,133,25.05,100,14,,19
7932,VBM,531,197,37.1,148,29,,20
7933,Election_Day,8,0,0,,,,
7933,VBM,8,6,75,4,1,,1
7934,Election_Day,831,219,26.35,159,18,,42
7934,VBM,831,308,37.06,239,35,,34
7935,Election_Day,907,273,30.1,190,44,,39
7935,VBM,907,344,37.93,265,33,,46
7936,Election_Day,843,266,31.55,195,26,,45
7936,VBM,843,294,34.88,225,30,,39
7937,Election_Day,870,246,28.28,165,35,,46
7937,VBM,870,313,35.98,223,37,,53
7938,Election_Day,753,213,28.29,145,32,1,35
7938,VBM,753,221,29.35,158,24,,39
7939,Election_Day,659,230,34.9,161,28,,41
7939,VBM,659,227,34.45,171,24,,32
7941,Election_Day,761,208,27.33,152,28,,28
7941,VBM,761,273,35.87,205,26,,42
7942,Election_Day,868,217,25,159,24,,34
7942,VBM,868,272,31.34,181,36,,55
7943,Election_Day,873,238,27.26,182,25,,31
7943,VBM,873,304,34.82,222,41,,41
7944,Election_Day,793,235,29.63,163,32,,40
7944,VBM,793,247,31.15,187,30,,30
7945,Election_Day,846,113,13.36,68,19,,26
7945,VBM,846,305,36.05,224,37,,44
7946,Election_Day,915,149,16.28,114,16,,19
7946,VBM,915,337,36.83,229,60,,48
7947,Election_Day,886,156,17.61,102,28,,26
7947,VBM,886,281,31.72,204,33,,44
7948,Election_Day,875,190,21.71,126,39,,25
7948,VBM,875,281,32.11,198,39,,44
7949,Election_Day,538,80,14.87,46,17,,17
7949,VBM,538,197,36.62,144,26,,27
7951,Election_Day,752,117,15.56,87,14,,16
7951,VBM,752,306,40.69,212,36,,58
7952,Election_Day,778,137,17.61,88,31,,18
7952,VBM,778,257,33.03,196,33,,28
7953,Election_Day,794,156,19.65,111,23,,22
7953,VBM,794,285,35.89,210,34,,41
7954,Election_Day,0,0,0,,,,
7954,VBM,0,1,0,,,,1
7955,Election_Day,831,143,17.21,101,24,,18
7955,VBM,831,281,33.81,203,37,,41
7956,Election_Day,712,99,13.9,71,11,,17
7956,VBM,712,255,35.81,187,41,,27
7957,Election_Day,624,109,17.47,73,14,1,21
7957,VBM,624,202,32.37,147,26,,29
7958,Election_Day,266,10,3.76,7,1,,2
7958,VBM,266,112,42.11,79,17,,16
9001,Election_Day,234,5,2.14,2,1,,2
9001,VBM,234,98,41.88,75,13,,10
9101,Election_Day,840,197,23.45,132,33,,32
9101,VBM,840,306,36.43,208,42,,56
9102,Election_Day,892,214,23.99,162,28,,24
9102,VBM,892,319,35.76,231,42,,46
9103,Election_Day,909,192,21.12,132,29,,31
9103,VBM,909,293,32.23,210,38,1,44
9104,Election_Day,927,204,22.01,144,25,,35
9104,VBM,927,295,31.82,223,40,,32
9105,Election_Day,903,225,24.92,153,29,,43
9105,VBM,903,309,34.22,213,42,,54
9106,Election_Day,892,252,28.25,176,30,,46
9106,VBM,892,333,37.33,224,56,,53
9107,Election_Day,767,197,25.68,133,25,,39
9107,VBM,767,240,31.29,164,29,1,46
9108,Election_Day,758,197,25.99,144,27,,26
9108,VBM,758,232,30.61,160,34,,38
9109,Election_Day,810,206,25.43,145,33,,28
9109,VBM,810,273,33.7,195,36,,42
9111,Election_Day,713,184,25.81,115,31,,38
9111,VBM,713,209,29.31,151,24,,34
9112,Election_Day,908,210,23.13,148,32,,30
9112,VBM,908,312,34.36,225,33,,54
9113,Election_Day,938,245,26.12,183,35,,27
9113,VBM,938,319,34.01,234,45,,40
9114,Election_Day,847,191,22.55,131,30,,30
9114,VBM,847,279,32.94,198,35,,46
9115,Election_Day,876,205,23.4,151,31,,23
9115,VBM,876,283,32.31,210,33,,40
9116,Election_Day,900,208,23.11,140,30,,38
9116,VBM,900,263,29.22,188,37,,38
9117,Election_Day,729,179,24.55,120,35,,24
9117,VBM,729,278,38.13,206,35,,37
9118,Election_Day,904,212,23.45,152,28,,32
9118,VBM,904,282,31.19,202,36,,44
9119,Election_Day,865,166,19.19,119,24,,23
9119,VBM,865,318,36.76,233,39,,46
9121,Election_Day,882,207,23.47,139,32,,36
9121,VBM,882,284,32.2,208,35,,41
9122,Election_Day,864,168,19.44,114,23,,31
9122,VBM,864,283,32.75,202,28,,53
9123,Election_Day,819,206,25.15,157,20,1,28
9123,VBM,819,288,35.16,212,34,,42
9124,Election_Day,877,187,21.32,124,36,,27
9124,VBM,877,265,30.22,184,38,,43
9125,Election_Day,833,183,21.97,123,28,,32
9125,VBM,833,302,36.25,226,40,,36
9126,Election_Day,914,203,22.21,149,19,,35
9126,VBM,914,326,35.67,247,45,1,33
9127,Election_Day,929,234,25.19,160,37,,37
9127,VBM,929,306,32.94,209,33,,64
9128,Election_Day,826,230,27.85,159,24,,47
9128,VBM,826,270,32.69,190,38,,42
9129,Election_Day,673,182,27.04,126,26,,30
9129,VBM,673,212,31.5,148,29,,35
9131,Election_Day,733,178,24.28,115,18,,45
9131,VBM,733,248,33.83,170,42,,36
9132,Election_Day,834,203,24.34,147,18,,38
9132,VBM,834,241,28.9,167,31,,43
9133,Election_Day,986,211,21.4,155,24,,32
9133,VBM,986,360,36.51,253,52,,55
9134,Election_Day,822,155,18.86,107,19,,29
9134,VBM,822,282,34.31,196,46,,40
9135,Election_Day,782,169,21.61,126,16,,27
9135,VBM,782,249,31.84,170,40,,39
9136,Election_Day,893,210,23.52,156,21,,33
9136,VBM,893,302,33.82,203,55,1,43
9137,Election_Day,912,184,20.18,124,31,,29
9137,VBM,912,315,34.54,249,26,,40
9138,Election_Day,858,146,17.02,111,13,,22
9138,VBM,858,284,33.1,209,30,,45
9139,Election_Day,943,187,19.83,129,29,,29
9139,VBM,943,350,37.12,245,60,,45
9141,Election_Day,895,190,21.23,130,29,,31
9141,VBM,895,321,35.87,236,38,,47
9142,Election_Day,901,217,24.08,148,29,,40
9142,VBM,901,290,32.19,212,36,,42
9143,Election_Day,865,208,24.05,160,20,,28
9143,VBM,865,296,34.22,205,34,,57
9144,Election_Day,926,242,26.13,164,37,,41
9144,VBM,926,316,34.13,236,35,,45
9145,Election_Day,823,210,25.52,152,21,,37
9145,VBM,823,271,32.93,191,45,,35
9146,Election_Day,856,246,28.74,160,31,,55
9146,VBM,856,267,31.19,183,38,,46
9147,Election_Day,894,233,26.06,170,27,,36
9147,VBM,894,289,32.33,203,41,,45
9148,Election_Day,943,272,28.84,194,26,,52
9148,VBM,943,295,31.28,207,37,,51
9149,Election_Day,893,236,26.43,175,23,,38
9149,VBM,893,292,32.7,220,35,,37
9151,Election_Day,775,155,20,127,13,,15
9151,VBM,775,266,34.32,179,46,,41
9152,Election_Day,724,106,14.64,70,15,,21
9152,VBM,724,158,21.82,131,8,,19
9201,Election_Day,903,240,26.58,181,24,,35
9201,VBM,903,262,29.01,188,33,,41
9202,Election_Day,871,221,25.37,157,20,,44
9202,VBM,871,239,27.44,164,32,,43
9203,Election_Day,903,174,19.27,118,26,,30
9203,VBM,903,290,32.12,189,44,,57
9204,Election_Day,753,166,22.05,117,18,,31
9204,VBM,753,226,30.01,165,22,,39
9205,Election_Day,665,137,20.6,92,17,,28
9205,VBM,665,219,32.93,153,24,,42
9206,Election_Day,879,155,17.63,107,25,,23
9206,VBM,879,301,34.24,190,47,,64
9207,Election_Day,858,177,20.63,115,28,,34
9207,VBM,858,242,28.21,178,31,,33
9208,Election_Day,869,183,21.06,121,18,,44
9208,VBM,869,226,26.01,158,29,,39
9209,Election_Day,658,157,23.86,102,27,,28
9209,VBM,658,182,27.66,123,21,,38
9211,Election_Day,777,162,20.85,109,20,,33
9211,VBM,777,201,25.87,127,38,1,35
9212,Election_Day,762,159,20.87,107,25,,27
9212,VBM,762,211,27.69,143,32,,36
9213,Election_Day,870,172,19.77,115,21,,36
9213,VBM,870,257,29.54,181,38,,38
9214,Election_Day,565,110,19.47,71,10,,29
9214,VBM,565,194,34.34,144,17,,33
9215,Election_Day,604,134,22.19,91,9,,34
9215,VBM,604,196,32.45,138,22,1,35
9216,Election_Day,712,159,22.33,117,12,,30
9216,VBM,712,170,23.88,107,32,,31
9217,Election_Day,682,148,21.7,105,16,,27
9217,VBM,682,199,29.18,133,30,,36
9218,Election_Day,743,136,18.3,94,23,,19
9218,VBM,743,214,28.8,152,30,,32
9219,Election_Day,719,182,25.31,130,19,,33
9219,VBM,719,177,24.62,114,22,,41
9221,Election_Day,611,133,21.77,94,13,,26
9221,VBM,611,259,42.39,182,35,,42
9222,Election_Day,802,151,18.83,98,25,,28
9222,VBM,802,302,37.66,216,23,,63
9223,Election_Day,591,93,15.74,67,13,,13
9223,VBM,591,210,35.53,150,23,,37
9224,Election_Day,898,182,20.27,120,26,,36
9224,VBM,898,288,32.07,207,40,,41
9225,Election_Day,866,192,22.17,126,27,,39
9225,VBM,866,237,27.37,167,25,,45
9226,Election_Day,822,169,20.56,97,36,,36
9226,VBM,822,274,33.33,179,40,,55
9227,Election_Day,709,153,21.58,101,21,,31
9227,VBM,709,287,40.48,207,43,,37
9228,Election_Day,687,164,23.87,108,26,,30
9228,VBM,687,273,39.74,197,36,,40
9229,Election_Day,576,135,23.44,103,14,,18
9229,VBM,576,229,39.76,168,33,,28
9231,Election_Day,961,281,29.24,185,37,,59
9231,VBM,961,308,32.05,221,36,,51
9232,Election_Day,706,181,25.64,117,14,1,49
9232,VBM,706,240,33.99,162,35,,43
9233,Election_Day,748,166,22.19,111,18,,37
9233,VBM,748,280,37.43,199,43,,38
9234,Election_Day,708,141,19.92,98,19,,24
9234,VBM,708,264,37.29,173,32,,59
9235,Election_Day,825,195,23.64,135,28,,32
9235,VBM,825,284,34.42,200,33,,51
9236,Election_Day,637,144,22.61,95,23,,26
9236,VBM,637,225,35.32,165,27,,33
9237,Election_Day,846,167,19.74,103,15,,49
9237,VBM,846,294,34.75,210,37,,47
9238,Election_Day,778,148,19.02,98,20,,30
9238,VBM,778,297,38.17,208,43,,46
9239,Election_Day,811,154,18.99,96,22,,36
9239,VBM,811,301,37.11,205,38,1,57
9241,Election_Day,903,197,21.82,129,31,,37
9241,VBM,903,281,31.12,175,60,,46
9242,Election_Day,864,192,22.22,140,16,,36
9242,VBM,864,274,31.71,205,39,,30
9243,Election_Day,567,139,24.51,99,11,,29
9243,VBM,567,193,34.04,140,23,,30
9244,Election_Day,828,191,23.07,129,20,1,41
9244,VBM,828,252,30.43,179,34,,39
9245,Election_Day,665,157,23.61,105,22,,30
9245,VBM,665,218,32.78,159,19,,40
9246,Election_Day,861,196,22.76,134,28,,34
9246,VBM,861,294,34.15,195,36,,63
9247,Election_Day,887,202,22.77,143,25,,34
9247,VBM,887,312,35.17,222,46,,44
9248,Election_Day,834,181,21.7,113,31,,37
9248,VBM,834,286,34.29,205,31,,50
9249,Election_Day,857,219,25.55,142,30,,47
9249,VBM,857,278,32.44,201,41,,36
9251,Election_Day,882,220,24.94,150,32,,38
9251,VBM,882,312,35.37,217,40,,55
9252,Election_Day,861,170,19.74,118,25,1,26
9252,VBM,861,351,40.77,244,52,,55
9253,Election_Day,741,168,22.67,116,19,,33
9253,VBM,741,231,31.17,161,31,,39
9254,Election_Day,860,203,23.6,135,21,,47
9254,VBM,860,311,36.16,223,40,,48
9255,Election_Day,513,134,26.12,97,14,,23
9255,VBM,513,156,30.41,97,27,,32
9256,Election_Day,371,83,22.37,51,15,,17
9256,VBM,371,101,27.22,78,11,,12
9257,Election_Day,284,14,4.93,8,2,,4
9257,VBM,284,156,54.93,109,24,,23
9258,Election_Day,659,130,19.73,92,24,,14
9258,VBM,659,246,37.33,190,25,1,30
9401,Election_Day,909,253,27.83,159,32,,62
9401,VBM,909,262,28.82,181,33,,48
9402,Election_Day,954,243,25.47,178,29,,36
9402,VBM,954,311,32.6,220,43,,48
9403,Election_Day,862,185,21.46,132,25,,28
9403,VBM,862,291,33.76,225,29,,37
9404,Election_Day,849,171,20.14,117,24,,30
9404,VBM,849,252,29.68,182,36,,34
9405,Election_Day,765,186,24.31,123,37,,26
9405,VBM,765,255,33.33,179,35,1,40
9406,Election_Day,862,200,23.2,136,23,,41
9406,VBM,862,263,30.51,190,34,,39
9407,Election_Day,851,211,24.79,150,27,,34
9407,VBM,851,256,30.08,182,36,,38
9408,Election_Day,805,214,26.58,159,24,,31
9408,VBM,805,244,30.31,172,27,,45
9409,Election_Day,574,168,29.27,120,28,,20
9409,VBM,574,175,30.49,120,20,,35
9411,Election_Day,987,256,25.94,169,31,,56
9411,VBM,987,293,29.69,225,30,,38
9412,Election_Day,838,213,25.42,151,26,,36
9412,VBM,838,261,31.15,193,28,,40
9413,Election_Day,871,191,21.93,137,19,,35
9413,VBM,871,292,33.52,208,37,,47
9414,Election_Day,837,175,20.91,117,21,,37
9414,VBM,837,336,40.14,226,48,,62
9415,Election_Day,764,145,18.98,114,16,,15
9415,VBM,764,259,33.9,193,30,1,35
9416,Election_Day,947,225,23.76,170,23,,32
9416,VBM,947,302,31.89,195,41,1,65
9417,Election_Day,709,137,19.32,92,18,,27
9417,VBM,709,235,33.15,176,26,,33
9418,Election_Day,761,160,21.02,119,20,,21
9418,VBM,761,243,31.93,160,37,1,45
9419,Election_Day,841,142,16.88,100,23,,19
9419,VBM,841,307,36.5,223,46,,38
9421,Election_Day,876,145,16.55,91,18,,36
9421,VBM,876,312,35.62,224,52,,36
9422,Election_Day,1001,240,23.98,187,20,,33
9422,VBM,1001,317,31.67,218,45,,54
9423,Election_Day,850,162,19.06,110,28,,24
9423,VBM,850,288,33.88,204,24,,60
9424,Election_Day,902,165,18.29,111,22,,32
9424,VBM,902,295,32.71,200,61,,34
9425,Election_Day,880,155,17.61,105,20,,30
9425,VBM,880,287,32.61,202,36,,49
9426,Election_Day,766,128,16.71,83,24,,21
9426,VBM,766,248,32.38,168,35,,45
9427,Election_Day,886,143,16.14,86,28,,29
9427,VBM,886,300,33.86,216,41,1,42
9428,Election_Day,890,133,14.94,89,20,,24
9428,VBM,890,325,36.52,251,34,,40
9429,Election_Day,848,197,23.23,136,38,,23
9429,VBM,848,253,29.83,186,34,,33
9431,Election_Day,941,172,18.28,127,26,,19
9431,VBM,941,348,36.98,236,63,,49
9432,Election_Day,855,183,21.4,135,20,,28
9432,VBM,855,271,31.7,187,32,,52
9433,Election_Day,882,166,18.82,109,25,,32
9433,VBM,882,307,34.81,216,46,,45
9434,Election_Day,944,208,22.03,142,32,,34
9434,VBM,944,320,33.9,225,47,,48
9435,Election_Day,909,201,22.11,134,33,,34
9435,VBM,909,305,33.55,221,45,,39
9436,Election_Day,951,178,18.72,127,20,,31
9436,VBM,951,320,33.65,240,38,,42
9437,Election_Day,878,174,19.82,116,26,,32
9437,VBM,878,298,33.94,212,45,,41
9438,Election_Day,917,161,17.56,108,31,,22
9438,VBM,917,325,35.44,242,35,,48
9439,Election_Day,836,156,18.66,102,21,,33
9439,VBM,836,283,33.85,208,39,,36
9441,Election_Day,944,185,19.6,139,18,,28
9441,VBM,944,322,34.11,246,38,,38
9442,Election_Day,935,218,23.32,155,28,,35
9442,VBM,935,308,32.94,221,44,,43
9443,Election_Day,867,195,22.49,135,33,,27
9443,VBM,867,266,30.68,197,32,,37
9444,Election_Day,877,125,14.25,83,21,1,20
9444,VBM,877,295,33.64,211,39,,45
9445,Election_Day,918,192,20.92,141,25,,26
9445,VBM,918,329,35.84,236,47,,46
9446,Election_Day,995,210,21.11,141,39,,30
9446,VBM,995,369,37.09,264,47,,58
9447,Election_Day,892,169,18.95,130,17,,22
9447,VBM,892,317,35.54,204,58,,55
9448,Election_Day,855,155,18.13,107,23,,25
9448,VBM,855,296,34.62,219,37,,40
9449,Election_Day,763,111,14.55,80,12,,19
9449,VBM,763,276,36.17,208,34,,34
9451,Election_Day,402,85,21.14,60,10,,15
9451,VBM,402,156,38.81,107,33,,16
9452,Election_Day,765,206,26.93,155,24,,27
9452,VBM,765,258,33.73,191,27,,40
9453,Election_Day,454,90,19.82,61,14,,15
9453,VBM,454,168,37,122,19,,27
9501,Election_Day,141,2,1.42,2,,,
9501,VBM,141,74,52.48,47,14,,13
9502,Election_Day,201,7,3.48,5,,,2
9502,VBM,201,120,59.7,84,11,,25
9503-9504,Election_Day,673,125,18.57,93,12,,20
9503-9504,VBM,673,210,31.2,143,27,,40
9505,Election_Day,738,149,20.19,96,19,,34
9505,VBM,738,223,30.22,173,17,,33
9506,Election_Day,734,160,21.8,119,22,,19
9506,VBM,734,183,24.93,135,26,,22
9507,Election_Day,731,180,24.62,137,16,,27
9507,VBM,731,258,35.29,182,38,,38
9508,Election_Day,797,229,28.73,163,23,,43
9508,VBM,797,233,29.23,168,27,,38
9509,Election_Day,671,182,27.12,132,20,1,29
9509,VBM,671,213,31.74,142,25,,46
9511,Election_Day,592,165,27.87,118,21,,26
9511,VBM,592,169,28.55,111,26,,32
9512,Election_Day,776,192,24.74,132,22,,38
9512,VBM,776,259,33.38,194,28,,37
9513,Election_Day,849,204,24.03,139,28,,37
9513,VBM,849,243,28.62,165,37,,41
9514-9522,Election_Day,890,265,29.78,179,36,,50
9514-9522,VBM,890,284,31.91,192,44,,48
9515,Election_Day,694,222,31.99,170,24,,28
9515,VBM,694,224,32.28,162,33,,29
9516,Election_Day,855,225,26.32,159,30,,36
9516,VBM,855,282,32.98,195,45,,42
9517,Election_Day,786,215,27.35,136,34,,45
9517,VBM,786,271,34.48,181,41,,49
9518,Election_Day,750,213,28.4,146,30,,37
9518,VBM,750,251,33.47,179,31,,41
9519,Election_Day,859,251,29.22,168,36,,47
9519,VBM,859,277,32.25,200,33,,44
9521,Election_Day,860,275,31.98,186,48,,41
9521,VBM,860,280,32.56,192,26,,62
9701,Election_Day,642,194,30.22,133,25,,36
9701,VBM,642,213,33.18,160,26,,27
9702,Election_Day,723,220,30.43,156,21,,43
9702,VBM,723,221,30.57,156,27,,38
9703,Election_Day,917,197,21.48,139,29,,29
9703,VBM,917,318,34.68,223,48,,47
9704,Election_Day,902,228,25.28,163,23,,42
9704,VBM,902,317,35.14,236,27,,54
9705,Election_Day,859,269,31.32,193,35,,41
9705,VBM,859,285,33.18,205,40,,40
9706,Election_Day,52,1,1.92,1,,,
9706,VBM,52,39,75,29,4,,6
9707,Election_Day,741,146,19.7,97,19,,30
9707,VBM,741,283,38.19,222,29,,32
9708,Election_Day,876,225,25.68,157,27,,41
9708,VBM,876,307,35.05,220,40,,47
9709,Election_Day,942,203,21.55,131,27,,45
9709,VBM,942,333,35.35,255,42,,36
9711,Election_Day,621,162,26.09,115,18,,29
9711,VBM,621,267,43,196,35,,36
9712,Election_Day,621,147,23.67,106,25,,16
9712,VBM,621,265,42.67,188,40,,37
9713,Election_Day,913,170,18.62,112,27,,31
9713,VBM,913,347,38.01,261,48,,38
9714,Election_Day,898,187,20.82,129,34,,24
9714,VBM,898,372,41.43,274,56,,42
9715,Election_Day,557,174,31.24,132,19,,23
9715,VBM,557,191,34.29,138,31,,22
9716,Election_Day,914,194,21.23,132,28,,34
9716,VBM,914,325,35.56,239,45,,41
9717,Election_Day,942,217,23.04,147,38,,32
9717,VBM,942,339,35.99,229,62,1,47
9718,Election_Day,819,195,23.81,136,33,,26
9718,VBM,819,356,43.47,275,43,,38
9719,Election_Day,852,216,25.35,171,17,,28
9719,VBM,852,349,40.96,241,55,1,52
9721,Election_Day,628,176,28.03,114,36,,26
9721,VBM,628,230,36.62,178,25,,27
9722,Election_Day,608,109,17.93,74,13,,22
9722,VBM,608,264,43.42,191,38,,35
9723,Election_Day,435,58,13.33,35,12,,11
9723,VBM,435,200,45.98,139,39,1,21
9724,Election_Day,903,159,17.61,108,23,,28
9724,VBM,903,349,38.65,251,47,,51
9725,Election_Day,937,156,16.65,94,31,,31
9725,VBM,937,337,35.97,240,49,,48
9726,Election_Day,676,133,19.67,99,20,,14
9726,VBM,676,175,25.89,123,20,,32
9727,Election_Day,419,70,16.71,45,12,1,12
9727,VBM,419,185,44.15,145,24,,16
9728,Election_Day,899,190,21.13,125,33,,32
9728,VBM,899,362,40.27,273,36,2,51
9729,Election_Day,766,155,20.23,107,26,,22
9729,VBM,766,320,41.78,247,36,,37
9731,Election_Day,506,148,29.25,103,22,,23
9731,VBM,506,182,35.97,127,30,,25
9732,Election_Day,74,4,5.41,3,,,1
9732,VBM,74,52,70.27,32,13,,7
9733,Election_Day,209,5,2.39,2,1,,2
9733,VBM,209,143,68.42,103,17,,23
9734,Election_Day,580,133,22.93,97,19,,17
9734,VBM,580,237,40.86,167,31,,39
9735,Election_Day,763,159,20.84,108,21,1,29
9735,VBM,763,329,43.12,243,47,,39
9736,Election_Day,687,156,22.71,112,17,,27
9736,VBM,687,289,42.07,203,42,,44
9737,Election_Day,756,177,23.41,118,26,,33
9737,VBM,756,348,46.03,255,44,,49
9738,Election_Day,769,167,21.72,122,26,,19
9738,VBM,769,245,31.86,168,33,,44
9739,Election_Day,806,166,20.6,120,23,,23
9739,VBM,806,202,25.06,154,29,1,18
9741,Election_Day,765,53,6.93,36,4,,13
9741,VBM,765,49,6.41,34,7,,8
9742,Election_Day,603,120,19.9,79,22,,19
9742,VBM,603,185,30.68,127,28,,30
9743,Election_Day,986,217,22.01,148,28,,41
9743,VBM,986,331,33.57,239,41,,51
9744,Election_Day,877,191,21.78,135,25,,31
9744,VBM,877,228,26,163,30,,35
9745,Election_Day,969,184,18.99,126,32,,26
9745,VBM,969,235,24.25,170,34,,31
9746,Election_Day,872,200,22.94,153,25,,22
9746,VBM,872,338,38.76,244,46,,48
9747,Election_Day,917,215,23.45,158,23,,34
9747,VBM,917,332,36.21,234,48,,50
9748,Election_Day,937,195,20.81,148,31,,16
9748,VBM,937,342,36.5,263,38,,41
9749,Election_Day,865,173,20,116,36,,21
9749,VBM,865,238,27.51,181,33,,24
9751,Election_Day,929,197,21.21,142,31,,24
9751,VBM,929,370,39.83,267,62,,41
9752,Election_Day,704,163,23.15,122,17,,24
9752,VBM,704,299,42.47,202,53,,44
9753,Election_Day,727,148,20.36,104,20,,24
9753,VBM,727,282,38.79,211,27,,44
9754,Election_Day,695,170,24.46,129,25,,16
9754,VBM,695,271,38.99,210,25,,36
9755,Election_Day,578,134,23.18,97,22,,15
9755,VBM,578,221,38.24,167,35,,19
9756,Election_Day,867,160,18.45,103,24,1,32
9756,VBM,867,288,33.22,225,28,,35
9801,Election_Day,426,86,20.19,65,11,,10
9801,VBM,426,147,34.51,103,29,,15
9900,Election_Day,0,0,0,,,,
9900,VBM,0,0,0,,,,
9901,Election_Day,0,0,0,,,,
9901,VBM,0,0,0,,,,
9902,Election_Day,0,0,0,,,,
9902,VBM,0,0,0,,,,
