precinct,ballot_type,registered,ballots_cast,turnout,Yes,No,over_votes,under_votes
7849,VBM,920,326,35.43,251,51,,24
7851,Election_Day,502,114,22.71,81,25,,8
7851,VBM,502,230,45.82,159,56,,15
7852,Election_Day,633,153,24.17,110,31,,12
7852,VBM,633,268,42.34,190,66,,12
7853,Election_Day,817,213,26.07,163,34,,16
7853,VBM,817,319,39.05,251,49,,19
7854,Election_Day,884,248,28.05,196,30,,22
7854,VBM,884,339,38.35,255,61,,23
7855,Election_Day,881,282,32.01,232,26,1,23
7855,VBM,881,323,36.66,240,54,,29
7856,Election_Day,785,231,29.43,180,36,,15
7856,VBM,785,312,39.75,234,53,,25
7857,Election_Day,919,232,25.24,196,20,,16
7857,VBM,919,362,39.39,287,49,,26
7858,Election_Day,750,240,32,197,26,,17
7858,VBM,750,240,32,202,29,,9
7859,Election_Day,844,226,26.78,167,41,,18
7859,VBM,844,346,41,259,54,,33
7861,Election_Day,844,240,28.44,186,32,,22
7861,VBM,844,315,37.32,234,54,,27
7862,Election_Day,884,265,29.98,205,43,,17
7862,VBM,884,320,36.2,249,53,,18
7863,Election_Day,879,279,31.74,215,44,,20
7863,VBM,879,288,32.76,225,45,,18
7864,Election_Day,769,214,27.83,169,23,,22
7864,VBM,769,266,34.59,209,39,,18
7865,Election_Day,814,258,31.7,196,42,,20
7865,VBM,814,300,36.86,227,51,,22
7866,Election_Day,786,196,24.94,139,44,,13
7866,VBM,786,361,45.93,254,85,,22
7867,Election_Day,892,251,28.14,186,44,,21
7867,VBM,892,340,38.12,279,49,,12
7868,Election_Day,835,212,25.39,174,28,,10
7868,VBM,835,331,39.64,253,56,,22
7869,Election_Day,832,248,29.81,182,41,,25
7869,VBM,832,361,43.39,264,69,2,26
7871,Election_Day,863,253,29.32,186,44,,23
7871,VBM,863,355,41.14,282,55,,18
7872,Election_Day,876,284,32.42,201,53,,30
7872,VBM,876,345,39.38,269,50,,26
7873,Election_Day,847,249,29.4,206,23,,20
7873,VBM,847,345,40.73,254,66,1,24
7874,Election_Day,461,127,27.55,94,18,,15
7874,VBM,461,167,36.23,118,37,,12
7875,Election_Day,580,108,18.62,87,11,,10
7875,VBM,580,219,37.76,160,38,1,20
7901,Election_Day,1134,281,24.78,224,33,,24
7901,VBM,1134,312,27.51,265,26,,21
7902,Election_Day,935,254,27.17,218,19,,17
7902,VBM,935,243,25.99,205,26,,12
7903,Election_Day,848,186,21.93,152,13,,21
7903,VBM,848,240,28.3,201,21,,18
7904,Election_Day,861,176,20.44,148,17,,11
7904,VBM,861,269,31.24,215,32,,22
7905,Election_Day,821,225,27.41,183,20,,22
7905,VBM,821,261,31.79,202,41,,18
7906,Election_Day,778,229,29.43,194,21,,14
7906,VBM,778,234,30.08,188,32,1,13
7907,Election_Day,925,258,27.89,218,20,,20
7907,VBM,925,289,31.24,237,33,,19
7908,Election_Day,935,249,26.63,199,27,,23
7908,VBM,935,271,28.98,220,30,,21
7909,Election_Day,735,217,29.52,189,15,,13
7909,VBM,735,204,27.76,173,22,,9
7911,Election_Day,849,238,28.03,198,21,,19
7911,VBM,849,277,32.63,218,37,,22
7912,Election_Day,1004,263,26.2,216,21,,26
7912,VBM,1004,306,30.48,235,38,1,32
7913,Election_Day,890,293,32.92,232,35,1,25
7913,VBM,890,252,28.31,208,34,,10
7914,Election_Day,859,265,30.85,205,29,,31
7914,VBM,859,270,31.43,221,24,1,24
7915,Election_Day,784,239,30.48,199,22,,18
7915,VBM,784,195,24.87,164,20,,11
7916,Election_Day,867,257,29.64,210,26,1,20
7916,VBM,867,268,30.91,228,25,,15
7917,Election_Day,1003,296,29.51,245,22,,29
7917,VBM,1003,286,28.51,237,28,,21
7918,Election_Day,807,244,30.24,208,19,,17
7918,VBM,807,238,29.49,194,30,,14
7919,Election_Day,858,270,31.47,236,18,1,15
7919,VBM,858,226,26.34,194,20,,12
7921,Election_Day,893,229,25.64,182,29,,18
7921,VBM,893,244,27.32,212,25,,7
7922,Election_Day,836,229,27.39,171,29,,29
7922,VBM,836,277,33.13,223,37,,17
7923,Election_Day,877,252,28.73,210,27,,15
7923,VBM,877,276,31.47,219,41,,16
7924,Election_Day,815,226,27.73,176,24,,26
7924,VBM,815,252,30.92,193,46,,13
7925,Election_Day,551,154,27.95,123,20,,11
7925,VBM,551,194,35.21,156,25,1,12
7926,Election_Day,786,219,27.86,183,22,,14
7926,VBM,786,272,34.61,221,33,,18
7927,Election_Day,751,247,32.89,203,29,,15
7927,VBM,751,270,35.95,221,36,,13
7928,Election_Day,907,302,33.3,238,40,,24
7928,VBM,907,315,34.73,248,44,,23
7929,Election_Day,833,227,27.25,190,23,,14
7929,VBM,833,351,42.14,295,45,1,10
7931,Election_Day,737,207,28.09,174,18,1,14
7931,VBM,737,325,44.1,250,56,,19
7932,Election_Day,531,133,25.05,111,15,,7
7932,VBM,531,197,37.1,153,38,,6
7933,Election_Day,8,0,0,,,,
7933,VBM,8,6,75,5,1,,
7934,Election_Day,831,219,26.35,180,20,,19
7934,VBM,831,308,37.06,269,22,,17
7935,Election_Day,907,273,30.1,221,30,,22
7935,VBM,907,344,37.93,271,55,3,15
7936,Election_Day,843,266,31.55,216,26,,24
7936,VBM,843,294,34.88,239,41,,14
7937,Election_Day,870,246,28.28,206,20,,20
7937,VBM,870,313,35.98,258,38,,17
7938,Election_Day,753,213,28.29,170,27,,16
7938,VBM,753,221,29.35,176,32,2,11
7939,Election_Day,659,230,34.9,188,19,,23
7939,VBM,659,227,34.45,190,25,,12
7941,Election_Day,761,208,27.33,168,26,,14
7941,VBM,761,273,35.87,199,48,,26
7942,Election_Day,868,217,25,166,35,,16
7942,VBM,868,272,31.34,202,41,,29
7943,Election_Day,873,238,27.26,186,33,,19
7943,VBM,873,304,34.82,232,56,,16
7944,Election_Day,793,235,29.63,196,20,,19
7944,VBM,793,247,31.15,200,39,,8
7945,Election_Day,846,113,13.36,95,6,,12
7945,VBM,846,305,36.05,240,39,,26
7946,Election_Day,915,149,16.28,103,37,,9
7946,VBM,915,337,36.83,223,85,1,28
7947,Election_Day,886,156,17.61,105,35,,16
7947,VBM,886,281,31.72,174,82,,25
7948,Election_Day,875,190,21.71,135,43,,12
7948,VBM,875,281,32.11,177,85,,19
7949,Election_Day,538,80,14.87,47,19,,14
7949,VBM,538,197,36.62,112,72,,13
7951,Election_Day,752,117,15.56,81,22,,14
7951,VBM,752,306,40.69,176,103,,27
7952,Election_Day,778,137,17.61,97,27,,13
7952,VBM,778,257,33.03,167,76,,14
7953,Election_Day,794,156,19.65,110,29,,17
7953,VBM,794,285,35.89,176,79,,30
7954,Election_Day,0,0,0,,,,
7954,VBM,0,1,0,1,,,
7955,Election_Day,831,143,17.21,93,40,,10
7955,VBM,831,281,33.81,177,81,,23
7956,Election_Day,712,99,13.9,78,18,,3
7956,VBM,712,255,35.81,161,74,,20
7957,Election_Day,624,109,17.47,83,17,1,8
7957,VBM,624,202,32.37,144,40,1,17
7958,Election_Day,266,10,3.76,7,1,,2
7958,VBM,266,112,42.11,79,22,,11
9001,Election_Day,234,5,2.14,4,,,1
9001,VBM,234,98,41.88,68,23,,7
9101,Election_Day,840,197,23.45,143,34,,20
9101,VBM,840,306,36.43,201,82,,23
9102,Election_Day,892,214,23.99,164,35,,15
9102,VBM,892,319,35.76,228,71,,20
9103,Election_Day,909,192,21.12,128,44,,20
9103,VBM,909,293,32.23,192,74,,27
9104,Election_Day,927,204,22.01,153,29,,22
9104,VBM,927,295,31.82,207,71,,17
9105,Election_Day,903,225,24.92,166,36,,23
9105,VBM,903,309,34.22,200,82,,27
9106,Election_Day,892,252,28.25,191,37,,24
9106,VBM,892,333,37.33,233,74,,26
9107,Election_Day,767,197,25.68,137,32,,28
9107,VBM,767,240,31.29,162,55,,23
9108,Election_Day,758,197,25.99,139,46,,12
9108,VBM,758,232,30.61,175,40,,17
9109,Election_Day,810,206,25.43,144,46,,16
9109,VBM,810,273,33.7,187,65,,21
9111,Election_Day,713,184,25.81,130,29,,25
9111,VBM,713,209,29.31,137,48,,24
9112,Election_Day,908,210,23.13,168,28,,14
9112,VBM,908,312,34.36,224,60,1,27
9113,Election_Day,938,245,26.12,179,45,,21
9113,VBM,938,319,34.01,229,67,,23
9114,Election_Day,847,191,22.55,151,26,,14
9114,VBM,847,279,32.94,201,59,,19
9115,Election_Day,876,205,23.4,168,22,,15
9115,VBM,876,283,32.31,209,50,1,23
9116,Election_Day,900,208,23.11,156,29,,23
9116,VBM,900,263,29.22,177,64,,22
9117,Election_Day,729,179,24.55,125,39,,15
9117,VBM,729,278,38.13,194,66,,18
9118,Election_Day,904,212,23.45,149,44,,19
9118,VBM,904,282,31.19,177,80,,25
9119,Election_Day,865,166,19.19,125,30,,11
9119,VBM,865,318,36.76,204,88,1,25
9121,Election_Day,882,207,23.47,147,39,,21
9121,VBM,882,284,32.2,176,74,,34
9122,Election_Day,864,168,19.44,124,26,,18
9122,VBM,864,283,32.75,183,73,,27
9123,Election_Day,819,206,25.15,156,33,,17
9123,VBM,819,288,35.16,182,80,,26
9124,Election_Day,877,187,21.32,129,39,,19
9124,VBM,877,265,30.22,177,69,,19
9125,Election_Day,833,183,21.97,135,26,,22
9125,VBM,833,302,36.25,207,71,,24
9126,Election_Day,914,203,22.21,155,32,,16
9126,VBM,914,326,35.67,220,87,,19
9127,Election_Day,929,234,25.19,160,53,2,19
9127,VBM,929,306,32.94,209,74,1,22
9128,Election_Day,826,230,27.85,169,34,,27
9128,VBM,826,270,32.69,185,61,1,23
9129,Election_Day,673,182,27.04,134,30,,18
9129,VBM,673,212,31.5,135,52,,25
9131,Election_Day,733,178,24.28,113,35,,30
9131,VBM,733,248,33.83,168,64,,16
9132,Election_Day,834,203,24.34,159,22,,22
9132,VBM,834,241,28.9,187,33,,21
9133,Election_Day,986,211,21.4,164,27,,20
9133,VBM,986,360,36.51,270,66,,24
9134,Election_Day,822,155,18.86,119,21,,15
9134,VBM,822,282,34.31,194,66,,22
9135,Election_Day,782,169,21.61,114,41,,14
9135,VBM,782,249,31.84,158,70,,21
9136,Election_Day,893,210,23.52,164,28,,18
9136,VBM,893,302,33.82,195,81,,26
9137,Election_Day,912,184,20.18,125,39,,20
9137,VBM,912,315,34.54,213,79,1,22
9138,Election_Day,858,146,17.02,100,33,,13
9138,VBM,858,284,33.1,199,59,,26
9139,Election_Day,943,187,19.83,134,35,,18
9139,VBM,943,350,37.12,223,103,,24
9141,Election_Day,895,190,21.23,140,37,,13
9141,VBM,895,321,35.87,207,91,1,22
9142,Election_Day,901,217,24.08,167,35,,15
9142,VBM,901,290,32.19,214,59,,17
9143,Election_Day,865,208,24.05,160,35,,13
9143,VBM,865,296,34.22,203,68,,25
9144,Election_Day,926,242,26.13,171,51,,20
9144,VBM,926,316,34.13,219,73,1,23
9145,Election_Day,823,210,25.52,156,30,1,23
9145,VBM,823,271,32.93,194,59,,18
9146,Election_Day,856,246,28.74,189,32,,25
9146,VBM,856,267,31.19,200,51,1,15
9147,Election_Day,894,233,26.06,187,27,1,18
9147,VBM,894,289,32.33,197,75,,17
9148,Election_Day,943,272,28.84,197,38,1,36
9148,VBM,943,295,31.28,210,50,,35
9149,Election_Day,893,236,26.43,180,32,,24
9149,VBM,893,292,32.7,213,59,1,19
9151,Election_Day,775,155,20,130,18,,7
9151,VBM,775,266,34.32,198,45,,23
9152,Election_Day,724,106,14.64,82,12,,12
9152,VBM,724,158,21.82,124,20,,14
9201,Election_Day,903,240,26.58,182,40,,18
9201,VBM,903,262,29.01,193,40,,29
9202,Election_Day,871,221,25.37,175,26,,20
9202,VBM,871,239,27.44,182,41,,16
9203,Election_Day,903,174,19.27,109,42,,23
9203,VBM,903,290,32.12,193,67,,30
9204,Election_Day,753,166,22.05,115,31,,20
9204,VBM,753,226,30.01,155,54,,17
9205,Election_Day,665,137,20.6,87,34,,16
9205,VBM,665,219,32.93,160,38,,21
9206,Election_Day,879,155,17.63,102,45,,8
9206,VBM,879,301,34.24,172,90,,39
9207,Election_Day,858,177,20.63,116,39,,22
9207,VBM,858,242,28.21,155,64,,23
9208,Election_Day,869,183,21.06,128,32,,23
9208,VBM,869,226,26.01,146,59,,21
9209,Election_Day,658,157,23.86,107,32,,18
9209,VBM,658,182,27.66,126,43,,13
9211,Election_Day,777,162,20.85,111,37,,14
9211,VBM,777,201,25.87,131,48,,22
9212,Election_Day,762,159,20.87,109,28,,22
9212,VBM,762,211,27.69,152,44,,15
9213,Election_Day,870,172,19.77,119,32,,21
9213,VBM,870,257,29.54,175,61,1,20
9214,Election_Day,565,110,19.47,64,23,,23
9214,VBM,565,194,34.34,133,46,,15
9215,Election_Day,604,134,22.19,88,30,,16
9215,VBM,604,196,32.45,125,50,1,20
9216,Election_Day,712,159,22.33,117,22,,20
9216,VBM,712,170,23.88,104,48,1,17
9217,Election_Day,682,148,21.7,106,27,,15
9217,VBM,682,199,29.18,143,37,,19
9218,Election_Day,743,136,18.3,88,32,,16
9218,VBM,743,214,28.8,147,48,,19
9219,Election_Day,719,182,25.31,136,27,,19
9219,VBM,719,177,24.62,109,45,,23
9221,Election_Day,611,133,21.77,86,34,,13
9221,VBM,611,259,42.39,162,80,,17
9222,Election_Day,802,151,18.83,110,27,,14
9222,VBM,802,302,37.66,212,65,,25
9223,Election_Day,591,93,15.74,69,19,,5
9223,VBM,591,210,35.53,147,44,,19
9224,Election_Day,898,182,20.27,115,41,,26
9224,VBM,898,288,32.07,196,70,1,21
9225,Election_Day,866,192,22.17,117,45,,30
9225,VBM,866,237,27.37,163,56,,18
9226,Election_Day,822,169,20.56,124,26,,19
9226,VBM,822,274,33.33,178,71,,25
9227,Election_Day,709,153,21.58,111,24,,18
9227,VBM,709,287,40.48,188,86,,13
9228,Election_Day,687,164,23.87,107,39,,18
9228,VBM,687,273,39.74,178,80,,15
9229,Election_Day,576,135,23.44,97,27,,11
9229,VBM,576,229,39.76,169,46,1,13
9231,Election_Day,961,281,29.24,212,46,1,22
9231,VBM,961,308,32.05,231,56,,21
9232,Election_Day,706,181,25.64,121,31,,29
9232,VBM,706,240,33.99,165,54,,21
9233,Election_Day,748,166,22.19,127,17,,22
9233,VBM,748,280,37.43,182,86,,12
9234,Election_Day,708,141,19.92,105,25,,11
9234,VBM,708,264,37.29,182,60,,22
9235,Election_Day,825,195,23.64,133,41,,21
9235,VBM,825,284,34.42,189,72,1,22
9236,Election_Day,637,144,22.61,104,24,,16
9236,VBM,637,225,35.32,161,42,1,21
9237,Election_Day,846,167,19.74,112,28,,27
9237,VBM,846,294,34.75,207,67,,20
9238,Election_Day,778,148,19.02,100,27,,21
9238,VBM,778,297,38.17,188,79,1,29
9239,Election_Day,811,154,18.99,101,33,,20
9239,VBM,811,301,37.11,201,73,,27
9241,Election_Day,903,197,21.82,130,40,,27
9241,VBM,903,281,31.12,190,70,,21
9242,Election_Day,864,192,22.22,141,33,,18
9242,VBM,864,274,31.71,203,53,,18
9243,Election_Day,567,139,24.51,99,18,,22
9243,VBM,567,193,34.04,138,38,,17
9244,Election_Day,828,191,23.07,139,23,,29
9244,VBM,828,252,30.43,194,44,,14
9245,Election_Day,665,157,23.61,107,31,,19
9245,VBM,665,218,32.78,161,41,,16
9246,Election_Day,861,196,22.76,138,39,,19
9246,VBM,861,294,34.15,199,64,,31
9247,Election_Day,887,202,22.77,147,35,,20
9247,VBM,887,312,35.17,221,64,,27
9248,Election_Day,834,181,21.7,118,42,,21
9248,VBM,834,286,34.29,214,43,,29
9249,Election_Day,857,219,25.55,151,44,,24
9249,VBM,857,278,32.44,207,52,,19
9251,Election_Day,882,220,24.94,166,35,,19
9251,VBM,882,312,35.37,214,74,,24
9252,Election_Day,861,170,19.74,114,35,1,20
9252,VBM,861,351,40.77,218,96,,37
9253,Election_Day,741,168,22.67,111,35,,22
9253,VBM,741,231,31.17,147,58,,26
9254,Election_Day,860,203,23.6,142,31,,30
9254,VBM,860,311,36.16,235,49,,27
9255,Election_Day,513,134,26.12,92,21,,21
9255,VBM,513,156,30.41,118,26,1,11
9256,Election_Day,371,83,22.37,53,16,,14
9256,VBM,371,101,27.22,73,24,,4
9257,Election_Day,284,14,4.93,13,,,1
9257,VBM,284,156,54.93,123,24,,9
9258,Election_Day,659,130,19.73,98,27,,5
9258,VBM,659,246,37.33,169,62,3,12
9401,Election_Day,909,253,27.83,193,23,,37
9401,VBM,909,262,28.82,193,49,1,19
9402,Election_Day,954,243,25.47,188,36,,19
9402,VBM,954,311,32.6,201,82,,28
9403,Election_Day,862,185,21.46,138,34,,13
9403,VBM,862,291,33.76,192,80,,19
9404,Election_Day,849,171,20.14,112,39,,20
9404,VBM,849,252,29.68,157,85,,10
9405,Election_Day,765,186,24.31,115,50,,21
9405,VBM,765,255,33.33,169,69,,17
9406,Election_Day,862,200,23.2,142,34,,24
9406,VBM,862,263,30.51,178,67,,18
9407,Election_Day,851,211,24.79,158,30,,23
9407,VBM,851,256,30.08,171,60,,25
9408,Election_Day,805,214,26.58,170,23,,21
9408,VBM,805,244,30.31,181,41,,22
9409,Election_Day,574,168,29.27,130,26,,12
9409,VBM,574,175,30.49,121,39,,15
9411,Election_Day,987,256,25.94,190,29,,37
9411,VBM,987,293,29.69,215,57,,21
9412,Election_Day,838,213,25.42,159,41,,13
9412,VBM,838,261,31.15,167,76,,18
9413,Election_Day,871,191,21.93,135,34,,22
9413,VBM,871,292,33.52,192,80,,20
9414,Election_Day,837,175,20.91,116,34,,25
9414,VBM,837,336,40.14,217,88,,31
9415,Election_Day,764,145,18.98,110,28,,7
9415,VBM,764,259,33.9,169,72,1,17
9416,Election_Day,947,225,23.76,164,41,,20
9416,VBM,947,302,31.89,184,92,,26
9417,Election_Day,709,137,19.32,97,31,,9
9417,VBM,709,235,33.15,133,82,1,19
9418,Election_Day,761,160,21.02,109,44,,7
9418,VBM,761,243,31.93,127,91,,25
9419,Election_Day,841,142,16.88,93,43,,6
9419,VBM,841,307,36.5,178,110,,19
9421,Election_Day,876,145,16.55,101,28,,16
9421,VBM,876,312,35.62,184,104,,24
9422,Election_Day,1001,240,23.98,172,49,,19
9422,VBM,1001,317,31.67,214,78,,25
9423,Election_Day,850,162,19.06,113,39,,10
9423,VBM,850,288,33.88,191,64,,33
9424,Election_Day,902,165,18.29,110,38,,17
9424,VBM,902,295,32.71,177,101,1,16
9425,Election_Day,880,155,17.61,107,30,,18
9425,VBM,880,287,32.61,176,87,,24
9426,Election_Day,766,128,16.71,93,26,,9
9426,VBM,766,248,32.38,148,84,,16
9427,Election_Day,886,143,16.14,85,40,,18
9427,VBM,886,300,33.86,168,115,,17
9428,Election_Day,890,133,14.94,90,31,,12
9428,VBM,890,325,36.52,211,92,,22
9429,Election_Day,848,197,23.23,128,54,1,14
9429,VBM,848,253,29.83,153,88,,12
9431,Election_Day,941,172,18.28,115,47,,10
9431,VBM,941,348,36.98,176,141,,31
9432,Election_Day,855,183,21.4,116,54,,13
9432,VBM,855,271,31.7,148,90,,33
9433,Election_Day,882,166,18.82,107,43,,16
9433,VBM,882,307,34.81,186,107,,14
9434,Election_Day,944,208,22.03,140,49,,19
9434,VBM,944,320,33.9,206,89,,25
9435,Election_Day,909,201,22.11,135,43,,23
9435,VBM,909,305,33.55,196,85,,24
9436,Election_Day,951,178,18.72,118,42,,18
9436,VBM,951,320,33.65,180,124,,16
9437,Election_Day,878,174,19.82,115,46,,13
9437,VBM,878,298,33.94,164,113,1,20
9438,Election_Day,917,161,17.56,94,50,,17
9438,VBM,917,325,35.44,188,114,,23
9439,Election_Day,836,156,18.66,94,44,,18
9439,VBM,836,283,33.85,182,80,,21
9441,Election_Day,944,185,19.6,132,35,1,17
9441,VBM,944,322,34.11,196,102,,24
9442,Election_Day,935,218,23.32,172,28,,18
9442,VBM,935,308,32.94,196,93,,19
9443,Election_Day,867,195,22.49,138,41,,16
9443,VBM,867,266,30.68,173,82,1,10
9444,Election_Day,877,125,14.25,85,25,,15
9444,VBM,877,295,33.64,168,95,,32
9445,Election_Day,918,192,20.92,122,54,,16
9445,VBM,918,329,35.84,203,102,,24
9446,Election_Day,995,210,21.11,142,53,,15
9446,VBM,995,369,37.09,217,124,,28
9447,Election_Day,892,169,18.95,126,31,,12
9447,VBM,892,317,35.54,185,106,,26
9448,Election_Day,855,155,18.13,105,38,,12
9448,VBM,855,296,34.62,174,103,,19
9449,Election_Day,763,111,14.55,75,28,,8
9449,VBM,763,276,36.17,154,104,,18
9451,Election_Day,402,85,21.14,53,23,,9
9451,VBM,402,156,38.81,89,59,1,7
9452,Election_Day,765,206,26.93,125,60,,21
9452,VBM,765,258,33.73,153,86,,19
9453,Election_Day,454,90,19.82,61,23,,6
9453,VBM,454,168,37,94,61,,13
9501,Election_Day,141,2,1.42,2,,,
9501,VBM,141,74,52.48,54,12,,8
9502,Election_Day,201,7,3.48,5,2,,
9502,VBM,201,120,59.7,93,18,,9
9503/9504,Election_Day,673,125,18.57,104,15,,6
9503/9504,VBM,673,210,31.2,159,34,,17
9505,Election_Day,738,149,20.19,112,21,,16
9505,VBM,738,223,30.22,180,29,,14
9506,Election_Day,734,160,21.8,133,13,,14
9506,VBM,734,183,24.93,152,19,,12
9507,Election_Day,731,180,24.62,145,21,,14
9507,VBM,731,258,35.29,204,37,,17
9508,Election_Day,797,229,28.73,189,18,,22
9508,VBM,797,233,29.23,184,24,,25
9509,Election_Day,671,182,27.12,149,20,,13
9509,VBM,671,213,31.74,165,26,,22
9511,Election_Day,592,165,27.87,137,15,,13
9511,VBM,592,169,28.55,122,30,,17
9512,Election_Day,776,192,24.74,149,17,,26
9512,VBM,776,259,33.38,206,36,,17
9513,Election_Day,849,204,24.03,168,10,,26
9513,VBM,849,243,28.62,201,21,,21
9514/9522,Election_Day,890,265,29.78,211,30,,24
9514/9522,VBM,890,284,31.91,221,38,,25
9515,Election_Day,694,222,31.99,171,33,,18
9515,VBM,694,224,32.28,167,37,,20
9516,Election_Day,855,225,26.32,166,33,1,25
9516,VBM,855,282,32.98,203,57,,22
9517,Election_Day,786,215,27.35,167,18,,30
9517,VBM,786,271,34.48,192,47,,32
9518,Election_Day,750,213,28.4,160,30,,23
9518,VBM,750,251,33.47,195,35,1,20
9519,Election_Day,859,251,29.22,181,36,1,33
9519,VBM,859,277,32.25,201,50,,26
9521,Election_Day,860,275,31.98,221,30,,24
9521,VBM,860,280,32.56,219,34,,27
9701,Election_Day,642,194,30.22,144,29,,21
9701,VBM,642,213,33.18,151,45,,17
9702,Election_Day,723,220,30.43,170,27,,23
9702,VBM,723,221,30.57,163,40,,18
9703,Election_Day,917,197,21.48,139,44,,14
9703,VBM,917,318,34.68,210,87,,21
9704,Election_Day,902,228,25.28,162,42,,24
9704,VBM,902,317,35.14,213,81,,23
9705,Election_Day,859,269,31.32,213,35,,21
9705,VBM,859,285,33.18,197,70,,18
9706,Election_Day,52,1,1.92,1,,,
9706,VBM,52,39,75,31,3,,5
9707,Election_Day,741,146,19.7,94,44,,8
9707,VBM,741,283,38.19,180,85,,18
9708,Election_Day,876,225,25.68,166,40,,19
9708,VBM,876,307,35.05,226,52,1,28
9709,Election_Day,942,203,21.55,133,49,,21
9709,VBM,942,333,35.35,220,90,,23
9711,Election_Day,621,162,26.09,102,47,,13
9711,VBM,621,267,43,173,72,,22
9712,Election_Day,621,147,23.67,105,38,,4
9712,VBM,621,265,42.67,174,69,,22
9713,Election_Day,913,170,18.62,109,48,,13
9713,VBM,913,347,38.01,211,111,,25
9714,Election_Day,898,187,20.82,117,59,,11
9714,VBM,898,372,41.43,235,111,,26
9715,Election_Day,557,174,31.24,120,34,,20
9715,VBM,557,191,34.29,117,63,,11
9716,Election_Day,914,194,21.23,127,50,,17
9716,VBM,914,325,35.56,206,99,1,19
9717,Election_Day,942,217,23.04,142,58,,17
9717,VBM,942,339,35.99,211,105,,23
9718,Election_Day,819,195,23.81,133,50,,12
9718,VBM,819,356,43.47,239,98,,19
9719,Election_Day,852,216,25.35,146,55,,15
9719,VBM,852,349,40.96,214,116,,19
9721,Election_Day,628,176,28.03,120,48,,8
9721,VBM,628,230,36.62,134,80,,16
9722,Election_Day,608,109,17.93,68,29,,12
9722,VBM,608,264,43.42,171,68,,25
9723,Election_Day,435,58,13.33,41,14,,3
9723,VBM,435,200,45.98,87,101,,12
9724,Election_Day,903,159,17.61,84,63,1,11
9724,VBM,903,349,38.65,171,154,1,23
9725,Election_Day,937,156,16.65,80,58,,18
9725,VBM,937,337,35.97,190,122,,25
9726,Election_Day,676,133,19.67,105,17,,11
9726,VBM,676,175,25.89,128,34,,13
9727,Election_Day,419,70,16.71,43,23,,4
9727,VBM,419,185,44.15,116,65,,4
9728,Election_Day,899,190,21.13,124,54,,12
9728,VBM,899,362,40.27,203,134,,25
9729,Election_Day,766,155,20.23,99,42,1,13
9729,VBM,766,320,41.78,220,88,,12
9731,Election_Day,506,148,29.25,93,43,,12
9731,VBM,506,182,35.97,99,72,,11
9732,Election_Day,74,4,5.41,4,,,
9732,VBM,74,52,70.27,29,18,,5
9733,Election_Day,209,5,2.39,3,1,,1
9733,VBM,209,143,68.42,105,29,,9
9734,Election_Day,580,133,22.93,90,36,,7
9734,VBM,580,237,40.86,154,69,,14
9735,Election_Day,763,159,20.84,100,35,1,23
9735,VBM,763,329,43.12,200,106,,23
9736,Election_Day,687,156,22.71,110,34,,12
9736,VBM,687,289,42.07,184,78,1,26
9737,Election_Day,756,177,23.41,133,26,,18
9737,VBM,756,348,46.03,231,86,,31
9738,Election_Day,769,167,21.72,126,25,,16
9738,VBM,769,245,31.86,168,49,,28
9739,Election_Day,806,166,20.6,128,27,,11
9739,VBM,806,202,25.06,154,38,,10
9741,Election_Day,765,53,6.93,43,3,,7
9741,VBM,765,49,6.41,38,4,,7
9742,Election_Day,603,120,19.9,82,26,,12
9742,VBM,603,185,30.68,99,68,,18
9743,Election_Day,986,217,22.01,167,27,,23
9743,VBM,986,331,33.57,257,46,,28
9744,Election_Day,877,191,21.78,149,21,,21
9744,VBM,877,228,26,174,39,1,14
9745,Election_Day,969,184,18.99,130,31,1,22
9745,VBM,969,235,24.25,174,41,,20
9746,Election_Day,872,200,22.94,134,53,,13
9746,VBM,872,338,38.76,223,99,1,15
9747,Election_Day,917,215,23.45,156,39,,20
9747,VBM,917,332,36.21,242,70,,20
9748,Election_Day,937,195,20.81,145,41,,9
9748,VBM,937,342,36.5,233,87,,22
9749,Election_Day,865,173,20,120,39,,14
9749,VBM,865,238,27.51,160,64,,14
9751,Election_Day,929,197,21.21,147,40,,10
9751,VBM,929,370,39.83,244,112,,14
9752,Election_Day,704,163,23.15,113,37,,13
9752,VBM,704,299,42.47,198,84,1,16
9753,Election_Day,727,148,20.36,101,35,,12
9753,VBM,727,282,38.79,200,72,,10
9754,Election_Day,695,170,24.46,127,32,,11
9754,VBM,695,271,38.99,196,62,,13
9755,Election_Day,578,134,23.18,96,28,,10
9755,VBM,578,221,38.24,151,61,,9
9756,Election_Day,867,160,18.45,104,30,1,25
9756,VBM,867,288,33.22,177,100,,11
9801,Election_Day,426,86,20.19,65,12,,9
9801,VBM,426,147,34.51,90,49,,8
9900,Election_Day,0,0,0,,,,
9900,VBM,0,0,0,,,,
9901,Election_Day,0,0,0,,,,
9901,VBM,0,0,0,,,,
9902,Election_Day,0,0,0,,,,
9902,VBM,0,0,0,,,,
