precinct,ballot_type,registered_voters,ballots_cast,turnout,GEORGE_C_YANG,JERRY_J_LAWS,GAIL_K_LIGHTFOOT,MIKE_BEITIKS,PAMELA_ELIZONDO,SCOTT_A_VINEBERG,STEVE_STOKES,DUF_SUNDHEIM,LING_LING_SHI,LORETTA_L_SANCHEZ,PHIL_WYMAN,JARRELL_WILLIAMSON,THOMAS_G_DEL_BECCARO,RON_UNZ,GREG_CONLON,JASON_KRAUS,DON_KRAMPE,MARK_MATTHEW_HERD,VON_HOUGO,JASON_HANANIA,KAMALA_D_HARRIS,GAR_MYERS,PAUL_MERRITT,MASSIE_MUNROE,ELEANOR_GARCÍA,TIM_GILDERSLEEVE,CLIVE_GREY,DON_J_GRUNDMANN,PRESIDENT_CRISTINA_GRAPPO,HERBERT_G_PETERS,TOM_PALZER,JOHN_THOMPSON_PARKER,KAREN_ROSEBERRY,EMORY_RODGERS,WRITE-IN,over_votes,under_votes
9518,Election_Day,750,214,28.53,1,1,2,2,3,,3,,,26,1,,1,,,,1,1,,,122,,1,5,1,1,,,,,,,,,2,,40
9518,VBM,750,255,34,3,,1,3,2,,2,2,2,25,2,1,2,3,,,,1,4,1,158,1,,2,1,,,,,,,3,1,,1,2,32
9519,Election_Day,859,251,29.22,1,,2,1,3,1,5,1,2,23,2,1,1,,1,,,1,1,2,162,,,4,1,,,,1,,,,,,1,,34
9519,VBM,859,282,32.83,2,,3,,2,3,4,3,2,22,,1,3,1,2,,6,1,1,3,183,,,4,,,,,1,,,1,,,1,,33
9521,Election_Day,860,276,32.09,,1,1,2,7,,4,1,,21,,,1,1,,,,,,3,183,,1,4,3,,,,3,1,,,2,,1,,36
9521,VBM,860,284,33.02,4,,1,2,4,1,6,3,,17,,1,2,3,1,,,,,,195,,,2,2,,,,,,,,,,1,1,38
9701,Election_Day,642,197,30.69,2,,1,1,7,1,2,,,15,2,,1,,,,,2,1,1,115,,,2,,,,1,2,1,1,2,,,,,37
9701,VBM,642,215,33.49,8,,,1,3,,1,1,,17,,1,1,3,3,1,,,2,1,127,,1,3,,,,,,,1,,2,,,3,35
9702,Election_Day,723,220,30.43,,,1,,,,1,,,14,1,,,,,,,,2,1,157,,,3,,,,,,,1,,,,,1,38
9702,VBM,723,223,30.84,7,3,2,2,,1,4,1,1,14,1,3,3,1,2,1,,1,3,,139,,,,1,1,,1,,,,1,,,,3,27
9703,Election_Day,917,197,21.48,10,,5,,3,1,,3,4,8,1,,2,,3,,,2,4,1,114,1,1,1,5,,,,,,1,3,1,1,1,,21
9703,VBM,917,323,35.22,25,,2,1,5,,2,10,6,19,1,2,1,2,6,1,1,,4,1,190,,2,3,,,1,,,1,2,1,3,1,1,1,28
9704,Election_Day,902,229,25.39,8,,2,,3,2,3,4,2,13,,,1,1,,1,,1,4,,140,,,1,1,,1,,1,2,1,1,,,2,1,33
9704,VBM,902,325,36.03,4,1,1,,2,,3,8,1,23,1,,6,2,6,3,1,2,3,,207,,,,,,,,2,,1,3,4,3,,1,37
9705,Election_Day,859,269,31.32,3,,2,,1,1,3,1,,20,,1,,3,3,,,1,1,,169,,5,1,1,,,1,2,1,,1,,,3,1,44
9705,VBM,859,289,33.64,6,1,1,1,2,,3,6,1,27,1,1,3,1,3,1,,1,3,3,189,,,2,2,,,,,,,,,,1,3,27
9706,Election_Day,52,1,1.92,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9706,VBM,52,39,75,,,,,1,,,,,5,,,,,,,,,,,26,,,1,,,,,,,1,,,,,,5
9707,Election_Day,741,145,19.57,5,,,1,1,,1,3,1,11,1,1,1,,1,1,,1,4,,88,,1,1,1,,1,,,,2,,,,,,18
9707,VBM,741,285,38.46,14,,,1,1,,2,7,5,20,1,3,3,2,7,,,1,7,1,167,2,1,2,,,1,3,2,,2,1,,,3,,26
9708,Election_Day,876,227,25.91,3,1,2,4,6,1,3,5,,16,,,1,,3,,,1,3,,122,,,1,2,,3,,2,2,,1,,1,1,1,42
9708,VBM,876,308,35.16,6,2,,,2,1,7,5,1,25,,1,3,,4,1,,,2,1,199,1,,2,1,1,1,,1,2,,,1,,2,3,33
9709,Election_Day,942,202,21.44,6,1,1,1,4,1,6,2,1,20,,,,,5,1,,2,7,1,88,1,,1,1,,,3,1,,1,,2,,1,1,43
9709,VBM,942,336,35.67,12,,4,,2,,5,6,2,37,,1,5,,7,,,2,5,,193,1,1,,1,,,,1,2,2,4,1,,1,5,36
9711,Election_Day,621,164,26.41,4,1,1,,1,,2,6,2,13,1,,4,1,3,,1,1,3,,95,,2,,,1,,,,1,,,1,,1,,19
9711,VBM,621,262,42.19,,,1,,3,,1,12,6,23,,,3,2,4,,,,,2,165,,,2,,,1,,1,,1,1,,,2,2,30
9712,Election_Day,621,150,24.15,,,,,1,,,,1,17,,1,3,2,2,,,,1,,100,,,2,1,,,,,1,2,,1,,1,,14
9712,VBM,621,259,41.71,1,,3,1,,,,8,,44,2,1,4,2,5,,,,,1,152,,,,1,,,,,,,3,1,,,3,27
9713,Election_Day,913,172,18.84,1,,,,1,,2,7,2,16,,,,2,1,,,2,3,,87,,,4,,1,,1,2,2,1,1,1,1,,,34
9713,VBM,913,345,37.79,9,1,1,,1,,2,3,6,34,5,,3,4,3,,,,7,2,201,,1,2,1,,2,1,4,2,2,1,3,1,,5,38
9714,Election_Day,898,187,20.82,2,1,1,,1,,2,2,1,20,3,1,4,1,3,,1,,,1,127,,1,1,1,,1,,,,2,1,,,,1,8
9714,VBM,898,378,42.09,14,,1,4,1,,2,15,1,29,8,1,5,5,7,1,,1,4,3,233,,,2,,,,2,,,4,,3,1,3,2,26
9715,Election_Day,557,175,31.42,2,,1,,1,,2,4,,12,2,,2,1,2,,,,2,,120,,,,,,,,,1,1,1,,,,,21
9715,VBM,557,192,34.47,4,,,,,,,12,1,19,,,7,4,4,,,,2,,116,,1,,,,1,,2,,2,,1,,,,16
9716,Election_Day,914,195,21.33,1,2,,,1,2,4,3,,16,1,,2,1,4,,,2,4,,104,,1,1,3,,1,,1,,1,5,2,,,1,32
9716,VBM,914,328,35.89,6,3,2,1,4,,6,2,4,24,5,,2,,1,,1,1,1,3,197,,1,5,,,,,1,,2,2,4,,5,5,40
9717,Election_Day,942,217,23.04,1,,3,2,2,,5,2,1,19,,,1,,2,,2,1,4,1,123,,,3,3,,,1,2,,1,,2,1,2,2,31
9717,VBM,942,343,36.41,10,2,4,2,1,,2,4,2,33,3,,7,3,8,1,2,1,4,,200,,,5,1,,,,1,,4,1,2,,,2,38
9718,Election_Day,819,195,23.81,3,,1,,1,,,11,,13,2,1,1,1,5,,,,7,2,123,,1,,1,,,,,,2,,,,1,,19
9718,VBM,819,358,43.71,7,,6,,3,,,9,3,31,7,1,7,5,10,,3,,4,,218,,1,5,,,,,2,,,,,1,,6,29
9719,Election_Day,852,219,25.7,,1,,1,,1,1,8,,21,2,,2,1,2,,,2,1,1,131,,1,3,3,,,,1,1,,2,3,,1,1,28
9719,VBM,852,350,41.08,4,2,1,2,1,,1,18,,35,8,,4,2,10,,1,,6,2,214,,1,,1,,3,1,,,2,1,,,,4,26
9721,Election_Day,628,176,28.03,1,1,2,,1,,,4,,17,2,1,4,2,1,,,,4,2,101,,2,1,1,,1,,2,2,1,1,,,,,22
9721,VBM,628,231,36.78,7,,,1,,,,11,,24,6,,5,2,3,,3,,,1,130,,,1,,1,,,,,1,1,1,,1,1,31
9722,Election_Day,608,109,17.93,4,,1,,1,,2,5,,6,2,,4,,5,,,,,,52,,1,3,,,1,,,2,2,1,,,,,17
9722,VBM,608,266,43.75,2,2,2,,2,2,2,1,2,31,4,,3,,6,1,1,,6,,148,,,,,,,,,1,3,2,4,,,4,37
9723,Election_Day,435,60,13.79,1,,1,,,,,2,,9,,,,,1,,,,,,31,,,,,,,1,1,,1,1,3,,,1,7
9723,VBM,435,200,45.98,6,,3,,,,1,6,2,9,,2,3,2,6,,,1,5,1,103,,,3,1,,,,,3,2,,4,,,4,33
9724,Election_Day,903,161,17.83,7,,1,1,,,,7,3,12,4,,,1,2,2,,,2,1,77,,1,2,1,,,,1,1,5,1,,1,1,1,26
9724,VBM,903,355,39.31,18,,2,2,2,,1,5,5,27,6,1,15,2,19,2,,1,6,3,159,,,1,1,,2,,,,6,1,,,,1,67
9725,Election_Day,937,156,16.65,2,1,2,,3,,1,6,2,10,1,1,3,,3,,1,1,3,3,67,,,1,2,,1,,1,,3,,,,,2,36
9725,VBM,937,338,36.07,17,1,,2,3,1,4,10,6,29,10,,4,,11,,,1,4,,175,,2,4,2,,,,1,,6,1,2,1,,7,34
9726,Election_Day,676,134,19.82,1,,1,,4,,2,3,,13,1,,2,1,3,1,1,1,,2,66,,1,5,1,,1,1,2,2,,3,,2,,2,12
9726,VBM,676,180,26.63,10,,3,,6,3,4,4,3,14,1,,1,,2,,1,4,6,2,84,,,4,2,,,,2,,3,,,1,1,2,17
9727,Election_Day,419,71,16.95,1,,1,,,,,4,1,3,3,,2,,4,,,,3,,31,,,,,,,,,1,2,,2,,,,13
9727,VBM,419,185,44.15,7,,,,,,1,13,1,7,1,1,5,5,4,,,,4,,112,,,1,,,,,2,,1,,,,,2,18
9728,Election_Day,899,192,21.36,2,,,2,2,,1,5,,16,1,,8,2,2,,2,,3,1,109,1,,3,,,,,3,,3,1,2,1,2,,20
9728,VBM,899,365,40.6,12,,1,1,2,2,3,11,2,29,8,4,8,4,7,,1,1,6,2,205,,,1,1,,,,1,1,1,1,2,,1,5,42
9729,Election_Day,766,155,20.23,2,1,,,,,1,7,,11,2,,6,2,3,,,,1,,94,,,1,,,,,,1,1,,1,,,1,20
9729,VBM,766,321,41.91,6,,1,,1,,1,17,,34,4,1,1,3,7,1,3,,9,1,188,,1,,1,,,,,,2,1,2,,,4,32
9731,Election_Day,506,148,29.25,1,1,,,1,,1,3,,10,6,1,3,,4,,,2,2,,97,,1,1,,,,,,,1,,,1,2,2,8
9731,VBM,506,184,36.36,5,,1,1,1,,2,8,1,16,3,,4,7,7,1,,,2,,97,1,,1,,,1,,,,,,1,1,,1,22
9732,Election_Day,74,4,5.41,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
9732,VBM,74,52,70.27,2,,1,,,,,,,7,,,1,,,,2,,,,34,,,,,,,,,1,1,,,,,,3
9733,Election_Day,209,5,2.39,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
9733,VBM,209,146,69.86,2,1,2,,,,,2,,3,1,,2,,2,,,,2,,110,,,2,,,,,,,,2,1,2,1,1,10
9734,Election_Day,580,133,22.93,3,,,,,1,1,2,,10,1,,5,,4,,,,2,,87,,,,1,,,,,,2,,,,,,14
9734,VBM,580,241,41.55,2,1,2,,,1,5,4,2,24,3,,,1,3,,1,,1,,149,,,1,,,,1,,,2,,2,,,1,35
9735,Election_Day,763,157,20.58,,,1,3,2,,3,2,,15,,1,7,,2,,,,2,1,94,,,,,,1,,,,4,,,,2,,17
9735,VBM,763,332,43.51,4,1,1,1,,,2,17,3,43,5,,12,3,6,1,,2,3,,190,,,1,,,2,,1,,2,,,,2,4,26
9736,Election_Day,687,156,22.71,,1,3,,,,3,1,,12,1,2,1,,3,,,1,,,97,,,4,2,1,1,,1,,2,1,,,,,19
9736,VBM,687,291,42.36,4,,3,5,2,,4,2,1,35,3,1,3,3,3,,1,,1,1,181,,,3,4,,1,,,,,,1,,,4,25
9737,Election_Day,756,177,23.41,1,,1,1,1,,4,2,,6,2,,,,3,,,,2,,122,,,,1,,1,,1,1,3,,,,,1,24
9737,VBM,756,353,46.69,8,2,4,,2,,4,10,1,26,2,1,2,5,7,,1,,,1,230,,,2,1,,2,,1,,2,,1,,1,4,33
9738,Election_Day,769,167,21.72,1,,2,1,2,,2,2,,20,1,1,4,1,4,,1,1,3,2,82,,,6,1,,,,4,,2,3,,,,1,20
9738,VBM,769,245,31.86,3,,3,1,2,1,4,1,1,18,1,,4,1,5,,,,3,,142,,2,1,1,3,,1,1,,4,1,3,,1,5,32
9739,Election_Day,806,168,20.84,,,1,,3,,,2,2,33,3,1,,1,,1,,3,3,2,78,,,6,1,,,,2,,1,,,,,3,22
9739,VBM,806,207,25.68,1,,3,1,5,,4,4,1,30,1,,,,1,,,2,4,1,119,,1,4,,,2,,,1,5,1,,,,2,14
9741,Election_Day,765,53,6.93,,,,,3,,1,,,10,,,,,,,,,,,16,,,2,,,,,,1,,3,,1,2,1,13
9741,VBM,765,51,6.67,,,,,3,,3,1,,12,1,,1,,,,,,,1,15,,,1,,,,,1,,1,1,,,2,,8
9742,Election_Day,603,121,20.07,4,1,1,,2,,1,5,,7,,1,6,,1,,,1,1,3,66,,1,,,,1,,,,1,,,,1,3,14
9742,VBM,603,184,30.51,7,,,,,,,10,3,12,2,,2,,5,,1,1,6,2,96,,,,1,,,3,,,4,,,,,3,26
9743,Election_Day,986,222,22.52,,,4,,6,,2,,1,23,1,1,2,,2,,,1,,1,124,,1,7,3,,1,,2,3,1,1,1,1,1,2,30
9743,VBM,986,329,33.37,1,1,5,1,8,1,9,1,1,27,4,,3,,7,,,1,1,4,195,,1,3,3,1,1,1,2,2,1,2,4,1,,11,26
9744,Election_Day,877,194,22.12,4,,2,,4,1,3,1,1,25,,,1,2,,,,1,3,2,94,1,,4,2,,1,2,4,1,,4,1,1,1,1,27
9744,VBM,877,227,25.88,2,1,7,1,4,,2,6,,33,2,,2,3,4,,3,1,4,1,111,1,2,3,,,,2,,,1,,2,,2,5,22
9745,Election_Day,969,189,19.5,2,,3,2,10,1,3,1,,21,,,1,2,3,1,,,5,1,73,,1,3,2,,3,1,4,1,1,2,2,1,,1,38
9745,VBM,969,236,24.36,2,,2,1,1,1,5,2,,29,1,3,5,1,6,2,,,1,2,130,,1,2,3,,,1,1,1,,3,3,1,,5,21
9746,Election_Day,872,202,23.17,2,1,2,,2,,1,14,,13,2,,6,1,5,,,,4,,122,,,1,1,,1,,,1,,,,,,1,22
9746,VBM,872,334,38.3,,,2,5,4,,3,10,2,25,7,,6,1,7,,,,7,6,197,,,2,,,6,,1,,1,3,3,,1,8,27
9747,Election_Day,917,215,23.45,,1,1,1,2,,2,2,2,14,1,1,2,2,1,,,,2,,149,1,1,2,1,1,,1,,1,,1,,1,,1,21
9747,VBM,917,340,37.08,6,1,6,2,4,1,3,6,2,29,3,2,1,4,3,3,,,4,4,204,,,4,1,,,,,,1,,2,2,1,2,39
9748,Election_Day,937,195,20.81,2,,1,1,3,4,2,4,1,15,,1,2,2,1,1,,1,3,,118,,,3,,,,1,3,,1,,,1,,,24
9748,VBM,937,345,36.82,11,,3,1,4,,,4,,43,1,3,5,10,3,,1,,5,2,191,1,,4,,,1,,1,2,7,1,3,,,2,36
9749,Election_Day,865,173,20,5,2,2,,4,2,6,3,3,8,1,,1,,,1,,1,2,,82,,,1,4,,,1,3,3,,1,2,,1,3,31
9749,VBM,865,241,27.86,6,,1,,4,,1,,8,35,,,1,1,4,,,,2,1,126,3,2,2,3,2,2,,1,1,1,1,1,2,1,5,24
9751,Election_Day,929,197,21.21,,,2,,4,,1,1,,18,,,5,3,5,,,1,2,2,107,,2,8,2,1,1,,,1,2,,,,5,,24
9751,VBM,929,375,40.37,12,1,2,2,1,,4,7,4,30,5,,6,,7,1,1,,5,4,222,1,1,1,3,,1,,1,,2,1,,,,7,43
9752,Election_Day,704,164,23.3,2,,1,3,4,1,1,3,,11,,,4,1,,,1,1,1,,99,,,3,1,,,,1,,,,,,1,,25
9752,VBM,704,302,42.9,4,2,3,4,2,,2,8,,26,1,,,,11,,,1,2,1,179,,,7,2,,1,1,2,,5,1,1,4,,3,29
9753,Election_Day,727,148,20.36,2,1,1,,2,,2,,,15,,,2,,,1,1,,,4,93,,,,1,,,,,2,,,3,,,1,17
9753,VBM,727,283,38.93,9,1,1,1,8,1,,4,6,25,2,,,1,3,,1,,6,2,162,2,,2,2,,,,1,,8,,1,,1,8,25
9754,Election_Day,695,171,24.6,1,,3,1,2,1,,2,,9,,,2,,,,,,1,,125,,,3,3,,,,,1,,1,,,1,,15
9754,VBM,695,276,39.71,4,,3,3,,,2,4,1,32,1,1,3,1,6,,1,,1,1,183,2,,1,1,,1,,,1,,,,2,2,4,15
9755,Election_Day,578,136,23.53,2,,2,1,3,,1,1,1,16,,,2,,,,,,3,1,77,,1,3,,,,,1,2,1,,2,,,,16
9755,VBM,578,221,38.24,11,,2,,5,2,2,3,8,19,,,1,,2,,,1,2,3,136,,,3,2,,1,,1,,,,1,,,2,14
9756,Election_Day,867,161,18.57,3,,,,1,,3,3,,19,1,,1,,,1,1,,4,1,78,,1,3,3,,1,2,,2,,1,1,,2,,29
9756,VBM,867,300,34.6,15,2,3,,,,3,4,2,34,3,1,1,,2,,,4,5,,152,3,,1,2,,,,5,3,1,4,1,,2,1,46
9801,Election_Day,426,87,20.42,,,2,2,2,,1,,,6,,1,1,1,1,,,,,2,45,,,1,1,1,1,,2,1,1,2,,,,3,10
9801,VBM,426,147,34.51,4,2,1,1,4,,1,,3,15,,,3,,,1,,1,1,1,74,,,,1,,,,2,2,3,2,,,1,1,23
9900,Election_Day,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,VBM,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,Election_Day,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901,VBM,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,Election_Day,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902,VBM,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
