precinct,ballot_type,registered,ballots_cast,turnout,Yes,No,over_votes,under_votes
7847,VBM,888,328,36.94,250,49,,29
7848,Election_Day,860,246,28.6,181,41,,24
7848,VBM,860,351,40.81,272,49,,30
7849,Election_Day,920,290,31.52,232,41,,17
7849,VBM,920,326,35.43,259,45,,22
7851,Election_Day,502,114,22.71,76,31,,7
7851,VBM,502,230,45.82,167,47,1,15
7852,Election_Day,633,153,24.17,114,27,,12
7852,VBM,633,268,42.34,168,84,,16
7853,Election_Day,817,213,26.07,157,41,,15
7853,VBM,817,319,39.05,254,45,,20
7854,Election_Day,884,248,28.05,198,33,,17
7854,VBM,884,339,38.35,257,59,,23
7855,Election_Day,881,282,32.01,235,30,,17
7855,VBM,881,323,36.66,247,47,,29
7856,Election_Day,785,231,29.43,181,34,,16
7856,VBM,785,312,39.75,230,55,,27
7857,Election_Day,919,232,25.24,178,38,,16
7857,VBM,919,362,39.39,273,68,,21
7858,Election_Day,750,240,32,191,36,,13
7858,VBM,750,240,32,204,26,,10
7859,Election_Day,844,226,26.78,164,47,,15
7859,VBM,844,346,41,256,64,,26
7861,Election_Day,844,240,28.44,174,46,,20
7861,VBM,844,315,37.32,236,50,,29
7862,Election_Day,884,265,29.98,201,45,,19
7862,VBM,884,320,36.2,258,45,,17
7863,Election_Day,879,279,31.74,222,40,,17
7863,VBM,879,288,32.76,209,62,,17
7864,Election_Day,769,214,27.83,166,29,,19
7864,VBM,769,266,34.59,195,44,1,26
7865,Election_Day,814,258,31.7,192,47,,19
7865,VBM,814,300,36.86,225,51,,24
7866,Election_Day,786,196,24.94,141,42,,13
7866,VBM,786,361,45.93,230,103,1,27
7867,Election_Day,892,251,28.14,181,52,,18
7867,VBM,892,340,38.12,250,70,,20
7868,Election_Day,835,212,25.39,159,40,,13
7868,VBM,835,331,39.64,241,66,,24
7869,Election_Day,832,248,29.81,193,35,,20
7869,VBM,832,361,43.39,266,66,1,28
7871,Election_Day,863,253,29.32,198,34,,21
7871,VBM,863,355,41.14,266,63,,26
7872,Election_Day,876,284,32.42,199,59,,26
7872,VBM,876,345,39.38,264,60,,21
7873,Election_Day,847,249,29.4,207,27,,15
7873,VBM,847,345,40.73,265,49,,31
7874,Election_Day,461,127,27.55,92,19,,16
7874,VBM,461,167,36.23,114,38,,15
7875,Election_Day,580,108,18.62,85,11,,12
7875,VBM,580,219,37.76,151,42,,26
7901,Election_Day,1134,281,24.78,218,33,,30
7901,VBM,1134,312,27.51,252,36,1,23
7902,Election_Day,935,254,27.17,186,47,,21
7902,VBM,935,243,25.99,179,45,,19
7903,Election_Day,848,186,21.93,138,26,,22
7903,VBM,848,240,28.3,187,32,,21
7904,Election_Day,861,176,20.44,139,24,,13
7904,VBM,861,269,31.24,213,28,,28
7905,Election_Day,821,225,27.41,164,44,,17
7905,VBM,821,261,31.79,200,44,1,16
7906,Election_Day,778,229,29.43,184,25,,20
7906,VBM,778,234,30.08,179,37,,18
7907,Election_Day,925,258,27.89,209,29,,20
7907,VBM,925,289,31.24,224,39,,26
7908,Election_Day,935,249,26.63,183,47,,19
7908,VBM,935,271,28.98,206,42,,23
7909,Election_Day,735,217,29.52,164,32,,21
7909,VBM,735,204,27.76,166,31,,7
7911,Election_Day,849,238,28.03,181,37,,20
7911,VBM,849,277,32.63,191,59,,27
7912,Election_Day,1004,263,26.2,202,29,,32
7912,VBM,1004,306,30.48,241,37,,28
7913,Election_Day,890,293,32.92,232,37,,24
7913,VBM,890,252,28.31,198,41,,13
7914,Election_Day,859,265,30.85,201,37,,27
7914,VBM,859,270,31.43,207,44,,19
7915,Election_Day,784,239,30.48,179,40,,20
7915,VBM,784,195,24.87,152,32,1,10
7916,Election_Day,867,257,29.64,208,29,,20
7916,VBM,867,268,30.91,212,42,,14
7917,Election_Day,1003,296,29.51,248,25,,23
7917,VBM,1003,286,28.51,214,45,,27
7918,Election_Day,807,244,30.24,195,34,,15
7918,VBM,807,238,29.49,176,46,,16
7919,Election_Day,858,270,31.47,230,24,,16
7919,VBM,858,226,26.34,172,39,,15
7921,Election_Day,893,229,25.64,182,32,,15
7921,VBM,893,244,27.32,200,32,,12
7922,Election_Day,836,229,27.39,178,26,,25
7922,VBM,836,277,33.13,219,41,,17
7923,Election_Day,877,252,28.73,197,29,,26
7923,VBM,877,276,31.47,213,50,,13
7924,Election_Day,815,226,27.73,180,21,,25
7924,VBM,815,252,30.92,184,50,,18
7925,Election_Day,551,154,27.95,116,28,,10
7925,VBM,551,194,35.21,148,33,,13
7926,Election_Day,786,219,27.86,168,43,,8
7926,VBM,786,272,34.61,204,50,,18
7927,Election_Day,751,247,32.89,195,36,,16
7927,VBM,751,270,35.95,213,42,,15
7928,Election_Day,907,302,33.3,227,48,,27
7928,VBM,907,315,34.73,251,41,,23
7929,Election_Day,833,227,27.25,183,26,,18
7929,VBM,833,351,42.14,281,56,,14
7931,Election_Day,737,207,28.09,166,30,,11
7931,VBM,737,325,44.1,248,59,,18
7932,Election_Day,531,133,25.05,108,16,,9
7932,VBM,531,197,37.1,142,46,,9
7933,Election_Day,8,0,0,,,,
7933,VBM,8,6,75,5,1,,
7934,Election_Day,831,219,26.35,160,43,,16
7934,VBM,831,308,37.06,239,48,,21
7935,Election_Day,907,273,30.1,207,44,,22
7935,VBM,907,344,37.93,254,77,,13
7936,Election_Day,843,266,31.55,203,34,,29
7936,VBM,843,294,34.88,232,46,,16
7937,Election_Day,870,246,28.28,194,32,,20
7937,VBM,870,313,35.98,251,45,,17
7938,Election_Day,753,213,28.29,165,26,,22
7938,VBM,753,221,29.35,170,33,,18
7939,Election_Day,659,230,34.9,185,29,,16
7939,VBM,659,227,34.45,188,28,,11
7941,Election_Day,761,208,27.33,156,41,,11
7941,VBM,761,273,35.87,184,57,,32
7942,Election_Day,868,217,25,161,41,,15
7942,VBM,868,272,31.34,184,57,,31
7943,Election_Day,873,238,27.26,172,50,,16
7943,VBM,873,304,34.82,208,70,,26
7944,Election_Day,793,235,29.63,172,46,,17
7944,VBM,793,247,31.15,187,50,,10
7945,Election_Day,846,113,13.36,85,15,,13
7945,VBM,846,305,36.05,214,66,,25
7946,Election_Day,915,149,16.28,112,27,,10
7946,VBM,915,337,36.83,204,109,,24
7947,Election_Day,886,156,17.61,105,35,,16
7947,VBM,886,281,31.72,163,89,,29
7948,Election_Day,875,190,21.71,122,58,,10
7948,VBM,875,281,32.11,166,89,,26
7949,Election_Day,538,80,14.87,49,20,,11
7949,VBM,538,197,36.62,107,72,,18
7951,Election_Day,752,117,15.56,87,17,,13
7951,VBM,752,306,40.69,157,125,,24
7952,Election_Day,778,137,17.61,95,26,,16
7952,VBM,778,257,33.03,151,87,,19
7953,Election_Day,794,156,19.65,112,29,,15
7953,VBM,794,285,35.89,174,84,,27
7954,Election_Day,0,0,0,,,,
7954,VBM,0,1,0,,1,,
7955,Election_Day,831,143,17.21,89,42,,12
7955,VBM,831,281,33.81,161,97,,23
7956,Election_Day,712,99,13.9,68,27,,4
7956,VBM,712,255,35.81,156,83,,16
7957,Election_Day,624,109,17.47,73,32,,4
7957,VBM,624,202,32.37,130,52,,20
7958,Election_Day,266,10,3.76,5,3,,2
7958,VBM,266,112,42.11,66,36,,10
9001,Election_Day,234,5,2.14,4,,,1
9001,VBM,234,98,41.88,69,21,,8
9101,Election_Day,840,197,23.45,146,33,,18
9101,VBM,840,306,36.43,208,76,,22
9102,Election_Day,892,214,23.99,157,42,,15
9102,VBM,892,319,35.76,227,73,,19
9103,Election_Day,909,192,21.12,138,32,,22
9103,VBM,909,293,32.23,191,72,,30
9104,Election_Day,927,204,22.01,163,22,,19
9104,VBM,927,295,31.82,206,67,,22
9105,Election_Day,903,225,24.92,176,30,,19
9105,VBM,903,309,34.22,189,78,,42
9106,Election_Day,892,252,28.25,185,41,,26
9106,VBM,892,333,37.33,230,76,,27
9107,Election_Day,767,197,25.68,135,36,,26
9107,VBM,767,240,31.29,156,55,,29
9108,Election_Day,758,197,25.99,145,43,,9
9108,VBM,758,232,30.61,167,46,,19
9109,Election_Day,810,206,25.43,137,54,,15
9109,VBM,810,273,33.7,198,61,,14
9111,Election_Day,713,184,25.81,131,30,,23
9111,VBM,713,209,29.31,143,46,,20
9112,Election_Day,908,210,23.13,163,36,,11
9112,VBM,908,312,34.36,225,63,,24
9113,Election_Day,938,245,26.12,186,46,,13
9113,VBM,938,319,34.01,224,73,,22
9114,Election_Day,847,191,22.55,144,33,,14
9114,VBM,847,279,32.94,198,55,,26
9115,Election_Day,876,205,23.4,154,37,,14
9115,VBM,876,283,32.31,199,59,,25
9116,Election_Day,900,208,23.11,154,34,,20
9116,VBM,900,263,29.22,166,74,,23
9117,Election_Day,729,179,24.55,126,37,,16
9117,VBM,729,278,38.13,200,54,,24
9118,Election_Day,904,212,23.45,145,52,,15
9118,VBM,904,282,31.19,176,79,,27
9119,Election_Day,865,166,19.19,117,38,,11
9119,VBM,865,318,36.76,193,105,,20
9121,Election_Day,882,207,23.47,148,39,,20
9121,VBM,882,284,32.2,179,83,,22
9122,Election_Day,864,168,19.44,122,33,,13
9122,VBM,864,283,32.75,178,79,,26
9123,Election_Day,819,206,25.15,160,32,,14
9123,VBM,819,288,35.16,172,85,,31
9124,Election_Day,877,187,21.32,133,35,,19
9124,VBM,877,265,30.22,187,52,,26
9125,Election_Day,833,183,21.97,131,30,,22
9125,VBM,833,302,36.25,204,74,,24
9126,Election_Day,914,203,22.21,149,33,,21
9126,VBM,914,326,35.67,217,96,,13
9127,Election_Day,929,234,25.19,155,61,,18
9127,VBM,929,306,32.94,199,82,,25
9128,Election_Day,826,230,27.85,167,35,,28
9128,VBM,826,270,32.69,182,64,,24
9129,Election_Day,673,182,27.04,130,36,,16
9129,VBM,673,212,31.5,142,48,,22
9131,Election_Day,733,178,24.28,123,30,,25
9131,VBM,733,248,33.83,149,78,,21
9132,Election_Day,834,203,24.34,145,38,,20
9132,VBM,834,241,28.9,173,36,,32
9133,Election_Day,986,211,21.4,145,48,,18
9133,VBM,986,360,36.51,261,74,,25
9134,Election_Day,822,155,18.86,120,20,,15
9134,VBM,822,282,34.31,196,65,,21
9135,Election_Day,782,169,21.61,125,33,,11
9135,VBM,782,249,31.84,159,69,,21
9136,Election_Day,893,210,23.52,169,29,,12
9136,VBM,893,302,33.82,205,75,,22
9137,Election_Day,912,184,20.18,125,43,,16
9137,VBM,912,315,34.54,200,88,,27
9138,Election_Day,858,146,17.02,103,31,,12
9138,VBM,858,284,33.1,192,68,,24
9139,Election_Day,943,187,19.83,135,37,,15
9139,VBM,943,350,37.12,219,103,,28
9141,Election_Day,895,190,21.23,142,30,,18
9141,VBM,895,321,35.87,191,104,,26
9142,Election_Day,901,217,24.08,159,39,,19
9142,VBM,901,290,32.19,193,71,,26
9143,Election_Day,865,208,24.05,148,51,,9
9143,VBM,865,296,34.22,190,84,,22
9144,Election_Day,926,242,26.13,174,51,,17
9144,VBM,926,316,34.13,217,77,,22
9145,Election_Day,823,210,25.52,152,33,,25
9145,VBM,823,271,32.93,189,68,,14
9146,Election_Day,856,246,28.74,168,53,,25
9146,VBM,856,267,31.19,188,58,1,20
9147,Election_Day,894,233,26.06,176,36,,21
9147,VBM,894,289,32.33,201,70,,18
9148,Election_Day,943,272,28.84,197,47,,28
9148,VBM,943,295,31.28,210,61,,24
9149,Election_Day,893,236,26.43,176,42,,18
9149,VBM,893,292,32.7,202,75,,15
9151,Election_Day,775,155,20,125,23,,7
9151,VBM,775,266,34.32,187,58,,21
9152,Election_Day,724,106,14.64,88,7,,11
9152,VBM,724,158,21.82,117,27,,14
9201,Election_Day,903,240,26.58,198,26,,16
9201,VBM,903,262,29.01,204,34,,24
9202,Election_Day,871,221,25.37,178,26,,17
9202,VBM,871,239,27.44,179,46,,14
9203,Election_Day,903,174,19.27,115,35,,24
9203,VBM,903,290,32.12,184,81,,25
9204,Election_Day,753,166,22.05,111,35,,20
9204,VBM,753,226,30.01,151,57,,18
9205,Election_Day,665,137,20.6,98,26,,13
9205,VBM,665,219,32.93,155,42,,22
9206,Election_Day,879,155,17.63,96,48,,11
9206,VBM,879,301,34.24,171,92,,38
9207,Election_Day,858,177,20.63,114,41,,22
9207,VBM,858,242,28.21,164,56,,22
9208,Election_Day,869,183,21.06,132,31,,20
9208,VBM,869,226,26.01,150,55,,21
9209,Election_Day,658,157,23.86,118,24,,15
9209,VBM,658,182,27.66,123,44,,15
9211,Election_Day,777,162,20.85,126,22,,14
9211,VBM,777,201,25.87,132,46,,23
9212,Election_Day,762,159,20.87,114,28,,17
9212,VBM,762,211,27.69,140,54,,17
9213,Election_Day,870,172,19.77,124,24,,24
9213,VBM,870,257,29.54,167,67,,23
9214,Election_Day,565,110,19.47,68,26,,16
9214,VBM,565,194,34.34,127,51,,16
9215,Election_Day,604,134,22.19,95,24,,15
9215,VBM,604,196,32.45,132,42,,22
9216,Election_Day,712,159,22.33,119,24,,16
9216,VBM,712,170,23.88,115,38,,17
9217,Election_Day,682,148,21.7,111,25,,12
9217,VBM,682,199,29.18,143,42,,14
9218,Election_Day,743,136,18.3,99,20,,17
9218,VBM,743,214,28.8,145,49,,20
9219,Election_Day,719,182,25.31,134,26,,22
9219,VBM,719,177,24.62,122,35,,20
9221,Election_Day,611,133,21.77,96,23,,14
9221,VBM,611,259,42.39,167,72,,20
9222,Election_Day,802,151,18.83,109,27,,15
9222,VBM,802,302,37.66,219,63,,20
9223,Election_Day,591,93,15.74,73,14,,6
9223,VBM,591,210,35.53,154,36,,20
9224,Election_Day,898,182,20.27,121,38,,23
9224,VBM,898,288,32.07,200,68,,20
9225,Election_Day,866,192,22.17,132,34,,26
9225,VBM,866,237,27.37,160,55,,22
9226,Election_Day,822,169,20.56,124,28,,17
9226,VBM,822,274,33.33,177,65,,32
9227,Election_Day,709,153,21.58,103,33,,17
9227,VBM,709,287,40.48,188,82,,17
9228,Election_Day,687,164,23.87,117,34,,13
9228,VBM,687,273,39.74,168,81,,24
9229,Election_Day,576,135,23.44,103,25,,7
9229,VBM,576,229,39.76,178,41,,10
9231,Election_Day,961,281,29.24,218,39,,24
9231,VBM,961,308,32.05,241,46,,21
9232,Election_Day,706,181,25.64,130,30,,21
9232,VBM,706,240,33.99,172,51,,17
9233,Election_Day,748,166,22.19,131,19,,16
9233,VBM,748,280,37.43,192,73,,15
9234,Election_Day,708,141,19.92,106,23,,12
9234,VBM,708,264,37.29,178,61,,25
9235,Election_Day,825,195,23.64,138,38,,19
9235,VBM,825,284,34.42,199,68,,17
9236,Election_Day,637,144,22.61,101,29,,14
9236,VBM,637,225,35.32,176,30,1,18
9237,Election_Day,846,167,19.74,118,28,,21
9237,VBM,846,294,34.75,201,72,,21
9238,Election_Day,778,148,19.02,117,18,,13
9238,VBM,778,297,38.17,191,75,,31
9239,Election_Day,811,154,18.99,110,27,,17
9239,VBM,811,301,37.11,200,77,,24
9241,Election_Day,903,197,21.82,132,40,,25
9241,VBM,903,281,31.12,203,52,,26
9242,Election_Day,864,192,22.22,143,34,,15
9242,VBM,864,274,31.71,193,62,,19
9243,Election_Day,567,139,24.51,100,18,,21
9243,VBM,567,193,34.04,136,37,,20
9244,Election_Day,828,191,23.07,145,24,,22
9244,VBM,828,252,30.43,192,43,,17
9245,Election_Day,665,157,23.61,119,21,,17
9245,VBM,665,218,32.78,159,41,,18
9246,Election_Day,861,196,22.76,138,37,,21
9246,VBM,861,294,34.15,198,60,,36
9247,Election_Day,887,202,22.77,154,32,,16
9247,VBM,887,312,35.17,224,63,,25
9248,Election_Day,834,181,21.7,125,38,,18
9248,VBM,834,286,34.29,211,51,,24
9249,Election_Day,857,219,25.55,158,38,,23
9249,VBM,857,278,32.44,210,49,,19
9251,Election_Day,882,220,24.94,175,27,,18
9251,VBM,882,312,35.37,205,76,,31
9252,Election_Day,861,170,19.74,121,34,,15
9252,VBM,861,351,40.77,243,82,,26
9253,Election_Day,741,168,22.67,122,25,,21
9253,VBM,741,231,31.17,153,43,,35
9254,Election_Day,860,203,23.6,151,29,,23
9254,VBM,860,311,36.16,205,80,,26
9255,Election_Day,513,134,26.12,89,25,,20
9255,VBM,513,156,30.41,110,32,,14
9256,Election_Day,371,83,22.37,54,13,,16
9256,VBM,371,101,27.22,77,20,,4
9257,Election_Day,284,14,4.93,13,,,1
9257,VBM,284,156,54.93,124,24,,8
9258,Election_Day,659,130,19.73,107,18,,5
9258,VBM,659,246,37.33,184,54,,8
9401,Election_Day,909,253,27.83,199,26,,28
9401,VBM,909,262,28.82,192,53,,17
9402,Election_Day,954,243,25.47,196,28,,19
9402,VBM,954,311,32.6,197,92,,22
9403,Election_Day,862,185,21.46,139,35,,11
9403,VBM,862,291,33.76,177,93,,21
9404,Election_Day,849,171,20.14,114,40,,17
9404,VBM,849,252,29.68,154,82,,16
9405,Election_Day,765,186,24.31,122,44,,20
9405,VBM,765,255,33.33,155,81,,19
9406,Election_Day,862,200,23.2,137,40,,23
9406,VBM,862,263,30.51,173,73,,17
9407,Election_Day,851,211,24.79,149,37,,25
9407,VBM,851,256,30.08,171,63,,22
9408,Election_Day,805,214,26.58,157,37,,20
9408,VBM,805,244,30.31,178,44,,22
9409,Election_Day,574,168,29.27,141,18,,9
9409,VBM,574,175,30.49,125,34,,16
9411,Election_Day,987,256,25.94,187,32,,37
9411,VBM,987,293,29.69,228,43,1,21
9412,Election_Day,838,213,25.42,150,48,,15
9412,VBM,838,261,31.15,152,89,,20
9413,Election_Day,871,191,21.93,129,39,,23
9413,VBM,871,292,33.52,178,96,,18
9414,Election_Day,837,175,20.91,119,32,,24
9414,VBM,837,336,40.14,208,95,,33
9415,Election_Day,764,145,18.98,105,29,,11
9415,VBM,764,259,33.9,159,82,,18
9416,Election_Day,947,225,23.76,170,36,,19
9416,VBM,947,302,31.89,180,90,1,31
9417,Election_Day,709,137,19.32,91,31,,15
9417,VBM,709,235,33.15,137,78,,20
9418,Election_Day,761,160,21.02,96,50,,14
9418,VBM,761,243,31.93,144,78,,21
9419,Election_Day,841,142,16.88,100,36,,6
9419,VBM,841,307,36.5,182,99,,26
9421,Election_Day,876,145,16.55,99,24,,22
9421,VBM,876,312,35.62,183,117,,12
9422,Election_Day,1001,240,23.98,159,68,,13
9422,VBM,1001,317,31.67,201,88,1,27
9423,Election_Day,850,162,19.06,124,29,,9
9423,VBM,850,288,33.88,196,66,,26
9424,Election_Day,902,165,18.29,107,42,,16
9424,VBM,902,295,32.71,177,99,,19
9425,Election_Day,880,155,17.61,99,34,,22
9425,VBM,880,287,32.61,175,85,,27
9426,Election_Day,766,128,16.71,86,29,,13
9426,VBM,766,248,32.38,135,96,,17
9427,Election_Day,886,143,16.14,81,42,,20
9427,VBM,886,300,33.86,161,122,,17
9428,Election_Day,890,133,14.94,94,26,,13
9428,VBM,890,325,36.52,191,109,,25
9429,Election_Day,848,197,23.23,123,59,,15
9429,VBM,848,253,29.83,145,94,1,13
9431,Election_Day,941,172,18.28,112,48,,12
9431,VBM,941,348,36.98,178,137,1,32
9432,Election_Day,855,183,21.4,110,56,,17
9432,VBM,855,271,31.7,149,93,,29
9433,Election_Day,882,166,18.82,104,46,,16
9433,VBM,882,307,34.81,182,111,,14
9434,Election_Day,944,208,22.03,134,50,,24
9434,VBM,944,320,33.9,194,100,,26
9435,Election_Day,909,201,22.11,133,47,,21
9435,VBM,909,305,33.55,176,109,,20
9436,Election_Day,951,178,18.72,117,42,,19
9436,VBM,951,320,33.65,190,113,,17
9437,Election_Day,878,174,19.82,107,51,,16
9437,VBM,878,298,33.94,153,123,,22
9438,Election_Day,917,161,17.56,102,47,,12
9438,VBM,917,325,35.44,188,111,,26
9439,Election_Day,836,156,18.66,98,39,,19
9439,VBM,836,283,33.85,165,101,,17
9441,Election_Day,944,185,19.6,123,47,,15
9441,VBM,944,322,34.11,189,112,,21
9442,Election_Day,935,218,23.32,181,22,,15
9442,VBM,935,308,32.94,194,93,,21
9443,Election_Day,867,195,22.49,138,39,,18
9443,VBM,867,266,30.68,173,81,,12
9444,Election_Day,877,125,14.25,89,28,,8
9444,VBM,877,295,33.64,173,93,,29
9445,Election_Day,918,192,20.92,134,46,,12
9445,VBM,918,329,35.84,196,110,,23
9446,Election_Day,995,210,21.11,136,61,,13
9446,VBM,995,369,37.09,203,134,,32
9447,Election_Day,892,169,18.95,134,27,,8
9447,VBM,892,317,35.54,190,101,,26
9448,Election_Day,855,155,18.13,109,32,,14
9448,VBM,855,296,34.62,174,104,1,17
9449,Election_Day,763,111,14.55,78,26,,7
9449,VBM,763,276,36.17,136,123,,17
9451,Election_Day,402,85,21.14,53,25,,7
9451,VBM,402,156,38.81,83,64,,9
9452,Election_Day,765,206,26.93,123,62,,21
9452,VBM,765,258,33.73,135,102,1,20
9453,Election_Day,454,90,19.82,65,19,,6
9453,VBM,454,168,37,100,56,,12
9501,Election_Day,141,2,1.42,2,,,
9501,VBM,141,74,52.48,50,16,,8
9502,Election_Day,201,7,3.48,5,2,,
9502,VBM,201,120,59.7,87,21,,12
9503/9504,Election_Day,673,125,18.57,107,12,,6
9503/9504,VBM,673,210,31.2,161,37,,12
9505,Election_Day,738,149,20.19,116,15,,18
9505,VBM,738,223,30.22,159,46,,18
9506,Election_Day,734,160,21.8,128,19,,13
9506,VBM,734,183,24.93,144,26,,13
9507,Election_Day,731,180,24.62,149,17,,14
9507,VBM,731,258,35.29,207,35,,16
9508,Election_Day,797,229,28.73,189,19,,21
9508,VBM,797,233,29.23,176,34,,23
9509,Election_Day,671,182,27.12,140,28,,14
9509,VBM,671,213,31.74,156,36,,21
9511,Election_Day,592,165,27.87,129,26,,10
9511,VBM,592,169,28.55,124,32,,13
9512,Election_Day,776,192,24.74,151,21,,20
9512,VBM,776,259,33.38,209,35,,15
9513,Election_Day,849,204,24.03,156,24,,24
9513,VBM,849,243,28.62,193,24,,26
9514/9522,Election_Day,890,265,29.78,201,40,,24
9514/9522,VBM,890,284,31.91,211,48,,25
9515,Election_Day,694,222,31.99,170,38,,14
9515,VBM,694,224,32.28,143,61,,20
9516,Election_Day,855,225,26.32,155,46,,24
9516,VBM,855,282,32.98,205,55,,22
9517,Election_Day,786,215,27.35,163,25,,27
9517,VBM,786,271,34.48,197,46,,28
9518,Election_Day,750,213,28.4,168,31,,14
9518,VBM,750,251,33.47,192,38,,21
9519,Election_Day,859,251,29.22,180,46,,25
9519,VBM,859,277,32.25,207,47,,23
9521,Election_Day,860,275,31.98,224,32,,19
9521,VBM,860,280,32.56,218,39,,23
9701,Election_Day,642,194,30.22,151,27,,16
9701,VBM,642,213,33.18,150,52,,11
9702,Election_Day,723,220,30.43,174,25,,21
9702,VBM,723,221,30.57,154,50,,17
9703,Election_Day,917,197,21.48,130,54,,13
9703,VBM,917,318,34.68,194,99,,25
9704,Election_Day,902,228,25.28,147,57,,24
9704,VBM,902,317,35.14,203,88,,26
9705,Election_Day,859,269,31.32,206,43,,20
9705,VBM,859,285,33.18,202,66,,17
9706,Election_Day,52,1,1.92,,1,,
9706,VBM,52,39,75,29,5,,5
9707,Election_Day,741,146,19.7,94,41,,11
9707,VBM,741,283,38.19,173,92,,18
9708,Election_Day,876,225,25.68,162,41,,22
9708,VBM,876,307,35.05,227,51,1,28
9709,Election_Day,942,203,21.55,141,41,,21
9709,VBM,942,333,35.35,219,98,,16
9711,Election_Day,621,162,26.09,104,47,,11
9711,VBM,621,267,43,175,77,,15
9712,Election_Day,621,147,23.67,109,31,,7
9712,VBM,621,265,42.67,172,74,,19
9713,Election_Day,913,170,18.62,112,45,,13
9713,VBM,913,347,38.01,212,113,,22
9714,Election_Day,898,187,20.82,122,56,,9
9714,VBM,898,372,41.43,231,111,1,29
9715,Election_Day,557,174,31.24,124,37,,13
9715,VBM,557,191,34.29,119,54,,18
9716,Election_Day,914,194,21.23,129,46,,19
9716,VBM,914,325,35.56,213,93,,19
9717,Election_Day,942,217,23.04,135,65,,17
9717,VBM,942,339,35.99,212,104,,23
9718,Election_Day,819,195,23.81,120,61,,14
9718,VBM,819,356,43.47,230,112,,14
9719,Election_Day,852,216,25.35,144,55,,17
9719,VBM,852,349,40.96,223,104,,22
9721,Election_Day,628,176,28.03,117,50,,9
9721,VBM,628,230,36.62,134,80,,16
9722,Election_Day,608,109,17.93,65,38,,6
9722,VBM,608,264,43.42,170,72,,22
9723,Election_Day,435,58,13.33,38,17,,3
9723,VBM,435,200,45.98,100,89,,11
9724,Election_Day,903,159,17.61,89,59,,11
9724,VBM,903,349,38.65,171,156,1,21
9725,Election_Day,937,156,16.65,88,54,,14
9725,VBM,937,337,35.97,194,120,,23
9726,Election_Day,676,133,19.67,105,16,,12
9726,VBM,676,175,25.89,124,32,,19
9727,Election_Day,419,70,16.71,38,27,,5
9727,VBM,419,185,44.15,107,68,,10
9728,Election_Day,899,190,21.13,121,56,,13
9728,VBM,899,362,40.27,219,120,,23
9729,Election_Day,766,155,20.23,99,45,,11
9729,VBM,766,320,41.78,205,99,,16
9731,Election_Day,506,148,29.25,91,43,,14
9731,VBM,506,182,35.97,89,79,,14
9732,Election_Day,74,4,5.41,3,1,,
9732,VBM,74,52,70.27,25,23,,4
9733,Election_Day,209,5,2.39,3,1,,1
9733,VBM,209,143,68.42,107,29,,7
9734,Election_Day,580,133,22.93,89,37,,7
9734,VBM,580,237,40.86,145,76,,16
9735,Election_Day,763,159,20.84,107,31,,21
9735,VBM,763,329,43.12,189,113,,27
9736,Election_Day,687,156,22.71,101,45,,10
9736,VBM,687,289,42.07,185,77,,27
9737,Election_Day,756,177,23.41,132,29,,16
9737,VBM,756,348,46.03,210,109,,29
9738,Election_Day,769,167,21.72,118,33,,16
9738,VBM,769,245,31.86,165,50,,30
9739,Election_Day,806,166,20.6,142,15,,9
9739,VBM,806,202,25.06,157,34,,11
9741,Election_Day,765,53,6.93,46,1,,6
9741,VBM,765,49,6.41,34,8,,7
9742,Election_Day,603,120,19.9,75,30,1,14
9742,VBM,603,185,30.68,103,66,,16
9743,Election_Day,986,217,22.01,178,20,,19
9743,VBM,986,331,33.57,251,52,,28
9744,Election_Day,877,191,21.78,152,23,,16
9744,VBM,877,228,26,183,31,,14
9745,Election_Day,969,184,18.99,129,31,,24
9745,VBM,969,235,24.25,174,40,,21
9746,Election_Day,872,200,22.94,127,60,,13
9746,VBM,872,338,38.76,232,93,,13
9747,Election_Day,917,215,23.45,152,41,,22
9747,VBM,917,332,36.21,221,82,,29
9748,Election_Day,937,195,20.81,139,45,,11
9748,VBM,937,342,36.5,210,111,,21
9749,Election_Day,865,173,20,114,48,,11
9749,VBM,865,238,27.51,144,79,,15
9751,Election_Day,929,197,21.21,138,47,,12
9751,VBM,929,370,39.83,239,115,,16
9752,Election_Day,704,163,23.15,106,44,,13
9752,VBM,704,299,42.47,198,78,,23
9753,Election_Day,727,148,20.36,104,35,,9
9753,VBM,727,282,38.79,175,87,,20
9754,Election_Day,695,170,24.46,123,38,,9
9754,VBM,695,271,38.99,186,72,,13
9755,Election_Day,578,134,23.18,95,28,,11
9755,VBM,578,221,38.24,142,68,,11
9756,Election_Day,867,160,18.45,109,34,,17
9756,VBM,867,288,33.22,176,98,,14
9801,Election_Day,426,86,20.19,53,22,,11
9801,VBM,426,147,34.51,89,44,,14
9900,Election_Day,0,0,0,,,,
9900,VBM,0,0,0,,,,
9901,Election_Day,0,0,0,,,,
9901,VBM,0,0,0,,,,
9902,Election_Day,0,0,0,,,,
9902,VBM,0,0,0,,,,
