precinct,ballot_type,registered,ballots_cast,turnout,RICHARD_W._STONE,JOHN-MARC_CHANDONIA,BARRY_HERMANSON,MIKE_MURPHY,WRITE-IN,over_votes,under_votes
7833,VBM,11,2,18.18,,,1,,,,11
7834,Election_Day,22,6,27.27,,,2,,,,34
7834,VBM,22,4,18.18,1,1,2,1,,,19
7835,Election_Day,8,2,25,,,,,,,12
7835,VBM,8,5,62.5,,1,5,1,,,23
7836,Election_Day,6,1,16.67,,1,,1,,,4
7836,VBM,6,2,33.33,1,1,1,1,,,8
7837,Election_Day,10,3,30,2,1,2,1,,,12
7837,VBM,10,5,50,2,3,3,3,,,19
7838,Election_Day,14,4,28.57,1,,1,,,,22
7838,VBM,14,3,21.43,1,2,,,,,15
7839,Election_Day,8,3,37.5,,,,,,,18
7839,VBM,8,3,37.5,,,,,,,18
7841,Election_Day,15,6,40,,,2,,,,34
7841,VBM,15,3,20,,,,1,,,17
7842,Election_Day,19,8,42.11,4,3,4,4,,,33
7842,VBM,19,1,5.26,,,,,,,6
7843,Election_Day,12,3,25,2,,,,,,16
7843,VBM,12,0,0,,,,,,,
7844,Election_Day,6,1,16.67,,1,,,,,5
7844,VBM,6,2,33.33,,,1,,,,11
7845,Election_Day,12,5,41.67,,,,,,,30
7845,VBM,12,5,41.67,4,3,3,3,,,17
7846,Election_Day,4,0,0,,,,,,,
7846,VBM,4,2,50,2,2,2,2,,,4
7847,Election_Day,13,3,23.08,,1,,2,,,15
7847,VBM,13,4,30.77,,,1,1,1,,21
7848,Election_Day,10,4,40,,,,,,,24
7848,VBM,10,2,20,,,,,,,12
7849,Election_Day,15,5,33.33,,1,1,1,,,27
7849,VBM,15,5,33.33,,,,1,,,29
7851,Election_Day,2,2,100,,1,,1,,,10
7851,VBM,2,0,0,,,,,,,
7852,Election_Day,6,0,0,,,,,,,
7852,VBM,6,3,50,1,2,2,2,,,11
7853,Election_Day,2,1,50,,,1,,,,5
7853,VBM,2,1,50,,,,1,,,5
7854,Election_Day,6,0,0,,,,,,,
7854,VBM,6,5,83.33,2,1,2,2,,,23
7855,Election_Day,4,1,25,1,1,1,1,,,2
7855,VBM,4,2,50,,,,,,,12
7856,Election_Day,4,1,25,,,,1,,,5
7856,VBM,4,0,0,,,,,,,
7857,Election_Day,14,5,35.71,,,2,1,,,27
7857,VBM,14,5,35.71,1,1,3,1,,,24
7858,Election_Day,14,6,42.86,1,1,2,2,,,30
7858,VBM,14,5,35.71,,,1,1,,,28
7859,Election_Day,7,2,28.57,1,1,1,1,,,8
7859,VBM,7,2,28.57,1,1,2,1,,,7
7861,Election_Day,9,2,22.22,,,,,,,12
7861,VBM,9,2,22.22,,2,,2,,,8
7862,Election_Day,9,5,55.56,,1,2,1,,,26
7862,VBM,9,2,22.22,,,,,,,12
7863,Election_Day,13,4,30.77,,1,1,,,,22
7863,VBM,13,5,38.46,1,1,3,1,,,24
7864,Election_Day,7,0,0,,,,,,,
7864,VBM,7,2,28.57,,,,,,,12
7865,Election_Day,8,2,25,,,1,,,,11
7865,VBM,8,4,50,,1,1,,,,22
7866,Election_Day,6,1,16.67,,,1,,,,5
7866,VBM,6,2,33.33,1,1,2,1,,,7
7867,Election_Day,11,4,36.36,,1,,1,,,22
7867,VBM,11,2,18.18,1,2,1,1,,,7
7868,Election_Day,15,6,40,2,2,2,2,,,28
7868,VBM,15,5,33.33,,,2,3,,,25
7869,Election_Day,11,1,9.09,,,,,,,6
7869,VBM,11,5,45.45,,,1,3,,,26
7871,Election_Day,10,3,30,,,1,,,,17
7871,VBM,10,4,40,1,,2,,,,21
7872,Election_Day,9,4,44.44,1,1,2,1,,,19
7872,VBM,9,2,22.22,1,1,1,1,,,8
7873,Election_Day,10,2,20,,,,1,,,11
7873,VBM,10,3,30,,,3,,,,15
7874,Election_Day,5,1,20,,,1,,,,5
7874,VBM,5,3,60,1,1,,1,,,15
7875,Election_Day,10,6,60,3,2,3,4,,,24
7875,VBM,10,0,0,,,,,,,
7901,Election_Day,17,1,5.88,1,1,1,1,,,2
7901,VBM,17,4,23.53,2,2,2,1,,,17
7902,Election_Day,20,2,10,,,,,,,12
7902,VBM,20,2,10,,,,,1,,11
7903,Election_Day,9,2,22.22,1,,,,1,,10
7903,VBM,9,4,44.44,1,2,2,2,2,,15
7904,Election_Day,12,2,16.67,,,,,,,12
7904,VBM,12,5,41.67,2,3,2,2,,,21
7905,Election_Day,18,7,38.89,,,1,1,,,40
7905,VBM,18,2,11.11,,,,1,,,11
7906,Election_Day,6,2,33.33,,,,1,,,11
7906,VBM,6,1,16.67,,,,,,,6
7907,Election_Day,17,9,52.94,,,1,1,,,52
7907,VBM,17,0,0,,,,,,,
7908,Election_Day,14,0,0,,,,,,,
7908,VBM,14,4,28.57,,1,1,1,,,21
7909,Election_Day,11,3,27.27,,,1,1,,,16
7909,VBM,11,0,0,,,,,,,
7911,Election_Day,13,3,23.08,,,,1,,,17
7911,VBM,13,5,38.46,2,3,3,2,,,20
7912,Election_Day,23,6,26.09,,1,,2,,,33
7912,VBM,23,4,17.39,2,1,2,1,,,18
7913,Election_Day,24,4,16.67,1,,2,,6,,15
7913,VBM,24,6,25,4,3,4,4,,,21
7914,Election_Day,12,5,41.67,,,,1,,,29
7914,VBM,12,1,8.33,1,1,1,1,,,2
7915,Election_Day,14,8,57.14,,,1,1,,,46
7915,VBM,14,2,14.29,,1,,,,,11
7916,Election_Day,17,2,11.76,,,,,,,12
7916,VBM,17,6,35.29,1,1,1,2,,,31
7917,Election_Day,19,4,21.05,1,1,3,1,,,18
7917,VBM,19,3,15.79,1,,,1,,,16
7918,Election_Day,16,3,18.75,,1,,,,,17
7918,VBM,16,4,25,1,1,3,1,,,18
7919,Election_Day,14,2,14.29,,1,,,,,11
7919,VBM,14,3,21.43,,,2,,,,16
7921,Election_Day,8,1,12.5,,,,,,,6
7921,VBM,8,2,25,,,1,1,,,10
7922,Election_Day,23,4,17.39,1,1,2,1,,,19
7922,VBM,23,1,4.35,,,,,1,,5
7923,Election_Day,16,6,37.5,2,2,2,2,,,28
7923,VBM,16,2,12.5,1,1,1,1,,,8
7924,Election_Day,14,3,21.43,,,1,1,,,16
7924,VBM,14,2,14.29,1,,1,1,,,9
7925,Election_Day,8,3,37.5,2,2,2,2,,,10
7925,VBM,8,4,50,1,1,4,1,,,17
7926,Election_Day,10,3,30,,,,,,,18
7926,VBM,10,3,30,2,3,1,2,,,10
7927,Election_Day,8,4,50,,,,,,,24
7927,VBM,8,2,25,,,,,,,12
7928,Election_Day,18,3,16.67,1,1,2,1,,,13
7928,VBM,18,4,22.22,,,,2,,,22
7929,Election_Day,10,3,30,,1,,1,,,16
7929,VBM,10,4,40,,1,2,,,,21
7931,Election_Day,9,1,11.11,,1,,,,,5
7931,VBM,9,0,0,,,,,,,
7932,Election_Day,8,1,12.5,,,1,,,,5
7932,VBM,8,2,25,,,,,,,12
7933,Election_Day,0,0,0,,,,,,,
7933,VBM,0,0,0,,,,,,,
7934,Election_Day,14,3,21.43,,1,1,3,,,13
7934,VBM,14,3,21.43,,,,1,6,,11
7935,Election_Day,22,5,22.73,,,1,1,,,28
7935,VBM,22,7,31.82,2,2,4,1,,,33
7936,Election_Day,12,3,25,,,1,1,,,16
7936,VBM,12,0,0,,,,,,,
7937,Election_Day,19,7,36.84,,1,,1,,,40
7937,VBM,19,6,31.58,4,3,4,3,,,22
7938,Election_Day,15,5,33.33,,1,2,,,,27
7938,VBM,15,3,20,2,2,3,2,,,9
7939,Election_Day,9,3,33.33,2,,1,,,,15
7939,VBM,9,2,22.22,,,,,,,12
7941,Election_Day,11,2,18.18,,,,,1,,11
7941,VBM,11,4,36.36,,,1,1,6,,16
7942,Election_Day,9,2,22.22,,,1,1,,,10
7942,VBM,9,2,22.22,1,2,1,1,,,7
7943,Election_Day,11,4,36.36,1,1,2,1,,,19
7943,VBM,11,1,9.09,,,1,,,,5
7944,Election_Day,17,2,11.76,,,,,,,12
7944,VBM,17,5,29.41,,1,,2,,,27
7945,Election_Day,10,2,20,1,1,1,1,,,8
7945,VBM,10,4,40,1,1,1,3,,,18
7946,Election_Day,6,2,33.33,,,1,,,,11
7946,VBM,6,1,16.67,,,1,,,,5
7947,Election_Day,3,1,33.33,,,,,,,6
7947,VBM,3,0,0,,,,,,,
7948,Election_Day,5,1,20,,,,,,,6
7948,VBM,5,1,20,,,1,,,,5
7949,Election_Day,3,1,33.33,,,1,1,,,4
7949,VBM,3,1,33.33,,,,,,,6
7951,Election_Day,3,0,0,,,,,,,
7951,VBM,3,0,0,,,,,,,
7952,Election_Day,5,2,40,,,,1,,,11
7952,VBM,5,2,40,,,,,,,12
7953,Election_Day,3,1,33.33,,1,1,,,,4
7953,VBM,3,0,0,,,,,,,
7954,Election_Day,0,0,0,,,,,,,
7954,VBM,0,0,0,,,,,,,
7955,Election_Day,1,0,0,,,,,,,
7955,VBM,1,0,0,,,,,,,
7956,Election_Day,3,0,0,,,,,,,
7956,VBM,3,0,0,,,,,,,
7957,Election_Day,7,0,0,,,,,,,
7957,VBM,7,1,14.29,,,,1,,,5
7958,Election_Day,1,0,0,,,,,,,
7958,VBM,1,0,0,,,,,,,
9001,Election_Day,0,0,0,,,,,,,
9001,VBM,0,0,0,,,,,,,
9101,Election_Day,9,2,22.22,,,,1,,,11
9101,VBM,9,3,33.33,1,1,1,1,2,,12
9102,Election_Day,8,2,25,,,1,,,,11
9102,VBM,8,1,12.5,,,,,,,6
9103,Election_Day,3,0,0,,,,,,,
9103,VBM,3,0,0,,,,,,,
9104,Election_Day,6,3,50,,,1,1,,,16
9104,VBM,6,1,16.67,1,1,1,1,,,2
9105,Election_Day,2,0,0,,,,,,,
9105,VBM,2,1,50,,,1,,,,5
9106,Election_Day,5,3,60,,,2,,,,16
9106,VBM,5,2,40,,,2,,,,10
9107,Election_Day,4,1,25,1,1,1,1,,,2
9107,VBM,4,1,25,1,1,1,1,,,2
9108,Election_Day,7,1,14.29,,,,,,,6
9108,VBM,7,1,14.29,,1,,,,,5
9109,Election_Day,13,1,7.69,1,,,,,,5
9109,VBM,13,2,15.38,,,,,,,12
9111,Election_Day,2,1,50,,,,,,,6
9111,VBM,2,1,50,,,1,,,,5
9112,Election_Day,10,2,20,,,,,,,12
9112,VBM,10,5,50,,,2,,,,28
9113,Election_Day,9,2,22.22,,,2,,,,10
9113,VBM,9,2,22.22,,,,,2,,10
9114,Election_Day,10,1,10,,,,1,,,5
9114,VBM,10,2,20,,1,1,,,,10
9115,Election_Day,9,3,33.33,1,1,2,2,1,,11
9115,VBM,9,2,22.22,,,,,,,12
9116,Election_Day,7,2,28.57,1,,2,,,,9
9116,VBM,7,2,28.57,1,1,1,1,,,8
9117,Election_Day,4,0,0,,,,,,,
9117,VBM,4,3,75,,1,1,,5,,11
9118,Election_Day,11,1,9.09,,,,,,,6
9118,VBM,11,2,18.18,,1,1,1,,,9
9119,Election_Day,12,5,41.67,1,2,1,3,,,23
9119,VBM,12,3,25,,,3,,,,15
9121,Election_Day,5,1,20,,,,,,,6
9121,VBM,5,1,20,,,1,,,,5
9122,Election_Day,5,4,80,,1,,,,,23
9122,VBM,5,1,20,,,,1,,,5
9123,Election_Day,2,1,50,,,,1,,,5
9123,VBM,2,0,0,,,,,,,
9124,Election_Day,11,4,36.36,,1,1,2,,,20
9124,VBM,11,0,0,,,,,,,
9125,Election_Day,9,5,55.56,1,4,3,3,1,,18
9125,VBM,9,1,11.11,1,1,1,1,,,2
9126,Election_Day,10,1,10,,,,,,,6
9126,VBM,10,2,20,,,1,,,,11
9127,Election_Day,9,3,33.33,,1,1,,,,16
9127,VBM,9,0,0,,,,,,,
9128,Election_Day,4,0,0,,,,,,,
9128,VBM,4,1,25,,,,,,,6
9129,Election_Day,3,1,33.33,,,,,,,6
9129,VBM,3,2,66.67,,,,1,,,11
9131,Election_Day,3,1,33.33,,,,,,,6
9131,VBM,3,2,66.67,,,1,,,,11
9132,Election_Day,6,0,0,,,,,,,
9132,VBM,6,2,33.33,,1,,2,,,9
9133,Election_Day,6,1,16.67,,,,,,,6
9133,VBM,6,2,33.33,,,2,,,,10
9134,Election_Day,4,0,0,,,,,,,
9134,VBM,4,2,50,,,1,1,1,,9
9135,Election_Day,6,1,16.67,,,,,,,6
9135,VBM,6,0,0,,,,,,,
9136,Election_Day,10,5,50,,1,1,,,,28
9136,VBM,10,1,10,1,,,,,,5
9137,Election_Day,6,1,16.67,1,,,,,,5
9137,VBM,6,3,50,,,,1,,,17
9138,Election_Day,7,2,28.57,,,2,,,,10
9138,VBM,7,0,0,,,,,,,
9139,Election_Day,8,2,25,,,1,,,,11
9139,VBM,8,1,12.5,,,1,,,,5
9141,Election_Day,10,2,20,,,,1,,,11
9141,VBM,10,2,20,,,,2,,,10
9142,Election_Day,11,5,45.45,1,,2,1,,,26
9142,VBM,11,2,18.18,,,1,,,,11
9143,Election_Day,8,1,12.5,,,1,,,,5
9143,VBM,8,6,75,1,1,1,2,,,31
9144,Election_Day,16,0,0,,,,,,,
9144,VBM,16,7,43.75,2,1,5,3,,,31
9145,Election_Day,10,3,30,1,,,,,,17
9145,VBM,10,0,0,,,,,,,
9146,Election_Day,15,5,33.33,,,1,,,,29
9146,VBM,15,5,33.33,1,2,,1,,,26
9147,Election_Day,10,2,20,,,1,,,,11
9147,VBM,10,2,20,,,1,,,,11
9148,Election_Day,6,1,16.67,,,,1,,,5
9148,VBM,6,2,33.33,,,1,,,,11
9149,Election_Day,13,3,23.08,,1,,1,,,16
9149,VBM,13,2,15.38,1,,2,1,,,8
9151,Election_Day,10,3,30,,1,,1,,,16
9151,VBM,10,2,20,1,1,1,2,,,7
9152,Election_Day,7,0,0,,,,,,,
9152,VBM,7,0,0,,,,,,,
9201,Election_Day,11,3,27.27,,,,1,,,17
9201,VBM,11,2,18.18,1,1,1,1,,,8
9202,Election_Day,3,1,33.33,,,,1,,,5
9202,VBM,3,1,33.33,,,1,,,,5
9203,Election_Day,5,4,80,,,,1,,,23
9203,VBM,5,0,0,,,,,,,
9204,Election_Day,3,1,33.33,,,,,,,6
9204,VBM,3,1,33.33,,,1,,,,5
9205,Election_Day,2,0,0,,,,,,,
9205,VBM,2,1,50,,,,,,,6
9206,Election_Day,2,0,0,,,,,,,
9206,VBM,2,1,50,,,1,,,,5
9207,Election_Day,3,0,0,,,,,,,
9207,VBM,3,0,0,,,,,,,
9208,Election_Day,1,0,0,,,,,,,
9208,VBM,1,0,0,,,,,,,
9209,Election_Day,5,3,60,,,,,,,18
9209,VBM,5,1,20,1,,,,,,5
9211,Election_Day,4,0,0,,,,,,,
9211,VBM,4,0,0,,,,,,,
9212,Election_Day,3,2,66.67,,1,,1,,,10
9212,VBM,3,0,0,,,,,,,
9213,Election_Day,7,3,42.86,,1,,1,,,16
9213,VBM,7,2,28.57,,1,1,,,,10
9214,Election_Day,2,0,0,,,,,,,
9214,VBM,2,0,0,,,,,,,
9215,Election_Day,1,0,0,,,,,,,
9215,VBM,1,0,0,,,,,,,
9216,Election_Day,2,0,0,,,,,,,
9216,VBM,2,1,50,,,1,,,,5
9217,Election_Day,2,0,0,,,,,,,
9217,VBM,2,1,50,,,1,,,,5
9218,Election_Day,0,0,0,,,,,,,
9218,VBM,0,0,0,,,,,,,
9219,Election_Day,4,2,50,1,1,1,1,,,8
9219,VBM,4,0,0,,,,,,,
9221,Election_Day,0,0,0,,,,,,,
9221,VBM,0,0,0,,,,,,,
9222,Election_Day,2,0,0,,,,,,,
9222,VBM,2,1,50,,,,,,,6
9223,Election_Day,1,0,0,,,,,,,
9223,VBM,1,0,0,,,,,,,
9224,Election_Day,3,0,0,,,,,,,
9224,VBM,3,2,66.67,,,2,,,,10
9225,Election_Day,3,0,0,,,,,,,
9225,VBM,3,2,66.67,,,1,,,,11
9226,Election_Day,5,0,0,,,,,,,
9226,VBM,5,0,0,,,,,,,
9227,Election_Day,3,0,0,,,,,,,
9227,VBM,3,1,33.33,,,1,,,,5
9228,Election_Day,2,0,0,,,,,,,
9228,VBM,2,0,0,,,,,,,
9229,Election_Day,1,1,100,,,,,,,6
9229,VBM,1,0,0,,,,,,,
9231,Election_Day,10,3,30,,,,,,,18
9231,VBM,10,4,40,,,3,,,,21
9232,Election_Day,5,1,20,,,,,,,6
9232,VBM,5,1,20,,,1,,,,5
9233,Election_Day,1,0,0,,,,,,,
9233,VBM,1,1,100,,,,1,,,5
9234,Election_Day,7,0,0,,,,,,,
9234,VBM,7,2,28.57,,,1,,,,11
9235,Election_Day,1,0,0,,,,,,,
9235,VBM,1,1,100,,,,,,,6
9236,Election_Day,5,1,20,,,,,,,6
9236,VBM,5,0,0,,,,,,,
9237,Election_Day,4,1,25,,,,,,,6
9237,VBM,4,0,0,,,,,,,
9238,Election_Day,3,1,33.33,,,1,,,,5
9238,VBM,3,1,33.33,,,1,,,,5
9239,Election_Day,1,0,0,,,,,,,
9239,VBM,1,0,0,,,,,,,
9241,Election_Day,8,1,12.5,,,,,,,6
9241,VBM,8,3,37.5,,,,1,,,17
9242,Election_Day,0,0,0,,,,,,,
9242,VBM,0,0,0,,,,,,,
9243,Election_Day,3,2,66.67,,1,,1,,,10
9243,VBM,3,0,0,,,,,,,
9244,Election_Day,7,2,28.57,1,1,1,1,,,8
9244,VBM,7,1,14.29,,,,,,,6
9245,Election_Day,5,0,0,,,,,,,
9245,VBM,5,3,60,1,1,1,2,,,13
9246,Election_Day,2,1,50,,,,,,,6
9246,VBM,2,0,0,,,,,,,
9247,Election_Day,4,0,0,,,,,,,
9247,VBM,4,0,0,,,,,,,
9248,Election_Day,5,2,40,,,,1,,,11
9248,VBM,5,2,40,,1,,1,,,10
9249,Election_Day,5,0,0,,,,,,,
9249,VBM,5,2,40,1,1,2,1,,,7
9251,Election_Day,7,4,57.14,,1,2,,,,21
9251,VBM,7,0,0,,,,,,,
9252,Election_Day,4,1,25,,,1,,,,5
9252,VBM,4,2,50,1,1,1,,,,9
9253,Election_Day,1,0,0,,,,,,,
9253,VBM,1,0,0,,,,,,,
9254,Election_Day,6,1,16.67,,,1,,,,5
9254,VBM,6,2,33.33,,,,1,,,11
9255,Election_Day,2,1,50,,,1,,,,5
9255,VBM,2,0,0,,,,,,,
9256,Election_Day,3,0,0,,,,,,,
9256,VBM,3,0,0,,,,,,,
9257,Election_Day,5,0,0,,,,,,,
9257,VBM,5,3,60,,,1,,,,17
9258,Election_Day,6,1,16.67,,,,,,,6
9258,VBM,6,1,16.67,,,1,,,,5
9401,Election_Day,10,4,40,,,3,,,,21
9401,VBM,10,3,30,,1,1,,,,16
9402,Election_Day,15,4,26.67,,1,1,1,,,21
9402,VBM,15,4,26.67,1,1,3,1,,,18
9403,Election_Day,6,1,16.67,,,,,,,6
9403,VBM,6,3,50,,,1,1,,,16
9404,Election_Day,11,5,45.45,1,1,3,2,2,,21
9404,VBM,11,0,0,,,,,,,
9405,Election_Day,5,0,0,,,,,,,
9405,VBM,5,0,0,,,,,,,
9406,Election_Day,6,2,33.33,,,1,,,,11
9406,VBM,6,2,33.33,,,1,,,,11
9407,Election_Day,10,4,40,1,1,2,1,,,19
9407,VBM,10,1,10,,,,,,,6
9408,Election_Day,7,0,0,,,,,,,
9408,VBM,7,1,14.29,,,1,,,,5
9409,Election_Day,7,0,0,,,,,,,
9409,VBM,7,3,42.86,,1,,1,,,16
9411,Election_Day,21,0,0,,,,,,,
9411,VBM,21,5,23.81,1,1,3,3,,,22
9412,Election_Day,16,6,37.5,2,1,4,3,,,26
9412,VBM,16,6,37.5,,1,1,1,,,33
9413,Election_Day,6,1,16.67,,,,1,,,5
9413,VBM,6,1,16.67,1,1,1,1,,,2
9414,Election_Day,6,2,33.33,,,1,1,,,10
9414,VBM,6,4,66.67,,,1,2,,,21
9415,Election_Day,5,2,40,,,1,,,,11
9415,VBM,5,3,60,2,2,3,2,,,9
9416,Election_Day,9,2,22.22,1,1,2,1,,,7
9416,VBM,9,1,11.11,1,1,1,1,,,2
9417,Election_Day,7,1,14.29,,,,1,,,5
9417,VBM,7,2,28.57,,,2,,,,10
9418,Election_Day,8,2,25,,,1,,,,11
9418,VBM,8,0,0,,,,,,,
9419,Election_Day,5,0,0,,,,,,,
9419,VBM,5,2,40,,,1,,,,11
9421,Election_Day,9,2,22.22,,,1,,,,11
9421,VBM,9,1,11.11,,,1,,,,5
9422,Election_Day,12,3,25,,,,,,,18
9422,VBM,12,0,0,,,,,,,
9423,Election_Day,7,3,42.86,1,,2,,,,15
9423,VBM,7,0,0,,,,,,,
9424,Election_Day,10,4,40,,,2,,,,22
9424,VBM,10,3,30,,,3,,,,15
9425,Election_Day,4,1,25,1,1,1,1,,,2
9425,VBM,4,0,0,,,,,,,
9426,Election_Day,4,0,0,,,,,,,
9426,VBM,4,1,25,,,,,,,6
9427,Election_Day,6,0,0,,,,,,,
9427,VBM,6,0,0,,,,,,,
9428,Election_Day,3,0,0,,,,,,,
9428,VBM,3,0,0,,,,,,,
9429,Election_Day,5,0,0,,,,,,,
9429,VBM,5,1,20,,,1,,,,5
9431,Election_Day,5,0,0,,,,,,,
9431,VBM,5,2,40,,,2,,,,10
9432,Election_Day,7,1,14.29,,,,1,,,5
9432,VBM,7,1,14.29,,,,1,,,5
9433,Election_Day,7,1,14.29,,1,1,1,,,3
9433,VBM,7,0,0,,,,,,,
9434,Election_Day,19,5,26.32,,,2,,,,28
9434,VBM,19,5,26.32,,2,1,2,,,25
9435,Election_Day,6,1,16.67,,,,,,,6
9435,VBM,6,1,16.67,,,,1,,,5
9436,Election_Day,8,1,12.5,,,1,,,,5
9436,VBM,8,1,12.5,,,,1,,,5
9437,Election_Day,7,2,28.57,,,,,,,12
9437,VBM,7,3,42.86,,,2,1,,,15
9438,Election_Day,5,3,60,,,1,1,,,16
9438,VBM,5,0,0,,,,,,,
9439,Election_Day,8,0,0,,,,,,,
9439,VBM,8,3,37.5,1,2,1,2,,,12
9441,Election_Day,11,2,18.18,,,,,,,12
9441,VBM,11,2,18.18,,,2,,,,10
9442,Election_Day,15,5,33.33,,,,,,,30
9442,VBM,15,6,40,,1,5,,,,30
9443,Election_Day,7,6,85.71,,1,2,,,,33
9443,VBM,7,0,0,,,,,,,
9444,Election_Day,4,1,25,1,1,1,1,,,2
9444,VBM,4,1,25,1,1,1,1,,,2
9445,Election_Day,9,1,11.11,,,,,,,6
9445,VBM,9,3,33.33,,,1,,,,17
9446,Election_Day,3,1,33.33,,,,,,,6
9446,VBM,3,2,66.67,1,1,1,1,,,8
9447,Election_Day,3,0,0,,,,,,,
9447,VBM,3,1,33.33,,,1,,,,5
9448,Election_Day,6,0,0,,,,,,,
9448,VBM,6,0,0,,,,,,,
9449,Election_Day,4,1,25,,,1,,,,5
9449,VBM,4,0,0,,,,,,,
9451,Election_Day,1,0,0,,,,,,,
9451,VBM,1,0,0,,,,,,,
9452,Election_Day,8,2,25,,,,,,,12
9452,VBM,8,1,12.5,,,,,,,6
9453,Election_Day,2,1,50,,,1,,,,5
9453,VBM,2,0,0,,,,,,,
9501,Election_Day,0,0,0,,,,,,,
9501,VBM,0,0,0,,,,,,,
9502,Election_Day,2,0,0,,,,,,,
9502,VBM,2,2,100,,,,,,,12
9503/9504,Election_Day,5,1,20,,,,1,,,5
9503/9504,VBM,5,1,20,,,,1,,,5
9505,Election_Day,5,2,40,1,2,1,1,,,7
9505,VBM,5,2,40,1,1,1,1,,,8
9506,Election_Day,4,1,25,,,,1,,,5
9506,VBM,4,1,25,1,1,1,1,,,2
9507,Election_Day,9,0,0,,,,,,,
9507,VBM,9,0,0,,,,,,,
9508,Election_Day,12,5,41.67,,,1,1,,,28
9508,VBM,12,1,8.33,,,1,,,,5
9509,Election_Day,10,1,10,,1,,,,,5
9509,VBM,10,1,10,,,1,,,,5
9511,Election_Day,13,1,7.69,,,1,,,,5
9511,VBM,13,4,30.77,1,2,3,2,,,16
9512,Election_Day,15,5,33.33,,1,1,,,,28
9512,VBM,15,2,13.33,,,,,,,12
9513,Election_Day,9,2,22.22,,,,,,,12
9513,VBM,9,1,11.11,,,1,,,,5
9514/9522,Election_Day,7,1,14.29,,,,1,,,5
9514/9522,VBM,7,3,42.86,,,1,1,,,16
9515,Election_Day,14,3,21.43,,,2,,,,16
9515,VBM,14,4,28.57,,1,1,,,,22
9516,Election_Day,9,4,44.44,,,2,,,,22
9516,VBM,9,2,22.22,1,,,,,,11
9517,Election_Day,7,1,14.29,,,,1,,,5
9517,VBM,7,2,28.57,2,2,2,2,,,4
9518,Election_Day,11,5,45.45,,,1,1,,,28
9518,VBM,11,3,27.27,1,1,1,2,,,13
9519,Election_Day,16,6,37.5,1,1,5,1,,,28
9519,VBM,16,3,18.75,2,3,2,2,,,9
9521,Election_Day,12,5,41.67,,,1,,5,,24
9521,VBM,12,2,16.67,1,1,2,1,,,7
9701,Election_Day,4,1,25,,,,1,,,5
9701,VBM,4,1,25,1,1,1,1,,,2
9702,Election_Day,13,3,23.08,,,1,,,,17
9702,VBM,13,6,46.15,,,4,1,,,31
9703,Election_Day,9,2,22.22,,1,,1,,,10
9703,VBM,9,2,22.22,,,1,1,,,10
9704,Election_Day,7,3,42.86,,,,1,,,17
9704,VBM,7,1,14.29,1,1,1,1,,,2
9705,Election_Day,7,1,14.29,,,,1,,,5
9705,VBM,7,3,42.86,1,1,3,,,,13
9706,Election_Day,1,0,0,,,,,,,
9706,VBM,1,1,100,,,,,,,6
9707,Election_Day,5,2,40,,,,2,,,10
9707,VBM,5,0,0,,,,,,,
9708,Election_Day,11,1,9.09,,,1,,,,5
9708,VBM,11,4,36.36,1,1,2,2,,,18
9709,Election_Day,5,2,40,,,1,1,,,10
9709,VBM,5,1,20,,1,1,,,,4
9711,Election_Day,9,1,11.11,,,1,,,,5
9711,VBM,9,1,11.11,,,1,,,,5
9712,Election_Day,4,2,50,,1,,,,,11
9712,VBM,4,1,25,,,,,,,6
9713,Election_Day,6,1,16.67,,,1,,,,5
9713,VBM,6,2,33.33,1,1,1,2,,,7
9714,Election_Day,6,1,16.67,1,1,1,1,,,2
9714,VBM,6,0,0,,,,,,,
9715,Election_Day,1,0,0,,,,,,,
9715,VBM,1,0,0,,,,,,,
9716,Election_Day,7,2,28.57,,,,,,,12
9716,VBM,7,1,14.29,,,1,,,,5
9717,Election_Day,5,0,0,,,,,,,
9717,VBM,5,1,20,,,1,,5,,
9718,Election_Day,8,2,25,,1,,,,,11
9718,VBM,8,2,25,,,2,,,,10
9719,Election_Day,8,1,12.5,,,1,,,,5
9719,VBM,8,2,25,,,1,,,,11
9721,Election_Day,3,0,0,,,,,,,
9721,VBM,3,1,33.33,1,,1,1,,,3
9722,Election_Day,5,0,0,,,,,,,
9722,VBM,5,0,0,,,,,,,
9723,Election_Day,1,0,0,,,,,,,
9723,VBM,1,0,0,,,,,,,
9724,Election_Day,3,0,0,,,,,,,
9724,VBM,3,1,33.33,1,1,1,1,,,2
9725,Election_Day,10,2,20,,,,,,,12
9725,VBM,10,3,30,,,,1,,,17
9726,Election_Day,5,1,20,,,,,,,6
9726,VBM,5,0,0,,,,,,,
9727,Election_Day,0,0,0,,,,,,,
9727,VBM,0,0,0,,,,,,,
9728,Election_Day,5,0,0,,,,,,,
9728,VBM,5,3,60,1,2,1,3,,,11
9729,Election_Day,4,0,0,,,,,,,
9729,VBM,4,3,75,1,1,2,1,,,13
9731,Election_Day,1,0,0,,,,,,,
9731,VBM,1,0,0,,,,,,,
9732,Election_Day,0,0,0,,,,,,,
9732,VBM,0,0,0,,,,,,,
9733,Election_Day,6,0,0,,,,,,,
9733,VBM,6,3,50,,1,2,1,,,14
9734,Election_Day,1,0,0,,,,,,,
9734,VBM,1,0,0,,,,,,,
9735,Election_Day,3,1,33.33,,,,1,,,5
