precinct,ballot_type,registered_voters,ballots_cast,turnout,DONALD_TRUMP,BEN_CARSON,TED_CRUZ,JOHN_KASICH,JIM_GILMORE,WRITE_IN,over_votes,under_votes
7711,Election_Day,52,8,15.38,3,,1,1,,1,,2
7711,VBM,52,21,40.38,10,,,8,1,,,2
7712,Election_Day,33,6,18.18,3,1,,1,,,,1
7712,VBM,33,7,21.21,4,,,2,,,,1
7801,Election_Day,58,14,24.14,4,2,,5,,1,,2
7801,VBM,58,24,41.38,12,1,1,6,,3,,1
7802,Election_Day,48,8,16.67,3,1,1,1,,2,,
7802,VBM,48,17,35.42,6,1,1,6,,,,3
7803,Election_Day,32,4,12.5,1,1,1,,,1,,
7803,VBM,32,12,37.5,6,,1,4,,,,1
7804,Election_Day,38,5,13.16,1,,1,2,,1,,
7804,VBM,38,19,50,6,2,1,7,,2,,1
7805,Election_Day,19,1,5.26,,,,1,,,,
7805,VBM,19,8,42.11,4,1,,3,,,,
7806,Election_Day,20,2,10,,,,2,,,,
7806,VBM,20,10,50,6,,1,2,,1,,
7807,Election_Day,26,4,15.38,2,,,2,,,,
7807,VBM,26,4,15.38,1,,,1,,1,,1
7808,Election_Day,18,7,38.89,2,,,1,,1,,3
7808,VBM,18,6,33.33,1,1,,1,2,1,,
7809,Election_Day,26,2,7.69,,,1,1,,,,
7809,VBM,26,13,50,9,,,2,,1,,1
7811,Election_Day,16,3,18.75,,,1,2,,,,
7811,VBM,16,8,50,3,,,4,,1,,
7812,Election_Day,30,9,30,3,1,,1,,1,,3
7812,VBM,30,9,30,4,,,4,,1,,
7813,Election_Day,33,8,24.24,6,,,1,,1,,
7813,VBM,33,13,39.39,5,,2,2,1,2,,1
7814,Election_Day,22,3,13.64,,,1,1,1,,,
7814,VBM,22,6,27.27,3,,1,,,1,,1
7815,Election_Day,22,9,40.91,1,,2,3,1,1,,1
7815,VBM,22,7,31.82,4,,,1,,1,,1
7816,Election_Day,33,7,21.21,4,1,,,1,1,,
7816,VBM,33,13,39.39,5,,2,4,,1,,1
7817,Election_Day,17,4,23.53,,,,4,,,,
7817,VBM,17,7,41.18,5,,,1,,1,,
7818,Election_Day,27,5,18.52,2,,,1,1,1,,
7818,VBM,27,10,37.04,4,,1,4,,,,1
7819,Election_Day,28,8,28.57,2,,,3,,,,3
7819,VBM,28,14,50,8,,2,3,,,,1
7821,Election_Day,34,3,8.82,,,,2,,1,,
7821,VBM,34,20,58.82,9,,1,3,,3,,4
7822,Election_Day,21,6,28.57,3,2,,1,,,,
7822,VBM,21,8,38.1,4,,,2,,2,,
7823,Election_Day,24,1,4.17,,,1,,,,,
7823,VBM,24,15,62.5,8,1,,4,1,,,1
7824,Election_Day,34,7,20.59,2,,2,1,,,,2
7824,VBM,34,10,29.41,5,,,3,,1,,1
7825,Election_Day,20,6,30,2,,,3,,1,,
7825,VBM,20,4,20,2,,,1,,,,1
7826,Election_Day,25,4,16,1,,1,,,,,2
7826,VBM,25,10,40,4,,1,2,,1,,2
7827,Election_Day,21,0,0,,,,,,,,
7827,VBM,21,3,14.29,3,,,,,,,
7828,Election_Day,70,19,27.14,6,1,2,3,1,4,,2
7828,VBM,70,28,40,15,,,8,1,2,,2
7829,Election_Day,39,7,17.95,3,,1,1,,1,,1
7829,VBM,39,15,38.46,10,1,1,2,,,,1
7831,Election_Day,21,4,19.05,2,,1,1,,,,
7831,VBM,21,11,52.38,4,,2,4,,,,1
7832,Election_Day,35,8,22.86,1,,,6,,1,,
7832,VBM,35,15,42.86,7,1,1,4,,1,,1
7833,Election_Day,16,2,12.5,,,,1,,,,1
7833,VBM,16,4,25,2,,,2,,,,
7834,Election_Day,27,5,18.52,3,,,,,1,,1
7834,VBM,27,2,7.41,1,,,,,,,1
7835,Election_Day,54,11,20.37,5,,2,3,,,,1
7835,VBM,54,25,46.3,8,1,2,6,,1,,7
7836,Election_Day,62,10,16.13,4,,,4,,1,,1
7836,VBM,62,29,46.77,15,1,2,5,1,1,,4
7837,Election_Day,39,8,20.51,6,,,2,,,,
7837,VBM,39,13,33.33,6,,2,4,,1,,
7838,Election_Day,35,5,14.29,2,,1,,,1,,1
7838,VBM,35,15,42.86,5,,2,5,,2,,1
7839,Election_Day,53,12,22.64,4,,4,3,,,,1
7839,VBM,53,22,41.51,11,1,1,6,1,,,2
7841,Election_Day,28,6,21.43,3,,,1,,1,,1
7841,VBM,28,14,50,3,1,1,7,,1,,1
7842,Election_Day,41,6,14.63,2,,,,,1,,3
7842,VBM,41,13,31.71,7,,,3,,1,,2
7843,Election_Day,34,5,14.71,2,,1,,,,,2
7843,VBM,34,11,32.35,9,,,1,,1,,
7844,Election_Day,29,7,24.14,6,1,,,,,,
7844,VBM,29,7,24.14,5,,1,,1,,,
7845,Election_Day,37,3,8.11,1,,,1,,,,1
7845,VBM,37,12,32.43,3,1,2,3,1,1,,1
7846,Election_Day,62,11,17.74,2,,2,4,,,,3
7846,VBM,62,24,38.71,18,,,4,1,,,1
7847,Election_Day,38,8,21.05,1,,1,3,,2,,1
7847,VBM,38,13,34.21,7,,1,2,,1,,2
7848,Election_Day,47,8,17.02,3,,2,2,,1,,
7848,VBM,47,15,31.91,1,1,2,9,,2,,
7849,Election_Day,30,11,36.67,4,,1,3,,,,3
7849,VBM,30,9,30,2,,2,3,,1,,1
7851,Election_Day,64,16,25,12,,1,2,,,,1
7851,VBM,64,27,42.19,9,1,,13,,,,4
7852,Election_Day,44,12,27.27,8,,1,2,,,,1
7852,VBM,44,18,40.91,16,,,1,,,,1
7853,Election_Day,50,8,16,6,,,,,1,,1
7853,VBM,50,14,28,6,,1,5,1,1,,
7854,Election_Day,51,9,17.65,3,,,4,,,,2
7854,VBM,51,18,35.29,7,1,1,6,,3,,
7855,Election_Day,34,5,14.71,1,1,1,2,,,,
7855,VBM,34,17,50,13,,1,1,,2,,
7856,Election_Day,29,4,13.79,,,,3,,,,1
7856,VBM,29,10,34.48,2,1,1,5,,,,1
7857,Election_Day,39,3,7.69,1,,,1,,1,,
7857,VBM,39,20,51.28,6,,2,5,,5,,2
7858,Election_Day,26,8,30.77,3,1,,2,,1,,1
7858,VBM,26,9,34.62,4,,,2,1,2,,
7859,Election_Day,49,12,24.49,6,,,5,,1,,
7859,VBM,49,13,26.53,9,1,,2,,,,1
7861,Election_Day,38,5,13.16,5,,,,,,,
7861,VBM,38,12,31.58,4,2,1,4,,,,1
7862,Election_Day,38,4,10.53,1,,1,1,,1,,
7862,VBM,38,18,47.37,7,,1,5,,2,,3
7863,Election_Day,38,7,18.42,4,,1,2,,,,
7863,VBM,38,13,34.21,4,2,1,4,,1,,1
7864,Election_Day,50,6,12,2,,,2,,2,,
7864,VBM,50,22,44,8,1,,12,1,,,
7865,Election_Day,44,11,25,6,2,,3,,,,
7865,VBM,44,12,27.27,7,,4,,1,,,
7866,Election_Day,96,17,17.71,8,1,2,2,,,,4
7866,VBM,96,48,50,29,3,5,2,,2,,7
7867,Election_Day,47,7,14.89,2,,,4,,,,1
7867,VBM,47,19,40.43,8,,3,5,1,1,,1
7868,Election_Day,38,9,23.68,2,,1,4,,1,,1
7868,VBM,38,15,39.47,10,,,2,,2,,1
7869,Election_Day,56,8,14.29,2,,,3,,1,,2
7869,VBM,56,27,48.21,11,,1,5,2,4,,4
7871,Election_Day,43,5,11.63,3,1,1,,,,,
7871,VBM,43,19,44.19,5,1,2,4,,5,,2
7872,Election_Day,34,8,23.53,3,,1,2,,1,,1
7872,VBM,34,10,29.41,7,1,,1,,1,,
7873,Election_Day,38,9,23.68,3,1,1,2,,,,2
7873,VBM,38,17,44.74,6,,1,7,1,1,,1
7874,Election_Day,22,5,22.73,1,,2,1,,,,1
7874,VBM,22,3,13.64,2,,,1,,,,
7875,Election_Day,42,5,11.9,3,,1,,,,,1
7875,VBM,42,14,33.33,9,1,2,2,,,,
7901,Election_Day,53,5,9.43,3,,,,,1,,1
7901,VBM,53,10,18.87,4,1,1,1,1,1,,1
7902,Election_Day,34,4,11.76,3,,,1,,,,
7902,VBM,34,8,23.53,4,,1,,,3,,
7903,Election_Day,46,9,19.57,4,,,,,,,5
7903,VBM,46,6,13.04,3,,1,,,2,,
7904,Election_Day,45,4,8.89,1,,,3,,,,
7904,VBM,45,19,42.22,9,1,1,3,,3,,2
7905,Election_Day,23,7,30.43,3,,,,,,,4
7905,VBM,23,4,17.39,1,,2,1,,,,
7906,Election_Day,28,6,21.43,1,,4,,,,,1
7906,VBM,28,5,17.86,2,1,,1,,1,,
7907,Election_Day,24,5,20.83,1,1,1,,,,,2
7907,VBM,24,6,25,2,,,1,,3,,
7908,Election_Day,43,4,9.3,3,,,1,,,,
7908,VBM,43,12,27.91,8,,2,1,,,,1
7909,Election_Day,23,2,8.7,,,1,1,,,,
7909,VBM,23,1,4.35,1,,,,,,,
7911,Election_Day,24,1,4.17,1,,,,,,,
7911,VBM,24,13,54.17,8,,1,2,,2,,
7912,Election_Day,36,6,16.67,2,1,,1,,2,,
7912,VBM,36,8,22.22,6,,1,1,,,,
7913,Election_Day,30,7,23.33,3,,,4,,,,
7913,VBM,30,10,33.33,1,1,1,4,,2,,1
7914,Election_Day,24,2,8.33,,,,,,,,2
7914,VBM,24,7,29.17,3,,2,1,,1,,
7915,Election_Day,24,6,25,3,,1,1,,,,1
7915,VBM,24,3,12.5,,,2,,,,,1
7916,Election_Day,35,4,11.43,1,,2,,,,,1
7916,VBM,35,11,31.43,6,1,1,1,,1,,1
7917,Election_Day,47,2,4.26,1,1,,,,,,
7917,VBM,47,7,14.89,2,1,3,,1,,,
7918,Election_Day,26,5,19.23,1,,,2,,,,2
7918,VBM,26,8,30.77,4,,,3,,,,1
7919,Election_Day,31,3,9.68,1,,2,,,,,
7919,VBM,31,6,19.35,3,,,2,,1,,
7921,Election_Day,47,6,12.77,3,,1,2,,,,
7921,VBM,47,11,23.4,6,1,1,2,,1,,
7922,Election_Day,33,7,21.21,4,,,,,3,,
7922,VBM,33,14,42.42,11,,2,1,,,,
7923,Election_Day,33,2,6.06,,,,,,,,2
7923,VBM,33,9,27.27,7,,1,1,,,,
7924,Election_Day,32,2,6.25,,,,,,1,,1
7924,VBM,32,11,34.38,9,,1,,,1,,
7925,Election_Day,22,4,18.18,3,,,,,1,,
7925,VBM,22,6,27.27,2,,1,3,,,,
7926,Election_Day,18,2,11.11,,,1,,,,,1
7926,VBM,18,5,27.78,5,,,,,,,
7927,Election_Day,21,4,19.05,1,,,2,,,,1
7927,VBM,21,6,28.57,3,,,2,,,,1
7928,Election_Day,24,5,20.83,3,,,,1,,,1
7928,VBM,24,9,37.5,6,1,,1,,,,1
7929,Election_Day,34,8,23.53,2,,,4,,,,2
7929,VBM,34,11,32.35,10,,,,,1,,
7931,Election_Day,24,5,20.83,2,,1,1,,1,,
7931,VBM,24,9,37.5,4,,2,2,,,,1
7932,Election_Day,21,5,23.81,3,,1,,,,,1
7932,VBM,21,7,33.33,2,,,3,,2,,
7933,Election_Day,0,0,0,,,,,,,,
7933,VBM,0,0,0,,,,,,,,
7934,Election_Day,36,4,11.11,1,,1,2,,,,
7934,VBM,36,9,25,2,2,3,1,,,,1
7935,Election_Day,35,6,17.14,,,,4,,,,2
7935,VBM,35,13,37.14,5,,3,1,,2,,2
7936,Election_Day,24,10,41.67,7,,1,,,1,,1
7936,VBM,24,5,20.83,2,,,3,,,,
7937,Election_Day,39,4,10.26,2,,,,,,,2
7937,VBM,39,7,17.95,3,,,1,1,2,,
7938,Election_Day,31,4,12.9,2,,1,,,,,1
7938,VBM,31,4,12.9,4,,,,,,,
7939,Election_Day,18,5,27.78,,,1,4,,,,
7939,VBM,18,3,16.67,1,,,2,,,,
7941,Election_Day,25,4,16,1,1,1,,,1,,
7941,VBM,25,6,24,4,,,1,,1,,
7942,Election_Day,30,8,26.67,6,,,2,,,,
7942,VBM,30,7,23.33,5,,1,1,,,,
7943,Election_Day,60,10,16.67,7,,,1,1,,,1
7943,VBM,60,23,38.33,16,1,3,2,,1,,
7944,Election_Day,24,3,12.5,1,,,1,,1,,
7944,VBM,24,3,12.5,2,,1,,,,,
7945,Election_Day,37,4,10.81,3,,,,,,,1
7945,VBM,37,10,27.03,5,,2,1,,2,,
7946,Election_Day,46,3,6.52,2,,,,,1,,
7946,VBM,46,24,52.17,12,,3,3,1,,,5
7947,Election_Day,61,10,16.39,6,1,,2,,,,1
7947,VBM,61,23,37.7,15,,4,1,,1,,2
7948,Election_Day,54,10,18.52,7,,3,,,,,
7948,VBM,54,15,27.78,6,,4,3,,1,,1
7949,Election_Day,46,4,8.7,2,,2,,,,,
7949,VBM,46,14,30.43,6,1,1,,1,2,,3
7951,Election_Day,60,6,10,5,,,,,1,,
7951,VBM,60,32,53.33,22,,4,1,,5,,
7952,Election_Day,50,16,32,9,,2,2,,,,3
7952,VBM,50,17,34,10,1,2,1,,1,,2
7953,Election_Day,68,7,10.29,4,1,,1,,,,1
7953,VBM,68,25,36.76,14,,3,6,2,,,
7954,Election_Day,0,0,0,,,,,,,,
7954,VBM,0,0,0,,,,,,,,
7955,Election_Day,60,10,16.67,8,,1,,,,,1
7955,VBM,60,29,48.33,13,1,3,6,1,3,,2
7956,Election_Day,55,6,10.91,3,,,1,,,,2
7956,VBM,55,22,40,13,1,4,,,,,4
7957,Election_Day,34,2,5.88,,,,1,,,,1
7957,VBM,34,8,23.53,5,1,,,,,,2
7958,Election_Day,13,0,0,,,,,,,,
7958,VBM,13,6,46.15,3,1,1,,,,,1
9001,Election_Day,23,0,0,,,,,,,,
9001,VBM,23,3,13.04,2,,,,,,,1
9101,Election_Day,97,15,15.46,3,,2,9,,1,,
9101,VBM,97,46,47.42,25,1,2,6,,6,,6
9102,Election_Day,106,18,16.98,10,,1,6,,,,1
9102,VBM,106,35,33.02,18,,4,5,,3,,5
9103,Election_Day,83,15,18.07,10,1,2,1,,1,,
9103,VBM,83,21,25.3,8,,5,3,1,1,,3
9104,Election_Day,87,8,9.2,1,1,1,2,,1,,2
9104,VBM,87,32,36.78,26,,,5,,,,1
9105,Election_Day,84,10,11.9,4,2,1,1,,,,2
9105,VBM,84,31,36.9,17,3,5,6,,,,
9106,Election_Day,88,12,13.64,8,,2,2,,,,
9106,VBM,88,32,36.36,11,2,2,8,,3,,6
9107,Election_Day,66,11,16.67,6,,,1,,2,,2
9107,VBM,66,19,28.79,11,,1,3,,,,4
9108,Election_Day,72,18,25,7,2,1,3,,3,,2
9108,VBM,72,20,27.78,9,,2,4,,2,,3
9109,Election_Day,63,18,28.57,9,,3,5,,1,,
9109,VBM,63,24,38.1,12,1,3,8,,,,
9111,Election_Day,61,13,21.31,8,,2,1,,,,2
9111,VBM,61,20,32.79,11,,3,5,,1,,
9112,Election_Day,92,19,20.65,12,1,1,2,,2,,1
9112,VBM,92,25,27.17,5,,3,11,1,3,,2
9113,Election_Day,88,22,25,9,1,2,10,,,,
9113,VBM,88,21,23.86,10,,2,7,,,,2
9114,Election_Day,69,8,11.59,3,,3,2,,,,
9114,VBM,69,20,28.99,11,,3,3,,2,,1
9115,Election_Day,68,13,19.12,5,1,2,3,1,,,1
9115,VBM,68,24,35.29,15,,,4,,2,,3
9116,Election_Day,78,10,12.82,3,,1,3,,2,,1
9116,VBM,78,22,28.21,14,,3,2,,2,,1
9117,Election_Day,79,11,13.92,3,2,2,3,,,,1
9117,VBM,79,24,30.38,9,1,,8,,2,,4
9118,Election_Day,77,22,28.57,15,2,,1,,,,4
9118,VBM,77,20,25.97,11,1,3,2,,2,,1
9119,Election_Day,85,8,9.41,4,,1,1,,1,,1
9119,VBM,85,29,34.12,16,1,2,3,,1,,6
9121,Election_Day,71,16,22.54,7,1,3,1,1,,,3
9121,VBM,71,18,25.35,11,,3,1,,1,,2
9122,Election_Day,92,5,5.43,4,,1,,,,,
9122,VBM,92,27,29.35,18,1,3,2,,2,,1
9123,Election_Day,76,11,14.47,8,,,2,,,,1
9123,VBM,76,29,38.16,24,,1,1,1,,,2
9124,Election_Day,72,7,9.72,1,,2,3,,,,1
9124,VBM,72,24,33.33,15,,,2,,2,,5
9125,Election_Day,54,6,11.11,4,,,1,,,,1
9125,VBM,54,18,33.33,9,,5,2,,1,,1
9126,Election_Day,80,14,17.5,4,,2,6,,1,,1
9126,VBM,80,27,33.75,11,2,1,7,,4,,2
9127,Election_Day,85,24,28.24,12,,3,7,,,,2
9127,VBM,85,19,22.35,11,,2,2,1,,,3
9128,Election_Day,80,17,21.25,11,1,2,2,,,,1
9128,VBM,80,30,37.5,17,2,3,4,,,,4
9129,Election_Day,66,7,10.61,3,,,2,,1,,1
9129,VBM,66,25,37.88,13,,3,7,,1,,1
9131,Election_Day,48,8,16.67,2,,5,1,,,,
9131,VBM,48,14,29.17,9,,2,3,,,,
9132,Election_Day,57,2,3.51,1,,1,,,,,
9132,VBM,57,14,24.56,6,2,1,4,,,,1
9133,Election_Day,73,14,19.18,3,1,2,5,1,,,2
9133,VBM,73,19,26.03,10,,1,5,,1,,2
9134,Election_Day,83,13,15.66,6,,2,3,,1,,1
9134,VBM,83,31,37.35,14,1,1,12,,1,,2
9135,Election_Day,76,16,21.05,10,,,3,1,,,2
9135,VBM,76,30,39.47,22,3,2,1,,,,2
9136,Election_Day,59,10,16.95,3,,2,3,,1,,1
9136,VBM,59,12,20.34,10,,,2,,,,
9137,Election_Day,102,22,21.57,16,,2,1,1,2,,
9137,VBM,102,30,29.41,21,1,2,1,1,2,,2
9138,Election_Day,76,12,15.79,8,,,1,,1,,2
9138,VBM,76,19,25,11,2,1,1,,1,,3
9139,Election_Day,113,18,15.93,6,,5,4,,2,,1
9139,VBM,113,50,44.25,28,3,6,9,,1,,3
9141,Election_Day,90,19,21.11,9,,2,4,,1,,3
9141,VBM,90,31,34.44,16,3,3,7,,1,,1
9142,Election_Day,64,6,9.38,3,,,,,1,,2
9142,VBM,64,24,37.5,13,,2,1,,2,,6
9143,Election_Day,86,17,19.77,6,2,1,4,,3,,1
9143,VBM,86,37,43.02,16,3,3,9,1,3,,2
9144,Election_Day,78,10,12.82,6,,,,,2,,2
9144,VBM,78,36,46.15,15,5,4,8,,2,,2
9145,Election_Day,67,11,16.42,9,,,,,1,,1
9145,VBM,67,20,29.85,13,,2,4,,,,1
9146,Election_Day,55,12,21.82,7,,2,3,,,,
9146,VBM,55,15,27.27,9,1,1,1,,1,,2
9147,Election_Day,59,9,15.25,3,,1,1,,2,,2
9147,VBM,59,19,32.2,9,,1,2,,,,7
9148,Election_Day,60,10,16.67,5,1,1,2,,1,,
9148,VBM,60,19,31.67,11,1,2,1,,2,,2
9149,Election_Day,77,16,20.78,5,,2,2,,2,,5
9149,VBM,77,26,33.77,11,4,5,2,,3,,1
9151,Election_Day,80,8,10,1,,1,4,,,,2
9151,VBM,80,26,32.5,11,2,1,8,,2,,2
9152,Election_Day,66,2,3.03,,,1,1,,,,
9152,VBM,66,23,34.85,22,,1,,,,,
9201,Election_Day,87,10,11.49,5,,1,2,,,,2
9201,VBM,87,22,25.29,11,,3,5,,3,,
9202,Election_Day,97,15,15.46,3,1,,9,,,,2
9202,VBM,97,19,19.59,9,,1,7,,1,,1
9203,Election_Day,235,27,11.49,11,,1,10,,2,,3
9203,VBM,235,84,35.74,45,2,2,23,,8,,4
9204,Election_Day,180,25,13.89,13,,2,7,,,,3
9204,VBM,180,57,31.67,33,1,,17,2,3,,1
9205,Election_Day,112,18,16.07,7,2,3,5,,1,,
9205,VBM,112,38,33.93,12,1,4,12,2,6,,1
9206,Election_Day,227,35,15.42,22,,1,7,,1,,4
9206,VBM,227,76,33.48,39,,3,26,1,2,,5
9207,Election_Day,195,25,12.82,14,,3,4,,2,,2
9207,VBM,195,46,23.59,29,,2,11,,1,,3
9208,Election_Day,192,25,13.02,10,1,1,9,,2,,2
9208,VBM,192,55,28.65,24,1,4,15,,7,,4
9209,Election_Day,147,20,13.61,8,,1,8,,2,,1
9209,VBM,147,39,26.53,20,1,1,12,1,2,,2
9211,Election_Day,140,13,9.29,7,,,5,,1,,
9211,VBM,140,37,26.43,17,1,3,9,,4,,3
9212,Election_Day,124,13,10.48,7,1,1,3,,,,1
9212,VBM,124,29,23.39,13,1,1,8,,4,,2
9213,Election_Day,160,14,8.75,8,,,6,,,,
9213,VBM,160,43,26.88,18,,7,13,,4,,1
9214,Election_Day,108,21,19.44,9,,5,7,,,,
9214,VBM,108,36,33.33,19,1,1,9,1,2,,3
9215,Election_Day,143,22,15.38,10,,,11,,,,1
9215,VBM,143,39,27.27,12,2,2,17,,3,,3
9216,Election_Day,151,19,12.58,9,1,,8,,1,,
9216,VBM,151,44,29.14,18,1,2,21,,2,,
9217,Election_Day,124,21,16.94,8,1,1,6,1,1,,3
9217,VBM,124,35,28.23,18,1,,13,,1,,2
9218,Election_Day,128,23,17.97,9,,2,7,,2,,3
9218,VBM,128,36,28.13,20,1,1,10,,,,4
9219,Election_Day,108,14,12.96,6,,,7,,,,1
9219,VBM,108,28,25.93,17,1,,6,,3,,1
9221,Election_Day,147,26,17.69,9,1,,15,,1,,
9221,VBM,147,69,46.94,29,,4,31,,2,,3
9222,Election_Day,160,22,13.75,10,,1,9,,1,,1
9222,VBM,160,62,38.75,28,1,2,25,,3,,3
9223,Election_Day,114,13,11.4,7,,1,4,,,,1
9223,VBM,114,38,33.33,17,1,2,13,,3,,2
9224,Election_Day,191,24,12.57,13,1,,7,,,,3
9224,VBM,191,66,34.55,32,1,1,17,,11,,4
9225,Election_Day,130,19,14.62,12,,1,6,,,,
9225,VBM,130,29,22.31,11,,3,8,2,2,,3
9226,Election_Day,151,28,18.54,12,,2,10,1,1,,2
9226,VBM,151,55,36.42,27,,5,17,,3,,3
9227,Election_Day,127,14,11.02,6,,1,3,,,,4
9227,VBM,127,59,46.46,25,2,2,22,,2,,6
9228,Election_Day,127,19,14.96,9,1,,7,,1,,1
9228,VBM,127,61,48.03,30,1,,17,1,4,,8
9229,Election_Day,79,18,22.78,3,1,,9,1,1,,3
9229,VBM,79,28,35.44,10,1,2,10,,,,5
9231,Election_Day,94,17,18.09,5,,2,5,,2,,3
9231,VBM,94,30,31.91,9,1,3,10,,3,1,3
9232,Election_Day,109,17,15.6,6,,3,7,,1,,
9232,VBM,109,32,29.36,12,2,1,14,,2,,1
9233,Election_Day,139,11,7.91,6,,1,1,,,,3
9233,VBM,139,59,42.45,24,1,2,26,,1,,5
9234,Election_Day,124,14,11.29,5,,,5,,1,,3
9234,VBM,124,47,37.9,17,3,5,13,,2,,7
9235,Election_Day,182,41,22.53,12,1,3,15,,,,10
9235,VBM,182,65,35.71,24,,3,30,,3,,5
9236,Election_Day,116,19,16.38,8,,1,9,,1,,
9236,VBM,116,34,29.31,12,2,3,15,,,1,1
9237,Election_Day,153,22,14.38,5,1,,11,,3,,2
9237,VBM,153,58,37.91,15,,3,32,,2,,6
9238,Election_Day,157,22,14.01,10,,2,7,,1,,2
9238,VBM,157,70,44.59,30,2,1,31,,3,,3
9239,Election_Day,152,21,13.82,5,,1,9,1,2,,3
9239,VBM,152,63,41.45,39,,2,15,,3,,4
9241,Election_Day,149,23,15.44,10,,,6,1,4,,2
9241,VBM,149,45,30.2,13,1,,26,,3,,2
9242,Election_Day,127,18,14.17,3,1,2,9,,2,,1
9242,VBM,127,33,25.98,12,2,,12,,4,,3
9243,Election_Day,85,11,12.94,3,,,5,,,,3
9243,VBM,85,25,29.41,10,,1,12,,,,2
9244,Election_Day,96,9,9.38,4,,,5,,,,
9244,VBM,96,31,32.29,14,,2,14,,,,1
9245,Election_Day,72,13,18.06,4,1,1,1,,1,,5
9245,VBM,72,20,27.78,6,,2,9,,1,,2
9246,Election_Day,128,23,17.97,10,,4,3,,3,,3
9246,VBM,128,35,27.34,13,2,,15,,3,,2
9247,Election_Day,102,13,12.75,3,,,8,,1,,1
9247,VBM,102,41,40.2,16,,1,14,1,7,,2
9248,Election_Day,88,12,13.64,5,,2,3,,1,,1
9248,VBM,88,31,35.23,16,2,2,6,,3,,2
9249,Election_Day,108,19,17.59,6,2,1,6,,,,4
9249,VBM,108,29,26.85,10,,1,14,,3,,1
9251,Election_Day,99,9,9.09,4,,,3,,1,,1
9251,VBM,99,33,33.33,10,1,3,10,,7,,2
9252,Election_Day,101,12,11.88,6,,1,5,,,,
9252,VBM,101,48,47.52,24,4,4,11,,2,,3
9253,Election_Day,90,14,15.56,8,,,2,,1,,3
9253,VBM,90,23,25.56,14,1,1,5,,,,2
9254,Election_Day,90,12,13.33,8,,2,1,,,,1
9254,VBM,90,37,41.11,18,,3,13,,2,,1
9255,Election_Day,42,5,11.9,2,1,,,,1,,1
9255,VBM,42,18,42.86,5,,2,8,,2,,1
9256,Election_Day,26,2,7.69,,,,2,,,,
9256,VBM,26,12,46.15,4,1,,3,,2,,2
9257,Election_Day,12,0,0,,,,,,,,
9257,VBM,12,8,66.67,4,,2,1,,,,1
9258,Election_Day,52,5,9.62,1,,,3,,,,1
9258,VBM,52,22,42.31,13,,1,4,1,1,,2
9401,Election_Day,54,6,11.11,5,,,1,,,,
9401,VBM,54,14,25.93,6,,2,2,,,,4
9402,Election_Day,48,8,16.67,5,,1,1,,,,1
9402,VBM,48,23,47.92,16,,2,5,,,,
9403,Election_Day,71,6,8.45,4,,,,,1,,1
9403,VBM,71,31,43.66,22,,4,1,,1,,3
9404,Election_Day,72,9,12.5,5,,1,2,,1,,
9404,VBM,72,26,36.11,11,1,4,6,2,1,,1
9405,Election_Day,73,15,20.55,6,3,2,3,1,,,
9405,VBM,73,17,23.29,12,,2,3,,,,
9406,Election_Day,67,11,16.42,4,,3,2,,1,,1
9406,VBM,67,25,37.31,15,3,4,3,,,,
9407,Election_Day,57,17,29.82,8,,1,4,,,,4
9407,VBM,57,13,22.81,9,1,1,1,,,,1
9408,Election_Day,44,9,20.45,5,,3,1,,,,
9408,VBM,44,11,25,6,1,,1,,1,,2
9409,Election_Day,34,6,17.65,1,,1,4,,,,
9409,VBM,34,10,29.41,6,,,2,,1,,1
9411,Election_Day,59,13,22.03,9,,2,,,2,,
9411,VBM,59,13,22.03,8,,,1,1,1,,2
9412,Election_Day,54,5,9.26,3,1,1,,,,,
9412,VBM,54,23,42.59,12,1,1,7,,,,2
9413,Election_Day,86,12,13.95,10,,,1,,1,,
9413,VBM,86,35,40.7,19,3,4,7,,,,2
9414,Election_Day,70,11,15.71,6,,,4,,,,1
9414,VBM,70,27,38.57,15,3,2,3,,1,,3
9415,Election_Day,67,15,22.39,4,1,4,3,,,,3
9415,VBM,67,22,32.84,12,1,1,4,1,1,,2
9416,Election_Day,72,19,26.39,12,,1,2,,2,,2
9416,VBM,72,23,31.94,10,3,3,2,,,,5
9417,Election_Day,60,8,13.33,5,,,1,,1,,1
9417,VBM,60,19,31.67,11,1,,4,,3,,
9418,Election_Day,74,5,6.76,3,,,1,,,,1
9418,VBM,74,35,47.3,24,,6,2,,1,,2
9419,Election_Day,103,19,18.45,13,1,1,2,,,,2
9419,VBM,103,54,52.43,33,1,6,8,1,,,5
9421,Election_Day,81,16,19.75,10,,,3,,,,3
9421,VBM,81,29,35.8,23,1,,3,,,,2
9422,Election_Day,137,39,28.47,20,,5,7,1,2,,4
9422,VBM,137,38,27.74,19,3,3,5,1,2,,5
9423,Election_Day,89,16,17.98,11,1,1,1,,1,,1
9423,VBM,89,29,32.58,17,1,1,9,,1,,
9424,Election_Day,73,5,6.85,1,,1,,,1,,2
9424,VBM,73,24,32.88,8,,9,3,,2,,2
9425,Election_Day,78,6,7.69,3,,1,1,1,,,
9425,VBM,78,33,42.31,13,4,2,5,,1,,8
9426,Election_Day,77,8,10.39,7,,,,,,,1
9426,VBM,77,26,33.77,13,2,3,2,1,3,1,1
9427,Election_Day,105,17,16.19,9,2,1,2,,2,,1
