precinct,ballot_type,registered_voters,ballots_cast,turnout,Yes,No,over_votes,under_votes
7846,Election_Day,886,248,27.99,164,63,1,20
7846,VBM,886,326,36.79,193,104,,29
7847,Election_Day,888,254,28.6,177,61,,16
7847,VBM,888,328,36.94,218,77,,33
7848,Election_Day,860,246,28.6,152,63,,31
7848,VBM,860,351,40.81,199,116,,36
7849,Election_Day,920,290,31.52,184,95,,11
7849,VBM,920,326,35.43,193,106,,27
7851,Election_Day,502,114,22.71,54,48,,12
7851,VBM,502,230,45.82,115,99,,16
7852,Election_Day,633,153,24.17,86,57,,10
7852,VBM,633,268,42.34,151,99,1,17
7853,Election_Day,817,213,26.07,122,74,2,15
7853,VBM,817,319,39.05,201,92,1,25
7854,Election_Day,884,248,28.05,165,59,,24
7854,VBM,884,339,38.35,215,101,1,22
7855,Election_Day,881,282,32.01,195,59,1,27
7855,VBM,881,323,36.66,187,105,,31
7856,Election_Day,785,231,29.43,143,63,,25
7856,VBM,785,312,39.75,199,84,1,28
7857,Election_Day,919,232,25.24,172,42,,18
7857,VBM,919,362,39.39,233,106,,23
7858,Election_Day,750,240,32,172,50,,18
7858,VBM,750,240,32,160,60,,20
7859,Election_Day,844,226,26.78,131,75,,20
7859,VBM,844,346,41,212,98,1,35
7861,Election_Day,844,240,28.44,151,62,,27
7861,VBM,844,315,37.32,187,95,,33
7862,Election_Day,884,265,29.98,178,69,,18
7862,VBM,884,320,36.2,208,91,,21
7863,Election_Day,879,279,31.74,181,77,,21
7863,VBM,879,288,32.76,195,69,,24
7864,Election_Day,769,214,27.83,153,40,,21
7864,VBM,769,266,34.59,172,73,,21
7865,Election_Day,814,258,31.7,190,49,,19
7865,VBM,814,300,36.86,192,80,,28
7866,Election_Day,786,196,24.94,113,67,,16
7866,VBM,786,361,45.93,198,126,,37
7867,Election_Day,892,251,28.14,151,67,1,32
7867,VBM,892,340,38.12,205,115,,20
7868,Election_Day,835,212,25.39,121,77,,14
7868,VBM,835,331,39.64,195,107,,29
7869,Election_Day,832,248,29.81,168,57,,23
7869,VBM,832,361,43.39,219,116,,26
7871,Election_Day,863,253,29.32,146,82,1,24
7871,VBM,863,355,41.14,210,115,,30
7872,Election_Day,876,284,32.42,157,100,,27
7872,VBM,876,345,39.38,200,111,1,33
7873,Election_Day,847,249,29.4,163,59,2,25
7873,VBM,847,345,40.73,221,94,,30
7874,Election_Day,461,127,27.55,84,23,,20
7874,VBM,461,167,36.23,102,52,,13
7875,Election_Day,580,108,18.62,77,16,,15
7875,VBM,580,219,37.76,154,44,,21
7901,Election_Day,1134,281,24.78,195,58,,28
7901,VBM,1134,312,27.51,210,79,,23
7902,Election_Day,935,254,27.17,187,49,,18
7902,VBM,935,243,25.99,176,53,,14
7903,Election_Day,848,186,21.93,134,26,,26
7903,VBM,848,240,28.3,188,33,,19
7904,Election_Day,861,176,20.44,128,34,,14
7904,VBM,861,269,31.24,179,67,,23
7905,Election_Day,821,225,27.41,160,41,,24
7905,VBM,821,261,31.79,178,67,,16
7906,Election_Day,778,229,29.43,161,52,,16
7906,VBM,778,234,30.08,168,51,,15
7907,Election_Day,925,258,27.89,192,47,,19
7907,VBM,925,289,31.24,198,69,,22
7908,Election_Day,935,249,26.63,181,45,,23
7908,VBM,935,271,28.98,192,63,,16
7909,Election_Day,735,217,29.52,161,38,,18
7909,VBM,735,204,27.76,142,51,,11
7911,Election_Day,849,238,28.03,171,49,,18
7911,VBM,849,277,32.63,195,60,,22
7912,Election_Day,1004,263,26.2,187,46,,30
7912,VBM,1004,306,30.48,204,72,,30
7913,Election_Day,890,293,32.92,202,58,,33
7913,VBM,890,252,28.31,173,66,,13
7914,Election_Day,859,265,30.85,183,53,,29
7914,VBM,859,270,31.43,195,48,,27
7915,Election_Day,784,239,30.48,188,36,,15
7915,VBM,784,195,24.87,142,40,1,12
7916,Election_Day,867,257,29.64,195,42,,20
7916,VBM,867,268,30.91,199,57,1,11
7917,Election_Day,1003,296,29.51,219,50,,27
7917,VBM,1003,286,28.51,204,59,1,22
7918,Election_Day,807,244,30.24,189,37,,18
7918,VBM,807,238,29.49,172,51,1,14
7919,Election_Day,858,270,31.47,214,40,1,15
7919,VBM,858,226,26.34,174,35,,17
7921,Election_Day,893,229,25.64,154,52,,23
7921,VBM,893,244,27.32,185,52,,7
7922,Election_Day,836,229,27.39,163,41,,25
7922,VBM,836,277,33.13,196,59,,22
7923,Election_Day,877,252,28.73,185,49,,18
7923,VBM,877,276,31.47,194,59,,23
7924,Election_Day,815,226,27.73,167,33,,26
7924,VBM,815,252,30.92,166,70,1,15
7925,Election_Day,551,154,27.95,120,25,1,8
7925,VBM,551,194,35.21,138,41,,15
7926,Election_Day,786,219,27.86,160,41,,18
7926,VBM,786,272,34.61,196,57,,19
7927,Election_Day,751,247,32.89,191,44,,12
7927,VBM,751,270,35.95,175,84,,11
7928,Election_Day,907,302,33.3,211,65,,26
7928,VBM,907,315,34.73,212,77,,26
7929,Election_Day,833,227,27.25,144,64,1,18
7929,VBM,833,351,42.14,238,97,,16
7931,Election_Day,737,207,28.09,150,40,1,16
7931,VBM,737,325,44.1,231,72,,22
7932,Election_Day,531,133,25.05,92,32,,9
7932,VBM,531,197,37.1,140,45,1,11
7933,Election_Day,8,0,0,,,,
7933,VBM,8,6,75,5,1,,
7934,Election_Day,831,219,26.35,162,31,2,24
7934,VBM,831,308,37.06,231,55,,22
7935,Election_Day,907,273,30.1,201,53,,19
7935,VBM,907,344,37.93,250,77,1,16
7936,Election_Day,843,266,31.55,186,51,,29
7936,VBM,843,294,34.88,199,75,,20
7937,Election_Day,870,246,28.28,175,48,,23
7937,VBM,870,313,35.98,226,66,,21
7938,Election_Day,753,213,28.29,152,42,,19
7938,VBM,753,221,29.35,158,45,,18
7939,Election_Day,659,230,34.9,156,51,1,22
7939,VBM,659,227,34.45,179,35,,13
7941,Election_Day,761,208,27.33,151,36,,21
7941,VBM,761,273,35.87,184,60,1,28
7942,Election_Day,868,217,25,146,53,,18
7942,VBM,868,272,31.34,177,64,,31
7943,Election_Day,873,238,27.26,160,58,,20
7943,VBM,873,304,34.82,190,95,,19
7944,Election_Day,793,235,29.63,173,45,,17
7944,VBM,793,247,31.15,186,50,,11
7945,Election_Day,846,113,13.36,78,24,,11
7945,VBM,846,305,36.05,211,64,1,29
7946,Election_Day,915,149,16.28,104,38,,7
7946,VBM,915,337,36.83,192,112,,33
7947,Election_Day,886,156,17.61,96,44,,16
7947,VBM,886,281,31.72,155,91,,35
7948,Election_Day,875,190,21.71,111,67,,12
7948,VBM,875,281,32.11,149,104,1,27
7949,Election_Day,538,80,14.87,34,33,,13
7949,VBM,538,197,36.62,109,73,,15
7951,Election_Day,752,117,15.56,74,29,,14
7951,VBM,752,306,40.69,159,116,2,29
7952,Election_Day,778,137,17.61,82,43,,12
7952,VBM,778,257,33.03,158,79,,20
7953,Election_Day,794,156,19.65,89,45,,22
7953,VBM,794,285,35.89,139,118,,28
7954,Election_Day,0,0,0,,,,
7954,VBM,0,1,0,1,,,
7955,Election_Day,831,143,17.21,82,46,,15
7955,VBM,831,281,33.81,149,97,,35
7956,Election_Day,712,99,13.9,69,24,,6
7956,VBM,712,255,35.81,159,82,,14
7957,Election_Day,624,109,17.47,77,21,,11
7957,VBM,624,202,32.37,120,60,,22
7958,Election_Day,266,10,3.76,4,4,,2
7958,VBM,266,112,42.11,72,28,,12
9001,Election_Day,234,5,2.14,2,2,,1
9001,VBM,234,98,41.88,62,28,,8
9101,Election_Day,840,197,23.45,124,53,,20
9101,VBM,840,306,36.43,184,93,,29
9102,Election_Day,892,214,23.99,137,57,,20
9102,VBM,892,319,35.76,193,105,,21
9103,Election_Day,909,192,21.12,109,61,,22
9103,VBM,909,293,32.23,176,87,,30
9104,Election_Day,927,204,22.01,144,36,,24
9104,VBM,927,295,31.82,198,79,,18
9105,Election_Day,903,225,24.92,145,54,,26
9105,VBM,903,309,34.22,169,105,1,34
9106,Election_Day,892,252,28.25,157,68,,27
9106,VBM,892,333,37.33,194,105,1,33
9107,Election_Day,767,197,25.68,118,47,1,31
9107,VBM,767,240,31.29,150,67,,23
9108,Election_Day,758,197,25.99,129,46,,22
9108,VBM,758,232,30.61,152,56,1,23
9109,Election_Day,810,206,25.43,127,64,,15
9109,VBM,810,273,33.7,170,82,1,20
9111,Election_Day,713,184,25.81,115,39,,30
9111,VBM,713,209,29.31,129,56,1,23
9112,Election_Day,908,210,23.13,146,47,,17
9112,VBM,908,312,34.36,201,83,,28
9113,Election_Day,938,245,26.12,156,72,,17
9113,VBM,938,319,34.01,185,105,,29
9114,Election_Day,847,191,22.55,129,42,,20
9114,VBM,847,279,32.94,181,70,1,27
9115,Election_Day,876,205,23.4,137,53,1,14
9115,VBM,876,283,32.31,184,76,2,21
9116,Election_Day,900,208,23.11,143,43,,22
9116,VBM,900,263,29.22,151,90,1,21
9117,Election_Day,729,179,24.55,108,56,,15
9117,VBM,729,278,38.13,146,106,,26
9118,Election_Day,904,212,23.45,133,55,,24
9118,VBM,904,282,31.19,157,86,,39
9119,Election_Day,865,166,19.19,115,40,,11
9119,VBM,865,318,36.76,171,114,2,31
9121,Election_Day,882,207,23.47,132,54,,21
9121,VBM,882,284,32.2,159,97,,28
9122,Election_Day,864,168,19.44,115,34,,19
9122,VBM,864,283,32.75,167,83,,33
9123,Election_Day,819,206,25.15,132,55,,19
9123,VBM,819,288,35.16,160,92,1,35
9124,Election_Day,877,187,21.32,126,42,,19
9124,VBM,877,265,30.22,155,84,,26
9125,Election_Day,833,183,21.97,121,37,,25
9125,VBM,833,302,36.25,191,85,,26
9126,Election_Day,914,203,22.21,127,53,,23
9126,VBM,914,326,35.67,179,115,,32
9127,Election_Day,929,234,25.19,135,76,,23
9127,VBM,929,306,32.94,175,99,2,30
9128,Election_Day,826,230,27.85,120,79,,31
9128,VBM,826,270,32.69,155,81,,34
9129,Election_Day,673,182,27.04,111,48,,23
9129,VBM,673,212,31.5,113,71,,28
9131,Election_Day,733,178,24.28,96,50,,32
9131,VBM,733,248,33.83,153,73,1,21
9132,Election_Day,834,203,24.34,144,33,,26
9132,VBM,834,241,28.9,167,46,,28
9133,Election_Day,986,211,21.4,126,57,,28
9133,VBM,986,360,36.51,219,112,,29
9134,Election_Day,822,155,18.86,98,39,,18
9134,VBM,822,282,34.31,164,93,,25
9135,Election_Day,782,169,21.61,103,53,,13
9135,VBM,782,249,31.84,145,76,,28
9136,Election_Day,893,210,23.52,152,39,,19
9136,VBM,893,302,33.82,183,84,,35
9137,Election_Day,912,184,20.18,114,53,,17
9137,VBM,912,315,34.54,192,95,,28
9138,Election_Day,858,146,17.02,90,47,,9
9138,VBM,858,284,33.1,174,81,,29
9139,Election_Day,943,187,19.83,111,57,,19
9139,VBM,943,350,37.12,181,143,,26
9141,Election_Day,895,190,21.23,130,43,,17
9141,VBM,895,321,35.87,179,116,,26
9142,Election_Day,901,217,24.08,148,46,,23
9142,VBM,901,290,32.19,196,73,,21
9143,Election_Day,865,208,24.05,136,57,,15
9143,VBM,865,296,34.22,166,96,1,33
9144,Election_Day,926,242,26.13,147,70,,25
9144,VBM,926,316,34.13,182,115,,19
9145,Election_Day,823,210,25.52,137,50,,23
9145,VBM,823,271,32.93,169,84,,18
9146,Election_Day,856,246,28.74,167,56,,23
9146,VBM,856,267,31.19,168,77,1,21
9147,Election_Day,894,233,26.06,160,52,,21
9147,VBM,894,289,32.33,189,78,1,21
9148,Election_Day,943,272,28.84,174,65,,33
9148,VBM,943,295,31.28,159,94,,42
9149,Election_Day,893,236,26.43,160,47,,29
9149,VBM,893,292,32.7,193,76,,23
9151,Election_Day,775,155,20,99,45,,11
9151,VBM,775,266,34.32,152,89,1,24
9152,Election_Day,724,106,14.64,67,26,,13
9152,VBM,724,158,21.82,111,32,,15
9201,Election_Day,903,240,26.58,181,39,,20
9201,VBM,903,262,29.01,176,58,,28
9202,Election_Day,871,221,25.37,133,63,,25
9202,VBM,871,239,27.44,151,67,,21
9203,Election_Day,903,174,19.27,81,67,,26
9203,VBM,903,290,32.12,98,156,,36
9204,Election_Day,753,166,22.05,70,70,,26
9204,VBM,753,226,30.01,87,122,,17
9205,Election_Day,665,137,20.6,58,57,,22
9205,VBM,665,219,32.93,121,70,,28
9206,Election_Day,879,155,17.63,65,78,,12
9206,VBM,879,301,34.24,122,132,,47
9207,Election_Day,858,177,20.63,69,81,,27
9207,VBM,858,242,28.21,103,118,1,20
9208,Election_Day,869,183,21.06,87,68,,28
9208,VBM,869,226,26.01,102,100,1,23
9209,Election_Day,658,157,23.86,66,75,,16
9209,VBM,658,182,27.66,84,80,,18
9211,Election_Day,777,162,20.85,79,65,,18
9211,VBM,777,201,25.87,92,88,,21
9212,Election_Day,762,159,20.87,87,50,,22
9212,VBM,762,211,27.69,113,79,,19
9213,Election_Day,870,172,19.77,81,63,,28
9213,VBM,870,257,29.54,148,83,1,25
9214,Election_Day,565,110,19.47,46,44,,20
9214,VBM,565,194,34.34,96,81,1,16
9215,Election_Day,604,134,22.19,41,73,,20
9215,VBM,604,196,32.45,82,93,,21
9216,Election_Day,712,159,22.33,80,57,,22
9216,VBM,712,170,23.88,67,85,,18
9217,Election_Day,682,148,21.7,82,53,1,12
9217,VBM,682,199,29.18,98,76,,25
9218,Election_Day,743,136,18.3,65,50,,21
9218,VBM,743,214,28.8,109,85,,20
9219,Election_Day,719,182,25.31,97,61,,24
9219,VBM,719,177,24.62,80,66,,31
9221,Election_Day,611,133,21.77,53,68,,12
9221,VBM,611,259,42.39,97,140,,22
9222,Election_Day,802,151,18.83,65,69,,17
9222,VBM,802,302,37.66,114,151,,37
9223,Election_Day,591,93,15.74,50,35,,8
9223,VBM,591,210,35.53,97,92,,21
9224,Election_Day,898,182,20.27,81,72,,29
9224,VBM,898,288,32.07,122,145,,21
9225,Election_Day,866,192,22.17,94,72,,26
9225,VBM,866,237,27.37,118,91,,28
9226,Election_Day,822,169,20.56,82,63,,24
9226,VBM,822,274,33.33,128,113,,33
9227,Election_Day,709,153,21.58,66,66,,21
9227,VBM,709,287,40.48,138,129,1,19
9228,Election_Day,687,164,23.87,73,73,,18
9228,VBM,687,273,39.74,129,120,,24
9229,Election_Day,576,135,23.44,58,65,1,11
9229,VBM,576,229,39.76,105,109,,15
9231,Election_Day,961,281,29.24,173,80,1,27
9231,VBM,961,308,32.05,174,108,1,25
9232,Election_Day,706,181,25.64,88,70,,23
9232,VBM,706,240,33.99,115,107,,18
9233,Election_Day,748,166,22.19,76,67,,23
9233,VBM,748,280,37.43,118,143,,19
9234,Election_Day,708,141,19.92,78,50,,13
9234,VBM,708,264,37.29,113,125,1,25
9235,Election_Day,825,195,23.64,73,98,,24
9235,VBM,825,284,34.42,121,142,,21
9236,Election_Day,637,144,22.61,75,55,,14
9236,VBM,637,225,35.32,105,93,,27
9237,Election_Day,846,167,19.74,78,58,,31
9237,VBM,846,294,34.75,125,145,,24
9238,Election_Day,778,148,19.02,74,48,,26
9238,VBM,778,297,38.17,120,140,,37
9239,Election_Day,811,154,18.99,69,59,,26
9239,VBM,811,301,37.11,138,131,,32
9241,Election_Day,903,197,21.82,109,62,,26
9241,VBM,903,281,31.12,133,114,,34
9242,Election_Day,864,192,22.22,106,69,,17
9242,VBM,864,274,31.71,151,101,,22
9243,Election_Day,567,139,24.51,61,53,,25
9243,VBM,567,193,34.04,93,81,,19
9244,Election_Day,828,191,23.07,98,66,,27
9244,VBM,828,252,30.43,133,93,,26
9245,Election_Day,665,157,23.61,93,41,,23
9245,VBM,665,218,32.78,124,72,,22
9246,Election_Day,861,196,22.76,102,71,,23
9246,VBM,861,294,34.15,152,109,,33
9247,Election_Day,887,202,22.77,117,62,,23
9247,VBM,887,312,35.17,156,131,,25
9248,Election_Day,834,181,21.7,91,64,,26
9248,VBM,834,286,34.29,158,96,,32
9249,Election_Day,857,219,25.55,103,90,,26
9249,VBM,857,278,32.44,140,109,,29
9251,Election_Day,882,220,24.94,130,73,,17
9251,VBM,882,312,35.37,169,115,1,27
9252,Election_Day,861,170,19.74,96,55,,19
9252,VBM,861,351,40.77,186,126,,39
9253,Election_Day,741,168,22.67,98,47,,23
9253,VBM,741,231,31.17,123,75,,33
9254,Election_Day,860,203,23.6,120,52,,31
9254,VBM,860,311,36.16,170,113,,28
9255,Election_Day,513,134,26.12,79,34,,21
9255,VBM,513,156,30.41,99,44,,13
9256,Election_Day,371,83,22.37,47,21,,15
9256,VBM,371,101,27.22,65,29,,7
9257,Election_Day,284,14,4.93,8,3,,3
9257,VBM,284,156,54.93,108,38,,10
9258,Election_Day,659,130,19.73,83,42,,5
9258,VBM,659,246,37.33,161,76,,9
9401,Election_Day,909,253,27.83,176,35,,42
9401,VBM,909,262,28.82,193,51,,18
9402,Election_Day,954,243,25.47,170,49,,24
9402,VBM,954,311,32.6,178,103,,30
9403,Election_Day,862,185,21.46,118,51,,16
9403,VBM,862,291,33.76,159,110,,22
9404,Election_Day,849,171,20.14,97,57,,17
9404,VBM,849,252,29.68,152,83,,17
9405,Election_Day,765,186,24.31,99,61,,26
9405,VBM,765,255,33.33,151,81,,23
9406,Election_Day,862,200,23.2,122,52,,26
9406,VBM,862,263,30.51,157,85,,21
9407,Election_Day,851,211,24.79,116,63,,32
9407,VBM,851,256,30.08,156,73,,27
9408,Election_Day,805,214,26.58,145,45,,24
9408,VBM,805,244,30.31,173,49,,22
9409,Election_Day,574,168,29.27,121,35,,12
9409,VBM,574,175,30.49,114,41,,20
9411,Election_Day,987,256,25.94,174,44,1,37
9411,VBM,987,293,29.69,211,60,,22
9412,Election_Day,838,213,25.42,141,50,,22
9412,VBM,838,261,31.15,147,92,,22
9413,Election_Day,871,191,21.93,117,46,1,27
9413,VBM,871,292,33.52,169,96,,27
9414,Election_Day,837,175,20.91,96,48,,31
9414,VBM,837,336,40.14,194,107,,35
9415,Election_Day,764,145,18.98,98,39,,8
9415,VBM,764,259,33.9,154,78,,27
9416,Election_Day,947,225,23.76,130,67,,28
9416,VBM,947,302,31.89,160,102,,40
9417,Election_Day,709,137,19.32,83,39,,15
9417,VBM,709,235,33.15,115,101,,19
9418,Election_Day,761,160,21.02,90,58,,12
9418,VBM,761,243,31.93,112,97,,34
9419,Election_Day,841,142,16.88,78,57,,7
9419,VBM,841,307,36.5,150,130,,27
9421,Election_Day,876,145,16.55,84,37,,24
9421,VBM,876,312,35.62,155,132,1,24
9422,Election_Day,1001,240,23.98,136,80,,24
9422,VBM,1001,317,31.67,165,122,1,29
9423,Election_Day,850,162,19.06,91,53,,18
9423,VBM,850,288,33.88,171,84,,33
9424,Election_Day,902,165,18.29,97,47,,21
9424,VBM,902,295,32.71,167,107,,21
9425,Election_Day,880,155,17.61,96,40,,19
9425,VBM,880,287,32.61,168,87,,32
9426,Election_Day,766,128,16.71,70,43,,15
9426,VBM,766,248,32.38,148,82,,18
9427,Election_Day,886,143,16.14,65,57,,21
9427,VBM,886,300,33.86,151,127,,22
9428,Election_Day,890,133,14.94,85,39,,9
9428,VBM,890,325,36.52,187,120,,18
9429,Election_Day,848,197,23.23,118,62,,17
9429,VBM,848,253,29.83,145,88,,20
9431,Election_Day,941,172,18.28,107,53,,12
9431,VBM,941,348,36.98,160,147,,41
9432,Election_Day,855,183,21.4,114,54,,15
9432,VBM,855,271,31.7,140,97,,34
9433,Election_Day,882,166,18.82,86,60,,20
9433,VBM,882,307,34.81,172,103,,32
9434,Election_Day,944,208,22.03,121,68,,19
9434,VBM,944,320,33.9,166,130,1,23
9435,Election_Day,909,201,22.11,109,59,2,31
9435,VBM,909,305,33.55,166,108,,31
9436,Election_Day,951,178,18.72,95,60,,23
9436,VBM,951,320,33.65,167,122,,31
9437,Election_Day,878,174,19.82,101,55,,18
9437,VBM,878,298,33.94,143,128,,27
9438,Election_Day,917,161,17.56,90,51,,20
9438,VBM,917,325,35.44,177,123,,25
9439,Election_Day,836,156,18.66,78,56,,22
9439,VBM,836,283,33.85,144,116,,23
9441,Election_Day,944,185,19.6,130,40,,15
9441,VBM,944,322,34.11,180,111,,31
9442,Election_Day,935,218,23.32,146,47,,25
9442,VBM,935,308,32.94,177,106,,25
9443,Election_Day,867,195,22.49,132,46,,17
9443,VBM,867,266,30.68,154,89,,23
9444,Election_Day,877,125,14.25,69,40,,16
9444,VBM,877,295,33.64,154,100,1,40
9445,Election_Day,918,192,20.92,111,66,,15
9445,VBM,918,329,35.84,191,116,,22
9446,Election_Day,995,210,21.11,121,73,,16
9446,VBM,995,369,37.09,175,156,,38
9447,Election_Day,892,169,18.95,102,51,,16
9447,VBM,892,317,35.54,170,120,,27
9448,Election_Day,855,155,18.13,88,53,,14
9448,VBM,855,296,34.62,168,99,,29
9449,Election_Day,763,111,14.55,60,31,,20
9449,VBM,763,276,36.17,133,119,,24
9451,Election_Day,402,85,21.14,47,31,,7
9451,VBM,402,156,38.81,77,69,,10
9452,Election_Day,765,206,26.93,98,82,,26
9452,VBM,765,258,33.73,138,97,,23
9453,Election_Day,454,90,19.82,46,33,,11
9453,VBM,454,168,37,73,75,,20
9501,Election_Day,141,2,1.42,1,1,,
9501,VBM,141,74,52.48,51,15,,8
9502,Election_Day,201,7,3.48,4,3,,
9502,VBM,201,120,59.7,76,32,,12
9503-9504,Election_Day,673,125,18.57,86,30,,9
9503-9504,VBM,673,210,31.2,124,66,,20
9505,Election_Day,738,149,20.19,95,37,,17
9505,VBM,738,223,30.22,155,52,,16
9506,Election_Day,734,160,21.8,106,38,,16
9506,VBM,734,183,24.93,125,47,,11
9507,Election_Day,731,180,24.62,129,32,,19
9507,VBM,731,258,35.29,194,45,,19
9508,Election_Day,797,229,28.73,166,37,1,25
9508,VBM,797,233,29.23,152,56,,25
9509,Election_Day,671,182,27.12,136,28,,18
9509,VBM,671,213,31.74,135,52,,26
9511,Election_Day,592,165,27.87,123,29,,13
9511,VBM,592,169,28.55,115,38,,16
9512,Election_Day,776,192,24.74,130,37,,25
9512,VBM,776,259,33.38,184,60,,15
9513,Election_Day,849,204,24.03,149,35,,20
9513,VBM,849,243,28.62,173,50,,20
9514-9522,Election_Day,890,265,29.78,169,58,,38
9514-9522,VBM,890,284,31.91,180,71,,33
9515,Election_Day,694,222,31.99,145,62,,15
9515,VBM,694,224,32.28,140,62,,22
9516,Election_Day,855,225,26.32,147,50,1,27
9516,VBM,855,282,32.98,170,84,1,27
9517,Election_Day,786,215,27.35,144,35,,36
9517,VBM,786,271,34.48,190,50,1,30
9518,Election_Day,750,213,28.4,145,46,,22
9518,VBM,750,251,33.47,171,55,1,24
9519,Election_Day,859,251,29.22,160,57,,34
9519,VBM,859,277,32.25,176,72,2,27
9521,Election_Day,860,275,31.98,186,58,,31
9521,VBM,860,280,32.56,180,73,,27
9701,Election_Day,642,194,30.22,133,39,,22
9701,VBM,642,213,33.18,130,63,,20
9702,Election_Day,723,220,30.43,157,41,,22
9702,VBM,723,221,30.57,132,69,,20
9703,Election_Day,917,197,21.48,116,60,,21
9703,VBM,917,318,34.68,178,113,1,26
9704,Election_Day,902,228,25.28,137,61,,30
9704,VBM,902,317,35.14,173,112,,32
9705,Election_Day,859,269,31.32,170,72,,27
9705,VBM,859,285,33.18,185,78,,22
9706,Election_Day,52,1,1.92,1,,,
9706,VBM,52,39,75,21,12,,6
9707,Election_Day,741,146,19.7,74,60,,12
9707,VBM,741,283,38.19,142,120,,21
9708,Election_Day,876,225,25.68,147,54,,24
9708,VBM,876,307,35.05,192,90,1,24
9709,Election_Day,942,203,21.55,110,67,,26
9709,VBM,942,333,35.35,170,137,,26
9711,Election_Day,621,162,26.09,93,59,,10
9711,VBM,621,267,43,130,120,3,14
9712,Election_Day,621,147,23.67,72,68,,7
9712,VBM,621,265,42.67,119,124,1,21
9713,Election_Day,913,170,18.62,85,67,,18
9713,VBM,913,347,38.01,175,141,,31
9714,Election_Day,898,187,20.82,92,84,,11
9714,VBM,898,372,41.43,167,172,2,31
9715,Election_Day,557,174,31.24,71,86,,17
9715,VBM,557,191,34.29,65,107,,19
9716,Election_Day,914,194,21.23,117,56,,21
9716,VBM,914,325,35.56,170,132,,23
9717,Election_Day,942,217,23.04,115,79,,23
9717,VBM,942,339,35.99,173,133,,33
9718,Election_Day,819,195,23.81,95,85,,15
9718,VBM,819,356,43.47,187,150,1,18
9719,Election_Day,852,216,25.35,101,89,,26
9719,VBM,852,349,40.96,163,164,,22
9721,Election_Day,628,176,28.03,73,92,,11
9721,VBM,628,230,36.62,122,94,,14
9722,Election_Day,608,109,17.93,53,43,,13
9722,VBM,608,264,43.42,127,111,,26
9723,Election_Day,435,58,13.33,23,30,,5
9723,VBM,435,200,45.98,82,105,,13
9724,Election_Day,903,159,17.61,67,75,,17
9724,VBM,903,349,38.65,151,171,,27
9725,Election_Day,937,156,16.65,62,72,,22
9725,VBM,937,337,35.97,153,152,,32
9726,Election_Day,676,133,19.67,95,26,,12
9726,VBM,676,175,25.89,120,34,,21
9727,Election_Day,419,70,16.71,24,39,,7
9727,VBM,419,185,44.15,70,102,,13
9728,Election_Day,899,190,21.13,95,78,,17
9728,VBM,899,362,40.27,154,179,,29
9729,Election_Day,766,155,20.23,52,88,,15
9729,VBM,766,320,41.78,118,183,3,16
9731,Election_Day,506,148,29.25,58,76,,14
9731,VBM,506,182,35.97,75,94,,13
9732,Election_Day,74,4,5.41,4,,,
9732,VBM,74,52,70.27,22,25,,5
9733,Election_Day,209,5,2.39,3,,,2
9733,VBM,209,143,68.42,71,58,1,13
9734,Election_Day,580,133,22.93,53,70,2,8
9734,VBM,580,237,40.86,117,100,,20
9735,Election_Day,763,159,20.84,72,64,,23
9735,VBM,763,329,43.12,160,145,,24
9736,Election_Day,687,156,22.71,85,57,,14
9736,VBM,687,289,42.07,142,117,,30
9737,Election_Day,756,177,23.41,111,47,,19
9737,VBM,756,348,46.03,200,123,,25
9738,Election_Day,769,167,21.72,106,42,,19
9738,VBM,769,245,31.86,153,64,,28
9739,Election_Day,806,166,20.6,119,32,,15
9739,VBM,806,202,25.06,144,46,,12
9741,Election_Day,765,53,6.93,34,7,,12
9741,VBM,765,49,6.41,37,5,,7
9742,Election_Day,603,120,19.9,46,57,,17
9742,VBM,603,185,30.68,76,86,,23
9743,Election_Day,986,217,22.01,153,40,1,23
9743,VBM,986,331,33.57,233,76,,22
9744,Election_Day,877,191,21.78,121,49,,21
9744,VBM,877,228,26,157,57,,14
9745,Election_Day,969,184,18.99,133,31,,20
9745,VBM,969,235,24.25,158,51,1,25
9746,Election_Day,872,200,22.94,99,87,,14
9746,VBM,872,338,38.76,176,136,1,25
9747,Election_Day,917,215,23.45,137,54,,24
9747,VBM,917,332,36.21,187,115,2,28
9748,Election_Day,937,195,20.81,113,68,,14
9748,VBM,937,342,36.5,194,124,,24
9749,Election_Day,865,173,20,108,51,,14
9749,VBM,865,238,27.51,150,75,,13
9751,Election_Day,929,197,21.21,119,69,,9
9751,VBM,929,370,39.83,184,158,,28
9752,Election_Day,704,163,23.15,81,67,,15
9752,VBM,704,299,42.47,154,124,,21
9753,Election_Day,727,148,20.36,93,40,,15
9753,VBM,727,282,38.79,193,72,,17
9754,Election_Day,695,170,24.46,111,41,,18
9754,VBM,695,271,38.99,172,80,,19
9755,Election_Day,578,134,23.18,86,36,,12
9755,VBM,578,221,38.24,150,63,,8
9756,Election_Day,867,160,18.45,91,42,1,26
9756,VBM,867,288,33.22,168,105,1,14
9801,Election_Day,426,86,20.19,51,23,1,11
9801,VBM,426,147,34.51,90,42,,15
9900,Election_Day,0,0,0,,,,
9900,VBM,0,0,0,,,,
9901,Election_Day,0,0,0,,,,
9901,VBM,0,0,0,,,,
9902,Election_Day,0,0,0,,,,
9902,VBM,0,0,0,,,,
