PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7041 MB,VBM,7041,1,62,36,58.06,23,11,2,0
Pct 7042,Election Day,7042,1,697,145,20.80,76,57,12,0
Pct 7042,VBM,7042,1,697,369,52.94,201,133,32,1
Pct 7043,Election Day,7043,1,990,208,21.01,134,60,14,0
Pct 7043,VBM,7043,1,990,432,43.64,265,126,36,0
Pct 7044,Election Day,7044,1,867,234,26.99,162,59,13,0
Pct 7044,VBM,7044,1,867,181,20.88,95,74,13,0
Pct 7045,Election Day,7045,1,803,205,25.53,100,84,20,0
Pct 7045,VBM,7045,1,803,326,40.60,146,157,22,1
Pct 7046,Election Day,7046,1,435,110,25.29,55,41,12,0
Pct 7046,VBM,7046,1,435,209,48.05,113,80,14,0
Pct 7047,Election Day,7047,1,858,178,20.75,107,54,16,0
Pct 7047,VBM,7047,1,858,424,49.42,193,188,37,1
Pct 7048,Election Day,7048,1,877,196,22.35,99,83,14,0
Pct 7048,VBM,7048,1,877,322,36.72,155,122,41,0
Pct 7049,Election Day,7049,1,829,219,26.42,115,75,29,0
Pct 7049,VBM,7049,1,829,315,38.00,128,150,33,0
Pct 7051,Election Day,7051,1,909,160,17.60,80,52,28,0
Pct 7051,VBM,7051,1,909,452,49.72,191,218,37,1
Pct 7052,Election Day,7052,1,894,214,23.94,118,71,25,0
Pct 7052,VBM,7052,1,894,461,51.57,203,218,37,0
Pct 7053,Election Day,7053,1,552,105,19.02,58,35,11,0
Pct 7053,VBM,7053,1,552,357,64.67,171,154,25,0
Pct 7054,Election Day,7054,1,1068,318,29.78,197,96,24,0
Pct 7054,VBM,7054,1,1068,365,34.18,227,89,47,0
Pct 7101 MB,Election Day,7101,1,150,3,2.00,3,0,0,0
Pct 7101 MB,VBM,7101,1,150,123,82.00,96,18,8,0
Pct 7201,Election Day,7201,1,983,268,27.26,171,76,21,0
Pct 7201,VBM,7201,1,983,600,61.04,381,153,52,1
Pct 7202,Election Day,7202,1,885,278,31.41,187,82,9,0
Pct 7202,VBM,7202,1,885,474,53.56,279,153,32,0
Pct 7203,Election Day,7203,1,950,341,35.89,209,97,27,0
Pct 7203,VBM,7203,1,950,499,52.53,346,115,29,0
Pct 7204,Election Day,7204,1,933,276,29.58,191,65,20,0
Pct 7204,VBM,7204,1,933,557,59.70,367,142,39,0
Pct 7205,Election Day,7205,1,903,292,32.34,188,84,20,0
Pct 7205,VBM,7205,1,903,523,57.92,358,129,29,2
Pct 7206,Election Day,7206,1,390,137,35.13,93,34,10,0
Pct 7206,VBM,7206,1,390,203,52.05,132,64,7,0
Pct 7207,Election Day,7207,1,712,184,25.84,127,40,18,0
Pct 7207,VBM,7207,1,712,411,57.72,247,122,34,0
Pct 7208,Election Day,7208,1,635,155,24.41,107,38,9,0
Pct 7208,VBM,7208,1,635,384,60.47,235,102,40,0
Pct 7209,Election Day,7209,1,563,84,14.92,55,22,7,0
Pct 7209,VBM,7209,1,563,407,72.29,270,106,26,0
Pct 7301,Election Day,7301,1,1080,258,23.89,163,76,23,0
Pct 7301,VBM,7301,1,1080,555,51.39,282,197,67,0
Pct 7302,Election Day,7302,1,862,224,25.99,132,64,29,0
Pct 7302,VBM,7302,1,862,508,58.93,299,162,43,0
Pct 7303,Election Day,7303,1,1032,313,30.33,215,74,27,0
Pct 7303,VBM,7303,1,1032,538,52.13,353,137,44,0
Pct 7304,Election Day,7304,1,993,327,32.93,213,91,23,0
Pct 7304,VBM,7304,1,993,501,50.45,301,159,39,0
Pct 7305,Election Day,7305,1,906,272,30.02,182,68,21,0
Pct 7305,VBM,7305,1,906,500,55.19,325,131,30,0
Pct 7306,Election Day,7306,1,1076,351,32.62,210,95,36,0
Pct 7306,VBM,7306,1,1076,531,49.35,315,138,62,0
Pct 7307,Election Day,7307,1,826,267,32.32,192,52,23,1
Pct 7307,VBM,7307,1,826,407,49.27,258,101,37,0
Pct 7308,Election Day,7308,1,641,209,32.61,157,40,11,0
Pct 7308,VBM,7308,1,641,339,52.89,240,68,27,0
Pct 7309,Election Day,7309,1,897,295,32.89,208,71,19,0
Pct 7309,VBM,7309,1,897,469,52.29,298,119,40,1
Pct 7311,Election Day,7311,1,986,333,33.77,214,92,27,1
Pct 7311,VBM,7311,1,986,520,52.74,350,106,52,0
Pct 7312,Election Day,7312,1,874,229,26.20,148,59,23,0
Pct 7312,VBM,7312,1,874,539,61.67,341,148,43,0
Pct 7313,Election Day,7313,1,1001,261,26.07,166,71,23,0
Pct 7313,VBM,7313,1,1001,537,53.65,292,181,54,0
Pct 7314,Election Day,7314,1,833,164,19.69,89,47,29,0
Pct 7314,VBM,7314,1,833,347,41.66,146,132,57,1
Pct 7315,Election Day,7315,1,783,226,28.86,136,73,18,0
Pct 7315,VBM,7315,1,783,371,47.38,221,104,34,0
Pct 7316,Election Day,7316,1,893,220,24.64,138,56,24,0
Pct 7316,VBM,7316,1,893,441,49.38,264,127,49,0
Pct 7317,Election Day,7317,1,938,225,23.99,144,72,10,0
Pct 7317,VBM,7317,1,938,518,55.22,286,178,43,0
Pct 7318,Election Day,7318,1,788,252,31.98,154,67,27,0
Pct 7318,VBM,7318,1,788,437,55.46,244,131,56,0
Pct 7319,Election Day,7319,1,1123,330,29.39,191,110,30,0
Pct 7319,VBM,7319,1,1123,578,51.47,343,170,56,0
Pct 7321,Election Day,7321,1,683,179,26.21,102,64,15,0
Pct 7321,VBM,7321,1,683,314,45.97,159,125,22,0
Pct 7322,Election Day,7322,1,937,122,13.02,63,38,23,0
Pct 7322,VBM,7322,1,937,404,43.12,131,175,93,0
Pct 7323,Election Day,7323,1,888,277,31.19,175,77,25,0
Pct 7323,VBM,7323,1,888,450,50.68,255,140,44,0
Pct 7324,Election Day,7324,1,756,216,28.57,133,65,16,0
Pct 7324,VBM,7324,1,756,385,50.93,208,123,46,0
Pct 7325,Election Day,7325,1,973,282,28.98,175,82,22,0
Pct 7325,VBM,7325,1,973,510,52.42,298,145,57,1
Pct 7326,Election Day,7326,1,922,266,28.85,159,86,20,0
Pct 7326,VBM,7326,1,922,483,52.39,286,145,42,0
Pct 7327,Election Day,7327,1,762,95,12.47,49,33,13,0
Pct 7327,VBM,7327,1,762,339,44.49,120,152,66,0
Pct 7328,Election Day,7328,1,1024,115,11.23,62,34,21,0
Pct 7328,VBM,7328,1,1024,502,49.02,199,184,120,0
Pct 7329,Election Day,7329,1,607,120,19.77,74,38,8,1
Pct 7329,VBM,7329,1,607,334,55.02,174,115,41,0
Pct 7331,Election Day,7331,1,933,260,27.87,146,92,23,0
Pct 7331,VBM,7331,1,933,533,57.13,335,146,39,0
Pct 7332,Election Day,7332,1,889,274,30.82,189,62,22,0
Pct 7332,VBM,7332,1,889,444,49.94,300,114,23,0
Pct 7333,Election Day,7333,1,1101,324,29.43,214,85,24,0
Pct 7333,VBM,7333,1,1101,564,51.23,344,157,50,0
Pct 7334,Election Day,7334,1,963,248,25.75,174,53,20,0
Pct 7334,VBM,7334,1,963,526,54.62,309,152,56,0
Pct 7335,Election Day,7335,1,1002,306,30.54,210,81,15,0
Pct 7335,VBM,7335,1,1002,588,58.68,362,176,36,0
Pct 7336,Election Day,7336,1,1017,275,27.04,168,84,23,0
Pct 7336,VBM,7336,1,1017,608,59.78,365,178,56,0
Pct 7337,Election Day,7337,1,944,223,23.62,139,69,15,0
Pct 7337,VBM,7337,1,944,532,56.36,328,149,49,0
Pct 7338,Election Day,7338,1,1005,195,19.40,106,55,36,0
Pct 7338,VBM,7338,1,1005,500,49.75,245,170,77,0
Pct 7339,Election Day,7339,1,660,179,27.12,119,48,12,0
Pct 7339,VBM,7339,1,660,316,47.88,189,92,30,0
Pct 7341,Election Day,7341,1,974,289,29.67,186,67,30,0
Pct 7341,VBM,7341,1,974,476,48.87,295,135,42,0
Pct 7342,Election Day,7342,1,1034,380,36.75,263,93,25,0
Pct 7342,VBM,7342,1,1034,411,39.75,278,104,22,0
Pct 7343,Election Day,7343,1,746,267,35.79,185,63,19,0
Pct 7343,VBM,7343,1,746,351,47.05,240,74,33,0
Pct 7344,Election Day,7344,1,1143,352,30.80,227,92,33,0
Pct 7344,VBM,7344,1,1143,564,49.34,374,142,42,0
Pct 7345,Election Day,7345,1,1186,365,30.78,250,84,31,0
Pct 7345,VBM,7345,1,1186,526,44.35,363,109,44,0
Pct 7346,Election Day,7346,1,991,328,33.10,227,81,21,1
Pct 7346,VBM,7346,1,991,434,43.79,300,96,33,0
Pct 7347,Election Day,7347,1,1085,335,30.88,234,69,31,0
Pct 7347,VBM,7347,1,1085,506,46.64,343,108,43,0
Pct 7348,Election Day,7348,1,957,231,24.14,136,78,18,0
Pct 7348,VBM,7348,1,957,416,43.47,257,113,33,0
Pct 7349,Election Day,7349,1,1006,277,27.53,181,71,24,1
Pct 7349,VBM,7349,1,1006,494,49.11,314,120,49,0
Pct 7501,Election Day,7501,1,574,201,35.02,133,56,12,0
Pct 7501,VBM,7501,1,574,321,55.92,213,75,26,0
Pct 7502,Election Day,7502,1,808,240,29.70,177,49,15,0
Pct 7502,VBM,7502,1,808,454,56.19,288,123,36,1
Pct 7503,Election Day,7503,1,808,252,31.19,176,62,18,0
Pct 7503,VBM,7503,1,808,436,53.96,302,94,30,0
Pct 7504,Election Day,7504,1,503,158,31.41,94,34,30,0
Pct 7504,VBM,7504,1,503,262,52.09,178,53,21,0
Pct 7505,Election Day,7505,1,915,181,19.78,121,44,16,0
Pct 7505,VBM,7505,1,915,581,63.50,371,144,52,1
Pct 7506,Election Day,7506,1,1018,261,25.64,184,61,19,0
Pct 7506,VBM,7506,1,1018,537,52.75,334,146,39,1
Pct 7507,Election Day,7507,1,992,244,24.60,155,64,25,0
Pct 7507,VBM,7507,1,992,387,39.01,248,112,23,1
Pct 7508,Election Day,7508,1,735,150,20.41,99,40,10,1
Pct 7508,VBM,7508,1,735,456,62.04,284,128,43,0
Pct 7509/7511,Election Day,7509,1,1006,260,25.84,185,57,20,0
Pct 7509/7511,VBM,7509,1,1006,565,56.16,376,131,46,0
Pct 7512,Election Day,7512,1,638,168,26.33,119,34,15,0
Pct 7512,VBM,7512,1,638,325,50.94,189,96,37,0
Pct 7513,Election Day,7513,1,836,257,30.74,169,48,42,0
Pct 7513,VBM,7513,1,836,344,41.15,219,89,32,0
Pct 7514,Election Day,7514,1,886,186,20.99,115,40,34,0
Pct 7514,VBM,7514,1,886,358,40.41,245,73,36,0
Pct 7515,Election Day,7515,1,898,262,29.18,169,66,28,0
Pct 7515,VBM,7515,1,898,448,49.89,295,119,29,0
Pct 7516,Election Day,7516,1,907,201,22.16,126,61,14,0
Pct 7516,VBM,7516,1,907,558,61.52,351,139,62,0
Pct 7517,Election Day,7517,1,956,354,37.03,266,71,17,0
Pct 7517,VBM,7517,1,956,472,49.37,370,74,18,1
Pct 7518,Election Day,7518,1,993,356,35.85,288,53,17,0
Pct 7518,VBM,7518,1,993,502,50.55,401,72,21,1
Pct 7519,Election Day,7519,1,802,283,35.29,215,46,22,0
Pct 7519,VBM,7519,1,802,393,49.00,292,69,20,0
Pct 7521,Election Day,7521,1,854,321,37.59,255,54,14,0
Pct 7521,VBM,7521,1,854,405,47.42,308,58,27,0
Pct 7522,Election Day,7522,1,848,307,36.20,246,46,13,0
Pct 7522,VBM,7522,1,848,435,51.30,349,63,19,0
Pct 7523,Election Day,7523,1,821,288,35.08,236,41,11,0
Pct 7523,VBM,7523,1,821,401,48.84,328,54,16,0
Pct 7524,Election Day,7524,1,728,228,31.32,181,33,15,0
Pct 7524,VBM,7524,1,728,304,41.76,233,47,19,0
Pct 7525,Election Day,7525,1,870,236,27.13,181,44,13,0
Pct 7525,VBM,7525,1,870,400,45.98,315,54,20,0
Pct 7526,Election Day,7526,1,999,280,28.03,218,45,17,0
Pct 7526,VBM,7526,1,999,578,57.86,443,82,44,0
Pct 7527/7528,Election Day,7527,1,773,258,33.38,181,56,19,0
Pct 7527/7528,VBM,7527,1,773,366,47.35,259,71,27,1
Pct 7529,Election Day,7529,1,992,318,32.06,251,46,23,0
Pct 7529,VBM,7529,1,992,542,54.64,428,72,35,0
Pct 7531,Election Day,7531,1,954,301,31.55,244,42,16,1
Pct 7531,VBM,7531,1,954,504,52.83,396,70,31,0
Pct 7532,Election Day,7532,1,886,280,31.60,199,57,24,0
Pct 7532,VBM,7532,1,886,461,52.03,345,77,38,0
Pct 7533,Election Day,7533,1,1025,428,41.76,347,66,17,0
Pct 7533,VBM,7533,1,1025,482,47.02,372,67,28,0
Pct 7534,Election Day,7534,1,967,337,34.85,267,54,16,0
Pct 7534,VBM,7534,1,967,438,45.29,357,60,15,1
Pct 7535,Election Day,7535,1,807,296,36.68,238,45,12,0
Pct 7535,VBM,7535,1,807,415,51.43,316,69,23,1
Pct 7536,Election Day,7536,1,895,295,32.96,238,40,18,0
Pct 7536,VBM,7536,1,895,480,53.63,389,57,25,0
Pct 7537,Election Day,7537,1,783,294,37.55,232,46,15,0
Pct 7537,VBM,7537,1,783,370,47.25,297,46,20,0
Pct 7538,Election Day,7538,1,831,291,35.02,239,38,13,0
Pct 7538,VBM,7538,1,831,445,53.55,358,61,20,0
Pct 7539,Election Day,7539,1,978,363,37.12,302,49,12,0
Pct 7539,VBM,7539,1,978,458,46.83,374,62,20,0
Pct 7541,Election Day,7541,1,865,271,31.33,213,46,12,0
Pct 7541,VBM,7541,1,865,457,52.83,372,57,23,0
Pct 7542,Election Day,7542,1,906,291,32.12,240,40,12,0
Pct 7542,VBM,7542,1,906,465,51.32,381,60,21,0
Pct 7543,Election Day,7543,1,993,267,26.89,208,37,22,0
Pct 7543,VBM,7543,1,993,539,54.28,437,65,32,0
Pct 7544,Election Day,7544,1,962,295,30.67,231,48,16,0
Pct 7544,VBM,7544,1,962,526,54.68,416,75,31,0
Pct 7545,Election Day,7545,1,970,276,28.45,209,46,21,0
Pct 7545,VBM,7545,1,970,557,57.42,415,92,42,0
Pct 7546,Election Day,7546,1,935,365,39.04,295,49,18,0
Pct 7546,VBM,7546,1,935,452,48.34,359,61,24,0
Pct 7547,Election Day,7547,1,1057,335,31.69,283,37,14,0
Pct 7547,VBM,7547,1,1057,502,47.49,413,49,32,0
Pct 7548,Election Day,7548,1,1135,338,29.78,273,46,19,0
Pct 7548,VBM,7548,1,1135,556,48.99,451,73,26,0
Pct 7549,Election Day,7549,1,854,276,32.32,208,49,18,0
Pct 7549,VBM,7549,1,854,458,53.63,317,97,39,0
Pct 7551,Election Day,7551,1,762,252,33.07,197,44,11,0
Pct 7551,VBM,7551,1,762,417,54.72,310,76,26,1
Pct 7552,Election Day,7552,1,756,256,33.86,205,37,14,0
Pct 7552,VBM,7552,1,756,422,55.82,330,62,21,0
Pct 7553 MB,Election Day,7553,1,187,5,2.67,3,2,0,0
Pct 7553 MB,VBM,7553,1,187,163,87.17,123,24,15,0
Pct 7554,Election Day,7554,1,859,279,32.48,219,49,10,0
Pct 7554,VBM,7554,1,859,490,57.04,395,66,18,0
Pct 7555,Election Day,7555,1,893,298,33.37,256,33,8,0
Pct 7555,VBM,7555,1,893,548,61.37,437,73,30,1
Pct 7556/7557,Election Day,7556,1,1008,315,31.25,251,56,8,0
Pct 7556/7557,VBM,7556,1,1008,591,58.63,488,83,12,0
Pct 7601,Election Day,7601,1,929,223,24.00,146,55,24,0
Pct 7601,VBM,7601,1,929,365,39.29,232,99,26,0
Pct 7602,Election Day,7602,1,962,267,27.75,177,57,31,1
Pct 7602,VBM,7602,1,962,422,43.87,279,109,32,0
Pct 7603,Election Day,7603,1,888,286,32.21,209,61,17,0
Pct 7603,VBM,7603,1,888,404,45.50,283,87,31,0
Pct 7604,Election Day,7604,1,989,284,28.72,180,78,25,0
Pct 7604,VBM,7604,1,989,393,39.74,253,108,27,0
Pct 7605,Election Day,7605,1,771,191,24.77,103,59,29,0
Pct 7605,VBM,7605,1,771,237,30.74,151,63,23,0
Pct 7606,Election Day,7606,1,992,247,24.90,161,54,33,0
Pct 7606,VBM,7606,1,992,393,39.62,264,86,38,0
Pct 7607,Election Day,7607,1,1055,272,25.78,163,78,31,0
Pct 7607,VBM,7607,1,1055,438,41.52,292,105,34,0
Pct 7608,Election Day,7608,1,456,89,19.52,44,24,20,0
Pct 7608,VBM,7608,1,456,155,33.99,68,61,26,0
Pct 7609,Election Day,7609,1,1051,153,14.56,89,34,31,0
Pct 7609,VBM,7609,1,1051,398,37.87,184,152,57,0
Pct 7611,Election Day,7611,1,898,155,17.26,89,36,30,0
Pct 7611,VBM,7611,1,898,324,36.08,178,94,48,0
Pct 7612,Election Day,7612,1,668,120,17.96,63,42,14,0
Pct 7612,VBM,7612,1,668,298,44.61,175,89,31,0
Pct 7613,Election Day,7613,1,1015,225,22.17,137,61,25,1
Pct 7613,VBM,7613,1,1015,392,38.62,242,114,30,1
