PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7024,VBM,7024,1,309,44,14.24,33,7,3,0
Pct 7025,Election Day,7025,1,505,129,25.54,63,42,23,1
Pct 7025,VBM,7025,1,505,137,27.13,98,26,12,0
Pct 7026,Election Day,7026,1,1022,202,19.77,132,33,37,0
Pct 7026,VBM,7026,1,1022,498,48.73,346,73,66,0
Pct 7027,Election Day,7027,1,879,244,27.76,154,42,45,1
Pct 7027,VBM,7027,1,879,333,37.88,241,34,55,0
Pct 7028,Election Day,7028,1,900,267,29.67,173,55,41,0
Pct 7028,VBM,7028,1,900,277,30.78,196,43,36,2
Pct 7029,Election Day,7029,1,924,252,27.27,148,55,47,0
Pct 7029,VBM,7029,1,924,273,29.55,186,46,37,0
Pct 7030,Election Day,7030,1,787,162,20.58,101,37,24,0
Pct 7030,VBM,7030,1,787,396,50.32,278,60,55,0
Pct 7031,Election Day,7031,1,511,97,18.98,57,15,24,1
Pct 7031,VBM,7031,1,511,295,57.73,220,34,34,0
Pct 7032,Election Day,7032,1,938,227,24.20,143,48,33,0
Pct 7032,VBM,7032,1,938,362,38.59,252,58,43,2
Pct 7033,Election Day,7033,1,814,247,30.34,148,50,50,0
Pct 7033,VBM,7033,1,814,299,36.73,210,53,35,0
Pct 7034,Election Day,7034,1,954,264,27.67,138,78,46,0
Pct 7034,VBM,7034,1,954,251,26.31,176,47,27,0
Pct 7035,Election Day,7035,1,476,141,29.62,87,31,22,0
Pct 7035,VBM,7035,1,476,200,42.02,152,32,16,0
Pct 7036,Election Day,7036,1,967,175,18.10,104,46,25,0
Pct 7036,VBM,7036,1,967,421,43.54,310,66,40,0
Pct 7037,Election Day,7037,1,840,221,26.31,124,53,46,0
Pct 7037,VBM,7037,1,840,158,18.81,102,40,11,0
Pct 7038,Election Day,7038,1,960,209,21.77,121,48,38,0
Pct 7038,VBM,7038,1,960,386,40.21,282,48,57,0
Pct 7039,Election Day,7039,1,831,246,29.60,174,42,30,0
Pct 7039,VBM,7039,1,831,379,45.61,270,62,41,0
Pct 7041 MB,Election Day,7041,1,62,6,9.68,3,1,3,0
Pct 7041 MB,VBM,7041,1,62,36,58.06,28,1,7,0
Pct 7042,Election Day,7042,1,697,145,20.80,99,20,26,0
Pct 7042,VBM,7042,1,697,369,52.94,248,66,52,0
Pct 7043,Election Day,7043,1,990,208,21.01,144,46,17,0
Pct 7043,VBM,7043,1,990,432,43.64,327,60,40,0
Pct 7044,Election Day,7044,1,867,234,26.99,122,77,34,0
Pct 7044,VBM,7044,1,867,181,20.88,114,41,29,0
Pct 7045,Election Day,7045,1,803,205,25.53,124,41,37,0
Pct 7045,VBM,7045,1,803,326,40.60,225,66,35,0
Pct 7046,Election Day,7046,1,435,110,25.29,68,23,15,0
Pct 7046,VBM,7046,1,435,209,48.05,147,37,23,0
Pct 7047,Election Day,7047,1,858,178,20.75,114,36,26,0
Pct 7047,VBM,7047,1,858,424,49.42,293,69,57,0
Pct 7048,Election Day,7048,1,877,196,22.35,117,50,29,0
Pct 7048,VBM,7048,1,877,322,36.72,209,60,50,0
Pct 7049,Election Day,7049,1,829,219,26.42,129,40,49,0
Pct 7049,VBM,7049,1,829,315,38.00,227,46,39,0
Pct 7051,Election Day,7051,1,909,160,17.60,96,26,40,0
Pct 7051,VBM,7051,1,909,452,49.72,335,59,50,0
Pct 7052,Election Day,7052,1,894,214,23.94,158,26,30,0
Pct 7052,VBM,7052,1,894,461,51.57,345,64,47,0
Pct 7053,Election Day,7053,1,552,105,19.02,70,15,17,0
Pct 7053,VBM,7053,1,552,357,64.67,277,27,43,0
Pct 7054,Election Day,7054,1,1068,318,29.78,233,49,35,0
Pct 7054,VBM,7054,1,1068,365,34.18,267,58,39,0
Pct 7101 MB,Election Day,7101,1,150,3,2.00,0,0,3,0
Pct 7101 MB,VBM,7101,1,150,123,82.00,97,10,13,2
Pct 7201,Election Day,7201,1,983,268,27.26,205,31,32,0
Pct 7201,VBM,7201,1,983,600,61.04,481,62,88,0
Pct 7202,Election Day,7202,1,885,278,31.41,224,23,31,0
Pct 7202,VBM,7202,1,885,474,53.56,364,57,43,0
Pct 7203,Election Day,7203,1,950,341,35.89,235,39,53,0
Pct 7203,VBM,7203,1,950,499,52.53,372,54,65,0
Pct 7204,Election Day,7204,1,933,276,29.58,208,22,46,0
Pct 7204,VBM,7204,1,933,557,59.70,423,60,61,0
Pct 7205,Election Day,7205,1,903,292,32.34,206,36,50,0
Pct 7205,VBM,7205,1,903,523,57.92,413,59,45,0
Pct 7206,Election Day,7206,1,390,137,35.13,107,14,16,0
Pct 7206,VBM,7206,1,390,203,52.05,152,22,26,0
Pct 7207,Election Day,7207,1,712,184,25.84,130,20,32,1
Pct 7207,VBM,7207,1,712,411,57.72,302,35,68,0
Pct 7208,Election Day,7208,1,635,155,24.41,110,18,26,0
Pct 7208,VBM,7208,1,635,384,60.47,267,48,62,0
Pct 7209,Election Day,7209,1,563,84,14.92,63,11,10,0
Pct 7209,VBM,7209,1,563,407,72.29,288,76,34,0
Pct 7301,Election Day,7301,1,1080,258,23.89,189,34,39,0
Pct 7301,VBM,7301,1,1080,555,51.39,403,65,81,0
Pct 7302,Election Day,7302,1,862,224,25.99,167,20,38,0
Pct 7302,VBM,7302,1,862,508,58.93,401,40,60,1
Pct 7303,Election Day,7303,1,1032,313,30.33,234,27,53,1
Pct 7303,VBM,7303,1,1032,538,52.13,412,37,85,1
Pct 7304,Election Day,7304,1,993,327,32.93,246,29,52,0
Pct 7304,VBM,7304,1,993,501,50.45,374,55,66,1
Pct 7305,Election Day,7305,1,906,272,30.02,197,32,41,1
Pct 7305,VBM,7305,1,906,500,55.19,382,51,48,0
Pct 7306,Election Day,7306,1,1076,351,32.62,238,38,63,2
Pct 7306,VBM,7306,1,1076,531,49.35,396,43,73,0
Pct 7307,Election Day,7307,1,826,267,32.32,196,17,54,1
Pct 7307,VBM,7307,1,826,407,49.27,308,32,55,1
Pct 7308,Election Day,7308,1,641,209,32.61,163,20,23,1
Pct 7308,VBM,7308,1,641,339,52.89,249,40,46,0
Pct 7309,Election Day,7309,1,897,295,32.89,225,28,45,0
Pct 7309,VBM,7309,1,897,469,52.29,348,42,64,0
Pct 7311,Election Day,7311,1,986,333,33.77,226,33,74,0
Pct 7311,VBM,7311,1,986,520,52.74,376,45,81,0
Pct 7312,Election Day,7312,1,874,229,26.20,171,26,32,1
Pct 7312,VBM,7312,1,874,539,61.67,384,69,78,0
Pct 7313,Election Day,7313,1,1001,261,26.07,192,25,40,0
Pct 7313,VBM,7313,1,1001,537,53.65,403,47,73,0
Pct 7314,Election Day,7314,1,833,164,19.69,103,18,44,0
Pct 7314,VBM,7314,1,833,347,41.66,211,56,67,1
Pct 7315,Election Day,7315,1,783,226,28.86,162,18,46,1
Pct 7315,VBM,7315,1,783,371,47.38,264,31,63,0
Pct 7316,Election Day,7316,1,893,220,24.64,159,23,38,0
Pct 7316,VBM,7316,1,893,441,49.38,333,49,54,0
Pct 7317,Election Day,7317,1,938,225,23.99,177,21,28,0
Pct 7317,VBM,7317,1,938,518,55.22,390,41,69,2
Pct 7318,Election Day,7318,1,788,252,31.98,173,21,54,0
Pct 7318,VBM,7318,1,788,437,55.46,298,40,90,0
Pct 7319,Election Day,7319,1,1123,330,29.39,235,41,54,0
Pct 7319,VBM,7319,1,1123,578,51.47,431,41,90,0
Pct 7321,Election Day,7321,1,683,179,26.21,128,21,32,0
Pct 7321,VBM,7321,1,683,314,45.97,217,29,59,0
Pct 7322,Election Day,7322,1,937,122,13.02,69,17,38,0
Pct 7322,VBM,7322,1,937,404,43.12,240,49,107,0
Pct 7323,Election Day,7323,1,888,277,31.19,199,32,46,0
Pct 7323,VBM,7323,1,888,450,50.68,323,43,71,1
Pct 7324,Election Day,7324,1,756,216,28.57,140,29,37,0
Pct 7324,VBM,7324,1,756,385,50.93,259,52,70,0
Pct 7325,Election Day,7325,1,973,282,28.98,191,32,57,0
Pct 7325,VBM,7325,1,973,510,52.42,361,57,81,0
Pct 7326,Election Day,7326,1,922,266,28.85,186,37,42,0
Pct 7326,VBM,7326,1,922,483,52.39,350,52,72,0
Pct 7327,Election Day,7327,1,762,95,12.47,60,14,20,0
Pct 7327,VBM,7327,1,762,339,44.49,208,53,77,0
Pct 7328,Election Day,7328,1,1024,115,11.23,70,15,31,1
Pct 7328,VBM,7328,1,1024,502,49.02,294,63,143,0
Pct 7329,Election Day,7329,1,607,120,19.77,86,16,20,0
Pct 7329,VBM,7329,1,607,334,55.02,232,50,48,0
Pct 7331,Election Day,7331,1,933,260,27.87,196,26,39,0
Pct 7331,VBM,7331,1,933,533,57.13,420,38,59,0
Pct 7332,Election Day,7332,1,889,274,30.82,199,22,51,0
Pct 7332,VBM,7332,1,889,444,49.94,353,36,46,1
Pct 7333,Election Day,7333,1,1101,324,29.43,229,38,56,0
Pct 7333,VBM,7333,1,1101,564,51.23,395,60,94,1
Pct 7334,Election Day,7334,1,963,248,25.75,170,32,44,0
Pct 7334,VBM,7334,1,963,526,54.62,383,55,76,0
Pct 7335,Election Day,7335,1,1002,306,30.54,216,35,55,0
Pct 7335,VBM,7335,1,1002,588,58.68,448,59,65,0
Pct 7336,Election Day,7336,1,1017,275,27.04,188,33,54,0
Pct 7336,VBM,7336,1,1017,608,59.78,449,65,81,0
Pct 7337,Election Day,7337,1,944,223,23.62,163,27,33,0
Pct 7337,VBM,7337,1,944,532,56.36,394,45,80,2
Pct 7338,Election Day,7338,1,1005,195,19.40,114,24,59,0
Pct 7338,VBM,7338,1,1005,500,49.75,331,55,103,0
Pct 7339,Election Day,7339,1,660,179,27.12,134,26,19,0
