PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 1101,Election Day,1101,1,586,159,27.13,132,17,10,0
Pct 1101,VBM,1101,1,586,287,48.98,239,25,18,0
Pct 1102,Election Day,1102,1,996,291,29.22,238,34,18,0
Pct 1102,VBM,1102,1,996,519,52.11,397,77,43,0
Pct 1103,Election Day,1103,1,971,263,27.09,206,37,20,0
Pct 1103,VBM,1103,1,971,518,53.35,420,64,29,0
Pct 1104/1105,Election Day,1104,1,991,329,33.20,256,35,38,0
Pct 1104/1105,VBM,1104,1,991,434,43.79,362,44,30,0
Pct 1106,Election Day,1106,1,808,217,26.86,162,38,17,0
Pct 1106,VBM,1106,1,808,383,47.40,299,57,20,0
Pct 1107,Election Day,1107,1,781,222,28.43,172,29,21,0
Pct 1107,VBM,1107,1,781,284,36.36,226,35,18,0
Pct 1108,Election Day,1108,1,951,250,26.29,198,24,27,0
Pct 1108,VBM,1108,1,951,494,51.95,403,55,31,0
Pct 1109,Election Day,1109,1,809,215,26.58,152,37,27,0
Pct 1109,VBM,1109,1,809,402,49.69,308,52,36,0
Pct 1111,Election Day,1111,1,1031,246,23.86,199,23,24,0
Pct 1111,VBM,1111,1,1031,471,45.68,368,54,40,0
Pct 1112,Election Day,1112,1,765,173,22.61,136,14,21,0
Pct 1112,VBM,1112,1,765,384,50.20,311,40,28,0
Pct 1113,Election Day,1113,1,713,145,20.34,123,14,8,0
Pct 1113,VBM,1113,1,713,402,56.38,318,47,30,0
Pct 1114,Election Day,1114,1,971,297,30.59,211,48,38,0
Pct 1114,VBM,1114,1,971,444,45.73,364,46,31,0
Pct 1115,Election Day,1115,1,910,233,25.60,190,22,20,0
Pct 1115,VBM,1115,1,910,513,56.37,402,61,44,0
Pct 1116,Election Day,1116,1,913,245,26.83,188,33,24,0
Pct 1116,VBM,1116,1,913,391,42.83,319,32,37,0
Pct 1117,Election Day,1117,1,886,273,30.81,209,37,23,0
Pct 1117,VBM,1117,1,886,371,41.87,287,50,31,0
Pct 1118,Election Day,1118,1,1031,261,25.32,216,22,23,0
Pct 1118,VBM,1118,1,1031,515,49.95,428,55,24,0
Pct 1119,Election Day,1119,1,783,176,22.48,134,19,24,0
Pct 1119,VBM,1119,1,783,411,52.49,342,34,30,0
Pct 1121,Election Day,1121,1,691,192,27.79,153,26,14,0
Pct 1121,VBM,1121,1,691,333,48.19,257,52,22,0
Pct 1122,Election Day,1122,1,658,166,25.23,122,25,19,0
Pct 1122,VBM,1122,1,658,316,48.02,248,39,27,0
Pct 1123,Election Day,1123,1,954,259,27.15,203,28,27,0
Pct 1123,VBM,1123,1,954,387,40.57,329,33,24,0
Pct 1124,Election Day,1124,1,831,210,25.27,170,20,20,0
Pct 1124,VBM,1124,1,831,346,41.64,253,53,33,0
Pct 1125,Election Day,1125,1,1029,234,22.74,186,22,27,0
Pct 1125,VBM,1125,1,1029,511,49.66,402,52,54,0
Pct 1126,Election Day,1126,1,954,254,26.62,202,26,24,0
Pct 1126,VBM,1126,1,954,447,46.86,352,45,44,0
Pct 1127,Election Day,1127,1,911,273,29.97,203,47,24,0
Pct 1127,VBM,1127,1,911,412,45.23,330,49,30,1
Pct 1128,Election Day,1128,1,907,237,26.13,189,22,26,0
Pct 1128,VBM,1128,1,907,449,49.50,327,67,50,0
Pct 1129,Election Day,1129,1,951,280,29.44,211,34,36,0
Pct 1129,VBM,1129,1,951,423,44.48,353,32,33,0
Pct 1131,Election Day,1131,1,853,192,22.51,144,23,25,0
Pct 1131,VBM,1131,1,853,382,44.78,282,56,40,0
Pct 1132,Election Day,1132,1,982,226,23.01,176,27,23,0
Pct 1132,VBM,1132,1,982,495,50.41,390,58,39,0
Pct 1133,Election Day,1133,1,870,223,25.63,161,40,19,0
Pct 1133,VBM,1133,1,870,438,50.34,338,62,33,0
Pct 1134,Election Day,1134,1,793,216,27.24,170,30,15,0
Pct 1134,VBM,1134,1,793,377,47.54,298,49,30,0
Pct 1135,Election Day,1135,1,521,122,23.42,99,18,5,0
Pct 1135,VBM,1135,1,521,299,57.39,238,40,18,0
Pct 1136,Election Day,1136,1,857,206,24.04,165,30,11,0
Pct 1136,VBM,1136,1,857,463,54.03,355,66,39,0
Pct 1141,Election Day,1141,1,1047,259,24.74,204,35,25,0
Pct 1141,VBM,1141,1,1047,553,52.82,463,54,28,1
Pct 1142,Election Day,1142,1,858,232,27.04,191,22,21,0
Pct 1142,VBM,1142,1,858,435,50.70,344,49,27,0
Pct 1143,Election Day,1143,1,1056,302,28.60,255,25,26,0
Pct 1143,VBM,1143,1,1056,499,47.25,411,45,32,0
Pct 1144,Election Day,1144,1,928,266,28.66,202,42,26,0
Pct 1144,VBM,1144,1,928,447,48.17,364,50,29,0
Pct 1145,Election Day,1145,1,931,237,25.46,184,30,24,0
Pct 1145,VBM,1145,1,931,516,55.42,432,56,19,0
Pct 1146,Election Day,1146,1,1036,241,23.26,191,30,23,0
Pct 1146,VBM,1146,1,1036,550,53.09,444,54,45,0
Pct 1147,Election Day,1147,1,927,270,29.13,212,37,22,0
Pct 1147,VBM,1147,1,927,464,50.05,389,48,20,0
Pct 1148,Election Day,1148,1,992,264,26.61,203,35,26,0
Pct 1148,VBM,1148,1,992,463,46.67,366,57,35,0
Pct 1149,Election Day,1149,1,950,291,30.63,235,36,24,0
Pct 1149,VBM,1149,1,950,456,48.00,363,62,23,0
Pct 1151 MB,Election Day,1151,1,0,0,0.00,0,0,0,0
Pct 1151 MB,VBM,1151,1,0,0,0.00,0,0,0,0
Pct 1152,Election Day,1152,1,898,236,26.28,184,36,18,0
Pct 1152,VBM,1152,1,898,435,48.44,351,50,28,1
Pct 1153,Election Day,1153,1,961,281,29.24,213,39,32,0
Pct 1153,VBM,1153,1,961,468,48.70,379,54,24,0
Pct 1154 MB,Election Day,1154,1,0,0,0.00,0,0,0,0
Pct 1154 MB,VBM,1154,1,0,0,0.00,0,0,0,0
Pct 7001,Election Day,7001,1,742,204,27.49,172,15,17,0
Pct 7001,VBM,7001,1,742,355,47.84,297,35,21,0
Pct 7002,Election Day,7002,1,1225,322,26.29,262,32,28,0
Pct 7002,VBM,7002,1,1225,675,55.10,576,51,45,0
Pct 7003,Election Day,7003,1,927,280,30.20,224,34,22,0
Pct 7003,VBM,7003,1,927,554,59.76,460,59,32,1
Pct 7004,Election Day,7004,1,896,253,28.24,204,34,15,0
Pct 7004,VBM,7004,1,896,555,61.94,460,64,22,0
Pct 7005,Election Day,7005,1,853,302,35.40,244,29,29,0
Pct 7005,VBM,7005,1,853,453,53.11,389,36,23,0
Pct 7006,Election Day,7006,1,966,290,30.02,233,30,27,0
Pct 7006,VBM,7006,1,966,509,52.69,436,46,24,0
Pct 7007,Election Day,7007,1,987,302,30.60,255,30,17,0
Pct 7007,VBM,7007,1,987,568,57.55,472,49,36,1
Pct 7008,Election Day,7008,1,882,293,33.22,240,35,18,0
Pct 7008,VBM,7008,1,882,527,59.75,440,53,24,0
Pct 7009,Election Day,7009,1,931,249,26.75,191,40,19,0
Pct 7009,VBM,7009,1,931,501,53.81,408,56,34,0
Pct 7011,Election Day,7011,1,1063,255,23.99,203,29,23,0
Pct 7011,VBM,7011,1,1063,366,34.43,298,33,31,0
Pct 7012,Election Day,7012,1,1034,361,34.91,297,43,18,0
Pct 7012,VBM,7012,1,1034,564,54.55,481,52,25,0
Pct 7013,Election Day,7013,1,733,209,28.51,168,29,12,0
Pct 7013,VBM,7013,1,733,431,58.80,354,54,20,0
Pct 7014,Election Day,7014,1,1073,311,28.98,254,39,19,0
Pct 7014,VBM,7014,1,1073,617,57.50,510,60,41,0
Pct 7015 MB,Election Day,7015,1,113,3,2.65,1,0,2,0
Pct 7015 MB,VBM,7015,1,113,78,69.03,64,11,3,0
Pct 7016,Election Day,7016,1,977,239,24.46,190,23,25,0
Pct 7016,VBM,7016,1,977,354,36.23,293,33,29,0
Pct 7017,Election Day,7017,1,786,200,25.45,153,20,30,0
Pct 7017,VBM,7017,1,786,269,34.22,224,21,21,1
Pct 7018,Election Day,7018,1,992,195,19.66,157,18,21,0
Pct 7018,VBM,7018,1,992,477,48.08,375,60,38,0
Pct 7019,Election Day,7019,1,945,228,24.13,193,25,11,0
Pct 7019,VBM,7019,1,945,468,49.52,378,55,30,0
Pct 7021,Election Day,7021,1,993,266,26.79,213,32,22,0
Pct 7021,VBM,7021,1,993,365,36.76,304,33,20,0
Pct 7022,Election Day,7022,1,1032,271,26.26,206,26,30,0
Pct 7022,VBM,7022,1,1032,396,38.37,329,37,28,0
Pct 7023,Election Day,7023,1,938,255,27.19,202,26,24,0
Pct 7023,VBM,7023,1,938,416,44.35,346,34,30,0
Pct 7024,Election Day,7024,1,309,75,24.27,62,6,7,0
Pct 7024,VBM,7024,1,309,44,14.24,36,4,3,0
Pct 7025,Election Day,7025,1,505,129,25.54,104,9,16,0
Pct 7025,VBM,7025,1,505,137,27.13,107,17,11,0
Pct 7026,Election Day,7026,1,1022,202,19.77,160,19,23,0
Pct 7026,VBM,7026,1,1022,498,48.73,416,38,32,0
Pct 7027,Election Day,7027,1,879,244,27.76,191,21,29,0
Pct 7027,VBM,7027,1,879,333,37.88,274,31,25,0
Pct 7028,Election Day,7028,1,900,267,29.67,217,26,24,0
Pct 7028,VBM,7028,1,900,277,30.78,226,31,18,0
Pct 7029,Election Day,7029,1,924,252,27.27,195,24,32,1
Pct 7029,VBM,7029,1,924,273,29.55,232,21,17,0
Pct 7030,Election Day,7030,1,787,162,20.58,138,16,9,0
Pct 7030,VBM,7030,1,787,396,50.32,310,44,39,0
Pct 7031,Election Day,7031,1,511,97,18.98,72,11,15,0
Pct 7031,VBM,7031,1,511,295,57.73,250,21,18,0
Pct 7032,Election Day,7032,1,938,227,24.20,171,35,20,0
