PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),PHIL TING,CARLOS ''CHUCK'' TAYLOR,Under Vote,Over Vote
Pct 9711,VBM,9711,1,643,360,55.99,267,45,48,0
Pct 9712,Election Day,9712,1,656,199,30.34,134,27,38,0
Pct 9712,VBM,9712,1,656,394,60.06,288,61,45,0
Pct 9713,Election Day,9713,1,974,268,27.52,175,42,51,0
Pct 9713,VBM,9713,1,974,514,52.77,352,90,72,0
Pct 9714,Election Day,9714,1,941,268,28.48,173,55,40,0
Pct 9714,VBM,9714,1,941,557,59.19,387,110,60,0
Pct 9715,Election Day,9715,1,580,212,36.55,142,27,43,0
Pct 9715,VBM,9715,1,580,309,53.28,209,61,39,0
Pct 9716,Election Day,9716,1,975,288,29.54,179,50,59,0
Pct 9716,VBM,9716,1,975,503,51.59,366,77,60,0
Pct 9717,Election Day,9717,1,993,338,34.04,211,58,69,0
Pct 9717,VBM,9717,1,993,499,50.25,358,78,63,0
Pct 9718,Election Day,9718,1,859,267,31.08,174,60,33,0
Pct 9718,VBM,9718,1,859,488,56.81,340,96,52,0
Pct 9719,Election Day,9719,1,880,263,29.89,172,55,36,0
Pct 9719,VBM,9719,1,880,492,55.91,351,86,55,0
Pct 9721,Election Day,9721,1,657,222,33.79,149,42,31,0
Pct 9721,VBM,9721,1,657,353,53.73,252,53,48,0
Pct 9722,Election Day,9722,1,634,162,25.55,97,34,30,1
Pct 9722,VBM,9722,1,634,381,60.09,262,76,43,0
Pct 9723,Election Day,9723,1,478,111,23.22,65,31,15,0
Pct 9723,VBM,9723,1,478,285,59.62,173,70,42,0
Pct 9724,Election Day,9724,1,978,255,26.07,151,65,39,0
Pct 9724,VBM,9724,1,978,569,58.18,361,134,74,0
Pct 9725,Election Day,9725,1,985,251,25.48,158,55,37,1
Pct 9725,VBM,9725,1,985,532,54.01,326,123,82,1
Pct 9726,Election Day,9726,1,782,303,38.75,202,46,55,0
Pct 9726,VBM,9726,1,782,303,38.75,216,49,38,0
Pct 9727,Election Day,9727,1,454,111,24.45,65,28,17,1
Pct 9727,VBM,9727,1,454,285,62.78,183,67,35,0
Pct 9728,Election Day,9728,1,937,287,30.63,164,78,45,0
Pct 9728,VBM,9728,1,937,518,55.28,322,139,57,0
Pct 9729,Election Day,9729,1,802,218,27.18,115,67,36,0
Pct 9729,VBM,9729,1,802,490,61.10,322,104,64,0
Pct 9731,Election Day,9731,1,548,198,36.13,118,47,33,0
Pct 9731,VBM,9731,1,548,287,52.37,184,72,31,0
Pct 9732 MB,Election Day,9732,1,76,1,1.32,0,0,1,0
Pct 9732 MB,VBM,9732,1,76,70,92.11,57,11,2,0
Pct 9733 MB,Election Day,9733,1,221,4,1.81,2,1,1,0
Pct 9733 MB,VBM,9733,1,221,200,90.50,156,23,21,0
Pct 9734,Election Day,9734,1,603,185,30.68,115,43,27,0
Pct 9734,VBM,9734,1,603,350,58.04,247,68,35,0
Pct 9735,Election Day,9735,1,807,227,28.13,151,45,31,0
Pct 9735,VBM,9735,1,807,472,58.49,334,86,52,0
Pct 9736,Election Day,9736,1,729,209,28.67,139,43,27,0
Pct 9736,VBM,9736,1,729,442,60.63,328,64,50,0
Pct 9737,Election Day,9737,1,782,233,29.80,166,31,36,0
Pct 9737,VBM,9737,1,782,482,61.64,378,61,43,0
Pct 9738,Election Day,9738,1,850,275,32.35,159,66,50,0
Pct 9738,VBM,9738,1,850,405,47.65,270,75,60,0
Pct 9739,Election Day,9739,1,912,302,33.11,194,39,69,0
Pct 9739,VBM,9739,1,912,379,41.56,266,60,53,0
Pct 9741,Election Day,9741,1,1064,433,40.70,273,46,114,0
Pct 9741,VBM,9741,1,1064,246,23.12,175,28,43,0
Pct 9742,Election Day,9742,1,669,217,32.44,131,43,43,0
Pct 9742,VBM,9742,1,669,313,46.79,217,54,42,0
Pct 9743,Election Day,9743,1,1159,363,31.32,228,54,81,0
Pct 9743,VBM,9743,1,1159,544,46.94,404,78,62,0
Pct 9744,Election Day,9744,1,968,364,37.60,224,69,71,0
Pct 9744,VBM,9744,1,968,399,41.22,281,56,62,0
Pct 9745,Election Day,9745,1,1052,359,34.13,234,62,63,0
Pct 9745,VBM,9745,1,1052,403,38.31,288,70,44,1
Pct 9746,Election Day,9746,1,903,310,34.33,191,73,46,0
Pct 9746,VBM,9746,1,903,473,52.38,328,85,60,0
Pct 9747,Election Day,9747,1,989,301,30.43,193,56,52,0
Pct 9747,VBM,9747,1,989,496,50.15,349,77,70,0
Pct 9748,Election Day,9748,1,981,278,28.34,185,50,43,0
Pct 9748,VBM,9748,1,981,531,54.13,382,77,72,0
Pct 9749,Election Day,9749,1,969,256,26.42,179,32,45,0
Pct 9749,VBM,9749,1,969,430,44.38,325,50,55,0
Pct 9751,Election Day,9751,1,1011,306,30.27,192,57,57,0
Pct 9751,VBM,9751,1,1011,602,59.55,410,111,81,0
Pct 9752,Election Day,9752,1,721,206,28.57,134,39,33,0
Pct 9752,VBM,9752,1,721,420,58.25,303,75,42,0
Pct 9753,Election Day,9753,1,777,228,29.34,162,33,33,0
Pct 9753,VBM,9753,1,777,408,52.51,313,51,44,0
Pct 9754,Election Day,9754,1,744,259,34.81,191,34,34,0
Pct 9754,VBM,9754,1,744,389,52.28,304,41,44,0
Pct 9755,Election Day,9755,1,605,185,30.58,138,17,30,0
Pct 9755,VBM,9755,1,605,307,50.74,224,36,47,0
Pct 9756,Election Day,9756,1,980,279,28.47,180,44,55,0
Pct 9756,VBM,9756,1,980,505,51.53,347,84,74,0
Pct 9801,Election Day,9801,1,434,131,30.18,85,22,24,0
Pct 9801,VBM,9801,1,434,208,47.93,159,23,26,0
