PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),JANE KIM,SCOTT WIENER,Under Vote,Over Vote
Pct 9149,Election Day,9149,1,976,320,32.79,181,105,34,0
Pct 9149,VBM,9149,1,976,522,53.48,252,220,50,0
Pct 9151,Election Day,9151,1,858,288,33.57,136,118,33,1
Pct 9151,VBM,9151,1,858,416,48.48,171,195,50,0
Pct 9152,Election Day,9152,1,842,291,34.56,163,87,41,0
Pct 9152,VBM,9152,1,842,345,40.97,158,139,48,0
Pct 9201,Election Day,9201,1,1047,404,38.59,229,145,30,0
Pct 9201,VBM,9201,1,1047,489,46.70,250,204,35,0
Pct 9202,Election Day,9202,1,962,342,35.55,139,157,46,0
Pct 9202,VBM,9202,1,962,464,48.23,174,231,58,1
Pct 9203,Election Day,9203,1,1006,308,30.62,101,150,57,0
Pct 9203,VBM,9203,1,1006,549,54.57,145,300,104,0
Pct 9204,Election Day,9204,1,849,325,38.28,88,182,55,0
Pct 9204,VBM,9204,1,849,408,48.06,92,267,49,0
Pct 9205,Election Day,9205,1,760,249,32.76,83,123,43,0
Pct 9205,VBM,9205,1,760,403,53.03,118,228,57,0
Pct 9206,Election Day,9206,1,960,287,29.90,68,159,60,0
Pct 9206,VBM,9206,1,960,535,55.73,157,293,85,0
Pct 9207,Election Day,9207,1,980,335,34.18,95,180,60,0
Pct 9207,VBM,9207,1,980,510,52.04,137,287,86,0
Pct 9208,Election Day,9208,1,1028,356,34.63,114,187,55,0
Pct 9208,VBM,9208,1,1028,541,52.63,175,269,97,0
Pct 9209,Election Day,9209,1,750,283,37.73,95,153,35,0
Pct 9209,VBM,9209,1,750,363,48.40,104,181,78,0
Pct 9211,Election Day,9211,1,910,326,35.82,94,179,53,0
Pct 9211,VBM,9211,1,910,452,49.67,131,240,81,0
Pct 9212,Election Day,9212,1,857,298,34.77,100,145,53,0
Pct 9212,VBM,9212,1,857,448,52.28,142,233,73,0
Pct 9213,Election Day,9213,1,987,349,35.36,116,184,49,0
Pct 9213,VBM,9213,1,987,504,51.06,145,281,78,0
Pct 9214,Election Day,9214,1,632,195,30.85,55,112,28,0
Pct 9214,VBM,9214,1,632,344,54.43,79,215,50,0
Pct 9215,Election Day,9215,1,645,216,33.49,61,129,26,0
Pct 9215,VBM,9215,1,645,350,54.26,74,213,63,0
Pct 9216,Election Day,9216,1,861,301,34.96,90,161,50,0
Pct 9216,VBM,9216,1,861,425,49.36,128,224,73,0
Pct 9217,Election Day,9217,1,761,268,35.22,81,144,43,0
Pct 9217,VBM,9217,1,761,394,51.77,136,206,52,0
Pct 9218,Election Day,9218,1,868,288,33.18,105,152,31,0
Pct 9218,VBM,9218,1,868,442,50.92,145,216,81,0
Pct 9219,Election Day,9219,1,829,295,35.59,103,134,58,0
Pct 9219,VBM,9219,1,829,424,51.15,140,230,54,0
Pct 9221,Election Day,9221,1,662,171,25.83,44,99,28,0
Pct 9221,VBM,9221,1,662,466,70.39,89,308,69,0
Pct 9222,Election Day,9222,1,889,281,31.61,69,159,53,0
Pct 9222,VBM,9222,1,889,530,59.62,105,340,85,0
Pct 9223,Election Day,9223,1,664,184,27.71,57,99,28,0
Pct 9223,VBM,9223,1,664,389,58.58,109,225,55,0
Pct 9224,Election Day,9224,1,993,300,30.21,105,150,45,0
Pct 9224,VBM,9224,1,993,563,56.70,135,352,76,0
Pct 9225,Election Day,9225,1,994,346,34.81,125,170,51,0
Pct 9225,VBM,9225,1,994,580,58.35,179,312,89,0
Pct 9226,Election Day,9226,1,960,292,30.42,96,158,38,0
Pct 9226,VBM,9226,1,960,541,56.35,159,303,79,0
Pct 9227,Election Day,9227,1,759,237,31.23,89,123,25,0
Pct 9227,VBM,9227,1,759,428,56.39,130,244,54,0
Pct 9228,Election Day,9228,1,725,233,32.14,72,137,24,0
Pct 9228,VBM,9228,1,725,418,57.66,117,256,45,0
Pct 9229,Election Day,9229,1,615,195,31.71,53,123,19,0
Pct 9229,VBM,9229,1,615,360,58.54,91,230,39,0
Pct 9231,Election Day,9231,1,1006,372,36.98,148,200,24,0
Pct 9231,VBM,9231,1,1006,497,49.40,175,262,59,1
Pct 9232,Election Day,9232,1,746,276,37.00,89,160,27,0
Pct 9232,VBM,9232,1,746,419,56.17,119,252,48,0
Pct 9233,Election Day,9233,1,816,268,32.84,78,150,40,0
Pct 9233,VBM,9233,1,816,468,57.35,119,281,67,1
Pct 9234,Election Day,9234,1,759,216,28.46,76,108,32,0
Pct 9234,VBM,9234,1,759,448,59.03,104,283,61,0
Pct 9235,Election Day,9235,1,907,303,33.41,102,175,26,0
Pct 9235,VBM,9235,1,907,515,56.78,102,325,88,0
Pct 9236,Election Day,9236,1,682,237,34.75,80,123,34,0
Pct 9236,VBM,9236,1,682,363,53.23,90,231,41,1
Pct 9237,Election Day,9237,1,941,279,29.65,93,154,32,0
Pct 9237,VBM,9237,1,941,545,57.92,120,342,83,0
Pct 9238,Election Day,9238,1,846,271,32.03,88,141,42,0
Pct 9238,VBM,9238,1,846,538,63.59,153,312,73,0
Pct 9239,Election Day,9239,1,885,250,28.25,80,141,29,0
Pct 9239,VBM,9239,1,885,588,66.44,159,344,85,0
Pct 9241,Election Day,9241,1,1027,286,27.85,104,143,39,0
Pct 9241,VBM,9241,1,1027,608,59.20,170,351,87,0
Pct 9242,Election Day,9242,1,1023,317,30.99,111,154,52,0
Pct 9242,VBM,9242,1,1023,568,55.52,174,305,88,1
Pct 9243,Election Day,9243,1,611,228,37.32,91,104,33,0
Pct 9243,VBM,9243,1,611,327,53.52,100,193,34,0
Pct 9244,Election Day,9244,1,940,279,29.68,85,161,33,0
Pct 9244,VBM,9244,1,940,545,57.98,185,280,80,0
Pct 9245,Election Day,9245,1,725,229,31.59,76,123,30,0
Pct 9245,VBM,9245,1,725,398,54.90,122,224,52,0
Pct 9246,Election Day,9246,1,964,293,30.39,113,142,38,0
Pct 9246,VBM,9246,1,964,549,56.95,180,292,77,0
Pct 9247,Election Day,9247,1,1004,315,31.37,111,153,51,0
Pct 9247,VBM,9247,1,1004,570,56.77,180,318,72,0
Pct 9248,Election Day,9248,1,955,296,30.99,101,151,44,0
Pct 9248,VBM,9248,1,955,550,57.59,179,285,86,0
Pct 9249,Election Day,9249,1,926,322,34.77,122,167,32,1
Pct 9249,VBM,9249,1,926,485,52.38,153,265,67,0
Pct 9251,Election Day,9251,1,982,324,32.99,97,190,37,0
Pct 9251,VBM,9251,1,982,547,55.70,190,288,69,0
Pct 9252,Election Day,9252,1,943,284,30.12,126,119,38,1
Pct 9252,VBM,9252,1,943,553,58.64,197,291,65,0
Pct 9253,Election Day,9253,1,808,253,31.31,87,118,48,0
Pct 9253,VBM,9253,1,808,456,56.44,166,226,64,0
Pct 9254,Election Day,9254,1,951,300,31.55,124,142,34,0
Pct 9254,VBM,9254,1,951,571,60.04,218,292,61,0
Pct 9255,Election Day,9255,1,577,213,36.92,91,97,25,0
Pct 9255,VBM,9255,1,577,305,52.86,105,161,39,0
Pct 9256,Election Day,9256,1,403,133,33.00,54,65,14,0
Pct 9256,VBM,9256,1,403,209,51.86,81,100,28,0
Pct 9257 MB,Election Day,9257,1,339,9,2.65,7,1,1,0
Pct 9257 MB,VBM,9257,1,339,278,82.01,123,124,30,1
Pct 9258,Election Day,9258,1,715,216,30.21,101,96,19,0
Pct 9258,VBM,9258,1,715,429,60.00,174,203,52,0
Pct 9401,Election Day,9401,1,1014,355,35.01,208,114,33,0
Pct 9401,VBM,9401,1,1014,460,45.36,241,178,41,0
Pct 9402,Election Day,9402,1,1028,323,31.42,178,109,36,0
Pct 9402,VBM,9402,1,1028,493,47.96,234,200,59,0
Pct 9403,Election Day,9403,1,933,273,29.26,142,108,23,0
Pct 9403,VBM,9403,1,933,466,49.95,215,205,46,0
Pct 9404,Election Day,9404,1,921,286,31.05,157,105,24,0
Pct 9404,VBM,9404,1,921,458,49.73,210,200,48,0
Pct 9405,Election Day,9405,1,818,258,31.54,118,117,23,0
Pct 9405,VBM,9405,1,818,441,53.91,182,208,50,1
Pct 9406,Election Day,9406,1,916,291,31.77,134,125,31,1
Pct 9406,VBM,9406,1,916,500,54.59,231,208,60,1
Pct 9407,Election Day,9407,1,941,309,32.84,146,137,26,0
Pct 9407,VBM,9407,1,941,419,44.53,188,179,51,1
Pct 9408,Election Day,9408,1,879,297,33.79,147,121,28,1
Pct 9408,VBM,9408,1,879,407,46.30,216,151,39,1
Pct 9409,Election Day,9409,1,626,236,37.70,143,73,20,0
Pct 9409,VBM,9409,1,626,288,46.01,140,118,30,0
Pct 9411,Election Day,9411,1,1051,345,32.83,216,90,39,0
Pct 9411,VBM,9411,1,1051,495,47.10,265,181,48,1
Pct 9412,Election Day,9412,1,885,291,32.88,142,119,30,0
Pct 9412,VBM,9412,1,885,412,46.55,185,185,42,0
Pct 9413,Election Day,9413,1,907,265,29.22,142,99,24,0
Pct 9413,VBM,9413,1,907,477,52.59,197,215,64,1
Pct 9414,Election Day,9414,1,894,272,30.43,129,114,29,0
Pct 9414,VBM,9414,1,894,468,52.35,221,193,54,0
Pct 9415,Election Day,9415,1,798,216,27.07,101,77,38,0
Pct 9415,VBM,9415,1,798,421,52.76,158,214,49,0
Pct 9416,Election Day,9416,1,1018,305,29.96,147,136,22,0
Pct 9416,VBM,9416,1,1018,501,49.21,232,221,48,0
Pct 9417,Election Day,9417,1,759,192,25.30,85,88,19,0
Pct 9417,VBM,9417,1,759,412,54.28,159,211,41,1
Pct 9418,Election Day,9418,1,814,235,28.87,99,107,28,1
Pct 9418,VBM,9418,1,814,407,50.00,139,205,63,0
Pct 9419,Election Day,9419,1,902,245,27.16,110,102,33,0
Pct 9419,VBM,9419,1,902,463,51.33,167,221,75,0
Pct 9421,Election Day,9421,1,929,243,26.16,108,103,32,0
Pct 9421,VBM,9421,1,929,489,52.64,183,237,69,0
Pct 9422,Election Day,9422,1,1082,348,32.16,161,137,49,1
Pct 9422,VBM,9422,1,1082,539,49.82,214,258,66,1
Pct 9423,Election Day,9423,1,909,269,29.59,122,109,38,0
Pct 9423,VBM,9423,1,909,449,49.39,177,227,43,2
Pct 9424,Election Day,9424,1,951,246,25.87,120,99,27,0
Pct 9424,VBM,9424,1,951,510,53.63,203,262,45,0
Pct 9425,Election Day,9425,1,964,258,26.76,111,108,39,0
Pct 9425,VBM,9425,1,964,490,50.83,208,220,62,0
Pct 9426,Election Day,9426,1,835,241,28.86,105,113,23,0
Pct 9426,VBM,9426,1,835,422,50.54,160,204,57,1
Pct 9427,Election Day,9427,1,963,250,25.96,105,103,42,0
Pct 9427,VBM,9427,1,963,483,50.16,186,237,60,0
Pct 9428,Election Day,9428,1,963,232,24.09,110,90,32,0
Pct 9428,VBM,9428,1,963,522,54.21,218,253,51,0
Pct 9429,Election Day,9429,1,909,284,31.24,131,120,32,1
Pct 9429,VBM,9429,1,909,423,46.53,186,186,51,0
Pct 9431,Election Day,9431,1,1024,265,25.88,109,114,42,0
Pct 9431,VBM,9431,1,1024,556,54.30,211,275,67,3
Pct 9432,Election Day,9432,1,913,277,30.34,121,127,28,1
Pct 9432,VBM,9432,1,913,441,48.30,159,220,62,0
Pct 9433,Election Day,9433,1,973,256,26.31,110,116,30,0
Pct 9433,VBM,9433,1,973,503,51.70,182,253,68,0
Pct 9434,Election Day,9434,1,997,302,30.29,132,139,31,0
Pct 9434,VBM,9434,1,997,501,50.25,200,251,49,1
Pct 9435,Election Day,9435,1,969,276,28.48,139,105,32,0
Pct 9435,VBM,9435,1,969,489,50.46,204,231,54,0
Pct 9436,Election Day,9436,1,994,263,26.46,121,108,33,1
Pct 9436,VBM,9436,1,994,520,52.31,223,230,67,0
Pct 9437,Election Day,9437,1,954,281,29.45,118,122,41,0
Pct 9437,VBM,9437,1,954,432,45.28,180,204,47,1
Pct 9438,Election Day,9438,1,1000,242,24.20,111,101,30,0
Pct 9438,VBM,9438,1,1000,549,54.90,192,301,56,0
Pct 9439,Election Day,9439,1,903,222,24.58,101,89,32,0
Pct 9439,VBM,9439,1,903,468,51.83,188,224,56,0
Pct 9441,Election Day,9441,1,1004,283,28.19,143,111,28,1
Pct 9441,VBM,9441,1,1004,517,51.49,215,249,53,0
Pct 9442,Election Day,9442,1,1027,334,32.52,149,137,46,2
Pct 9442,VBM,9442,1,1027,475,46.25,190,216,68,1
Pct 9443,Election Day,9443,1,937,286,30.52,134,119,33,0
Pct 9443,VBM,9443,1,937,462,49.31,179,240,43,0
Pct 9444,Election Day,9444,1,955,253,26.49,124,95,34,0
Pct 9444,VBM,9444,1,955,467,48.90,179,231,56,1
Pct 9445,Election Day,9445,1,993,270,27.19,122,120,28,0
Pct 9445,VBM,9445,1,993,481,48.44,208,207,65,1
Pct 9446,Election Day,9446,1,1084,305,28.14,158,116,31,0
Pct 9446,VBM,9446,1,1084,607,56.00,236,297,74,0
Pct 9447,Election Day,9447,1,954,268,28.09,125,114,29,0
Pct 9447,VBM,9447,1,954,493,51.68,199,251,43,0
Pct 9448,Election Day,9448,1,950,269,28.32,138,106,25,0
Pct 9448,VBM,9448,1,950,459,48.32,177,224,58,0
Pct 9449,Election Day,9449,1,820,178,21.71,86,72,20,0
Pct 9449,VBM,9449,1,820,461,56.22,176,217,66,2
Pct 9451,Election Day,9451,1,438,123,28.08,57,55,11,0
Pct 9451,VBM,9451,1,438,247,56.39,72,140,35,0
Pct 9452,Election Day,9452,1,829,289,34.86,126,126,37,0
Pct 9452,VBM,9452,1,829,412,49.70,165,197,49,1
Pct 9453,Election Day,9453,1,502,147,29.28,65,69,13,0
Pct 9453,VBM,9453,1,502,268,53.39,108,124,36,0
Pct 9501 MB,Election Day,9501,1,153,6,3.92,1,5,0,0
Pct 9501 MB,VBM,9501,1,153,125,81.70,51,59,15,0
Pct 9502 MB,Election Day,9502,1,233,5,2.15,3,1,1,0
Pct 9502 MB,VBM,9502,1,233,204,87.55,96,89,19,0
Pct 9503/9504,Election Day,9503,1,822,277,33.70,129,120,27,1
Pct 9503/9504,VBM,9503,1,822,397,48.30,162,187,47,1
Pct 9505,Election Day,9505,1,804,226,28.11,102,102,19,3
Pct 9505,VBM,9505,1,804,391,48.63,175,176,37,3
Pct 9506,Election Day,9506,1,810,266,32.84,136,103,27,0
Pct 9506,VBM,9506,1,810,336,41.48,145,168,23,0
Pct 9507,Election Day,9507,1,783,248,31.67,129,104,15,0
Pct 9507,VBM,9507,1,783,390,49.81,190,177,23,0
Pct 9508,Election Day,9508,1,862,304,35.27,181,101,22,0
Pct 9508,VBM,9508,1,862,416,48.26,200,181,35,0
Pct 9509,Election Day,9509,1,758,237,31.27,135,85,17,0
Pct 9509,VBM,9509,1,758,424,55.94,190,187,46,1
Pct 9511,Election Day,9511,1,630,236,37.46,143,79,14,0
Pct 9511,VBM,9511,1,630,293,46.51,142,117,34,0
Pct 9512,Election Day,9512,1,848,279,32.90,159,100,20,0
Pct 9512,VBM,9512,1,848,430,50.71,222,169,39,0
Pct 9513,Election Day,9513,1,952,319,33.51,193,101,24,1
Pct 9513,VBM,9513,1,952,447,46.95,201,213,33,0
Pct 9514/9522,Election Day,9514,1,959,342,35.66,186,120,36,0
Pct 9514/9522,VBM,9514,1,959,490,51.09,248,204,38,0
Pct 9515,Election Day,9515,1,748,278,37.17,133,108,37,0
Pct 9515,VBM,9515,1,748,368,49.20,164,171,33,0
Pct 9516,Election Day,9516,1,922,311,33.73,158,125,28,0
Pct 9516,VBM,9516,1,922,452,49.02,195,193,64,0
Pct 9517,Election Day,9517,1,854,279,32.67,168,88,23,0
Pct 9517,VBM,9517,1,854,434,50.82,219,183,32,0
Pct 9518,Election Day,9518,1,826,275,33.29,144,113,18,0
Pct 9518,VBM,9518,1,826,432,52.30,212,174,46,0
Pct 9519,Election Day,9519,1,922,307,33.30,164,117,26,0
Pct 9519,VBM,9519,1,922,483,52.39,242,199,41,1
Pct 9521,Election Day,9521,1,947,354,37.38,196,133,25,0
Pct 9521,VBM,9521,1,947,473,49.95,230,193,50,0
Pct 9701,Election Day,9701,1,664,212,31.93,112,80,20,0
Pct 9701,VBM,9701,1,664,359,54.07,165,146,48,0
Pct 9702,Election Day,9702,1,760,257,33.82,118,112,27,0
Pct 9702,VBM,9702,1,760,383,50.39,167,171,45,0
Pct 9703,Election Day,9703,1,989,276,27.91,115,128,33,0
Pct 9703,VBM,9703,1,989,542,54.80,237,249,56,0
Pct 9704,Election Day,9704,1,971,302,31.10,150,133,19,0
Pct 9704,VBM,9704,1,971,534,54.99,213,263,58,0
Pct 9705,Election Day,9705,1,954,325,34.07,163,136,26,0
Pct 9705,VBM,9705,1,954,511,53.56,223,234,54,0
Pct 9706 MB,Election Day,9706,1,54,3,5.56,1,0,2,0
Pct 9706 MB,VBM,9706,1,54,51,94.44,21,23,7,0
Pct 9707,Election Day,9707,1,805,185,22.98,65,97,23,0
Pct 9707,VBM,9707,1,805,494,61.37,190,256,47,1
Pct 9708,Election Day,9708,1,956,299,31.28,141,125,33,0
Pct 9708,VBM,9708,1,956,530,55.44,239,234,57,0
Pct 9709,Election Day,9709,1,1029,290,28.18,122,131,36,1
Pct 9709,VBM,9709,1,1029,558,54.23,204,293,59,2
Pct 9711,Election Day,9711,1,643,212,32.97,83,105,24,0
Pct 9711,VBM,9711,1,643,360,55.99,121,193,46,0
Pct 9712,Election Day,9712,1,656,199,30.34,55,125,19,0
Pct 9712,VBM,9712,1,656,394,60.06,120,230,44,0
Pct 9713,Election Day,9713,1,974,268,27.52,116,117,35,0
Pct 9713,VBM,9713,1,974,514,52.77,182,291,41,0
Pct 9714,Election Day,9714,1,941,268,28.48,90,149,29,0
Pct 9714,VBM,9714,1,941,557,59.19,163,327,67,0
Pct 9715,Election Day,9715,1,580,212,36.55,65,120,27,0
Pct 9715,VBM,9715,1,580,309,53.28,79,201,29,0
Pct 9716,Election Day,9716,1,975,288,29.54,110,139,39,0
Pct 9716,VBM,9716,1,975,503,51.59,169,278,56,0
Pct 9717,Election Day,9717,1,993,338,34.04,145,153,40,0
Pct 9717,VBM,9717,1,993,499,50.25,169,282,48,0
Pct 9718,Election Day,9718,1,859,267,31.08,103,140,24,0
Pct 9718,VBM,9718,1,859,488,56.81,150,286,52,0
Pct 9719,Election Day,9719,1,880,263,29.89,87,152,24,0
Pct 9719,VBM,9719,1,880,492,55.91,141,299,50,2
Pct 9721,Election Day,9721,1,657,222,33.79,77,130,15,0
Pct 9721,VBM,9721,1,657,353,53.73,90,229,34,0
Pct 9722,Election Day,9722,1,634,162,25.55,57,83,22,0
Pct 9722,VBM,9722,1,634,381,60.09,125,210,46,0
Pct 9723,Election Day,9723,1,478,111,23.22,45,50,16,0
Pct 9723,VBM,9723,1,478,285,59.62,87,157,41,0
Pct 9724,Election Day,9724,1,978,255,26.07,108,119,28,0
Pct 9724,VBM,9724,1,978,569,58.18,176,311,82,0
Pct 9725,Election Day,9725,1,985,251,25.48,92,126,32,1
Pct 9725,VBM,9725,1,985,532,54.01,169,279,84,0
Pct 9726,Election Day,9726,1,782,303,38.75,160,95,48,0
Pct 9726,VBM,9726,1,782,303,38.75,143,122,36,2
Pct 9727,Election Day,9727,1,454,111,24.45,39,56,16,0
Pct 9727,VBM,9727,1,454,285,62.78,85,169,30,1
Pct 9728,Election Day,9728,1,937,287,30.63,94,152,41,0
Pct 9728,VBM,9728,1,937,518,55.28,162,299,57,0
Pct 9729,Election Day,9729,1,802,218,27.18,58,135,24,1
Pct 9729,VBM,9729,1,802,490,61.10,117,318,54,1
Pct 9731,Election Day,9731,1,548,198,36.13,50,120,27,1
Pct 9731,VBM,9731,1,548,287,52.37,74,178,35,0
Pct 9732 MB,Election Day,9732,1,76,1,1.32,0,0,1,0
Pct 9732 MB,VBM,9732,1,76,70,92.11,19,46,5,0
Pct 9733 MB,Election Day,9733,1,221,4,1.81,1,3,0,0
Pct 9733 MB,VBM,9733,1,221,200,90.50,72,115,13,0
Pct 9734,Election Day,9734,1,603,185,30.68,54,110,21,0
Pct 9734,VBM,9734,1,603,350,58.04,73,236,41,0
Pct 9735,Election Day,9735,1,807,227,28.13,64,129,34,0
Pct 9735,VBM,9735,1,807,472,58.49,128,288,56,0
Pct 9736,Election Day,9736,1,729,209,28.67,66,127,16,0
Pct 9736,VBM,9736,1,729,442,60.63,169,232,41,0
Pct 9737,Election Day,9737,1,782,233,29.80,83,124,26,0
Pct 9737,VBM,9737,1,782,482,61.64,201,244,37,0
Pct 9738,Election Day,9738,1,850,275,32.35,146,90,38,1
Pct 9738,VBM,9738,1,850,405,47.65,162,190,53,0
Pct 9739,Election Day,9739,1,912,302,33.11,172,94,35,1
Pct 9739,VBM,9739,1,912,379,41.56,184,144,51,0
Pct 9741,Election Day,9741,1,1064,433,40.70,243,118,72,0
Pct 9741,VBM,9741,1,1064,246,23.12,140,74,32,0
Pct 9742,Election Day,9742,1,669,217,32.44,78,110,29,0
Pct 9742,VBM,9742,1,669,313,46.79,115,161,37,0
Pct 9743,Election Day,9743,1,1159,363,31.32,203,117,43,0
Pct 9743,VBM,9743,1,1159,544,46.94,252,236,56,0
Pct 9744,Election Day,9744,1,968,364,37.60,197,122,45,0
Pct 9744,VBM,9744,1,968,399,41.22,190,155,53,1
Pct 9745,Election Day,9745,1,1052,359,34.13,202,118,39,0
Pct 9745,VBM,9745,1,1052,403,38.31,215,158,29,1
Pct 9746,Election Day,9746,1,903,310,34.33,111,162,37,0
Pct 9746,VBM,9746,1,903,473,52.38,168,239,66,0
Pct 9747,Election Day,9747,1,989,301,30.43,131,135,35,0
Pct 9747,VBM,9747,1,989,496,50.15,221,217,57,1
Pct 9748,Election Day,9748,1,981,278,28.34,123,126,29,0
Pct 9748,VBM,9748,1,981,531,54.13,211,261,59,0
Pct 9749,Election Day,9749,1,969,256,26.42,146,80,30,0
Pct 9749,VBM,9749,1,969,430,44.38,205,183,42,0
Pct 9751,Election Day,9751,1,1011,306,30.27,118,154,34,0
Pct 9751,VBM,9751,1,1011,602,59.55,214,320,67,1
Pct 9752,Election Day,9752,1,721,206,28.57,86,98,22,0
Pct 9752,VBM,9752,1,721,420,58.25,153,233,33,1
Pct 9753,Election Day,9753,1,777,228,29.34,116,93,19,0
Pct 9753,VBM,9753,1,777,408,52.51,180,199,28,1
Pct 9754,Election Day,9754,1,744,259,34.81,147,95,17,0
Pct 9754,VBM,9754,1,744,389,52.28,174,186,29,0
Pct 9755,Election Day,9755,1,605,185,30.58,83,83,19,0
Pct 9755,VBM,9755,1,605,307,50.74,126,152,29,0
Pct 9756,Election Day,9756,1,980,279,28.47,131,105,42,1
Pct 9756,VBM,9756,1,980,505,51.53,202,235,68,0
Pct 9801,Election Day,9801,1,434,131,30.18,60,53,18,0
Pct 9801,VBM,9801,1,434,208,47.93,79,110,18,1
Pct 9900 MB,Election Day,9900,1,0,0,0.00,0,0,0,0
Pct 9900 MB,VBM,9900,1,0,0,0.00,0,0,0,0
Pct 9901 MB,Election Day,9901,1,0,0,0.00,0,0,0,0
Pct 9901 MB,VBM,9901,1,0,0,0.00,0,0,0,0
Pct 9902 MB,Election Day,9902,1,0,0,0.00,0,0,0,0
Pct 9902 MB,VBM,9902,1,0,0,0.00,0,0,0,0
