PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7045,VBM,7045,1,803,326,40.60,106,181,39,0
Pct 7046,Election Day,7046,1,435,110,25.29,47,49,10,0
Pct 7046,VBM,7046,1,435,209,48.05,69,121,17,0
Pct 7047,Election Day,7047,1,858,178,20.75,67,85,24,0
Pct 7047,VBM,7047,1,858,424,49.42,166,214,39,0
Pct 7048,Election Day,7048,1,877,196,22.35,95,78,23,0
Pct 7048,VBM,7048,1,877,322,36.72,124,160,35,0
Pct 7049,Election Day,7049,1,829,219,26.42,83,94,41,0
Pct 7049,VBM,7049,1,829,315,38.00,105,170,37,0
Pct 7051,Election Day,7051,1,909,160,17.60,68,63,31,0
Pct 7051,VBM,7051,1,909,452,49.72,163,232,49,0
Pct 7052,Election Day,7052,1,894,214,23.94,69,117,28,0
Pct 7052,VBM,7052,1,894,461,51.57,177,233,46,0
Pct 7053,Election Day,7053,1,552,105,19.02,38,52,12,0
Pct 7053,VBM,7053,1,552,357,64.67,153,144,50,0
Pct 7054,Election Day,7054,1,1068,318,29.78,147,139,31,0
Pct 7054,VBM,7054,1,1068,365,34.18,165,165,34,0
Pct 7101 MB,Election Day,7101,1,150,3,2.00,1,0,2,0
Pct 7101 MB,VBM,7101,1,150,123,82.00,48,55,19,0
Pct 7201,Election Day,7201,1,983,268,27.26,95,132,41,0
Pct 7201,VBM,7201,1,983,600,61.04,214,318,98,1
Pct 7202,Election Day,7202,1,885,278,31.41,97,141,40,0
Pct 7202,VBM,7202,1,885,474,53.56,149,253,62,0
Pct 7203,Election Day,7203,1,950,341,35.89,112,153,62,0
Pct 7203,VBM,7203,1,950,499,52.53,153,261,77,0
Pct 7204,Election Day,7204,1,933,276,29.58,83,141,52,0
Pct 7204,VBM,7204,1,933,557,59.70,154,318,72,0
Pct 7205,Election Day,7205,1,903,292,32.34,90,151,51,0
Pct 7205,VBM,7205,1,903,523,57.92,157,291,69,0
Pct 7206,Election Day,7206,1,390,137,35.13,52,63,22,0
Pct 7206,VBM,7206,1,390,203,52.05,61,110,29,0
Pct 7207,Election Day,7207,1,712,184,25.84,69,72,41,1
Pct 7207,VBM,7207,1,712,411,57.72,127,199,79,0
Pct 7208,Election Day,7208,1,635,155,24.41,51,73,30,0
Pct 7208,VBM,7208,1,635,384,60.47,110,204,63,0
Pct 7209,Election Day,7209,1,563,84,14.92,26,45,13,0
Pct 7209,VBM,7209,1,563,407,72.29,91,262,45,0
Pct 7301,Election Day,7301,1,1080,258,23.89,113,106,42,1
Pct 7301,VBM,7301,1,1080,555,51.39,206,267,76,0
Pct 7302,Election Day,7302,1,862,224,25.99,82,98,45,0
Pct 7302,VBM,7302,1,862,508,58.93,170,275,57,0
Pct 7303,Election Day,7303,1,1032,313,30.33,129,124,62,0
Pct 7303,VBM,7303,1,1032,538,52.13,193,259,82,1
Pct 7304,Election Day,7304,1,993,327,32.93,135,131,61,0
Pct 7304,VBM,7304,1,993,501,50.45,164,259,73,0
Pct 7305,Election Day,7305,1,906,272,30.02,78,138,55,0
Pct 7305,VBM,7305,1,906,500,55.19,140,278,63,0
Pct 7306,Election Day,7306,1,1076,351,32.62,133,143,65,0
Pct 7306,VBM,7306,1,1076,531,49.35,191,250,71,0
Pct 7307,Election Day,7307,1,826,267,32.32,111,97,60,0
Pct 7307,VBM,7307,1,826,407,49.27,144,187,65,0
Pct 7308,Election Day,7308,1,641,209,32.61,92,85,30,0
Pct 7308,VBM,7308,1,641,339,52.89,116,172,47,0
Pct 7309,Election Day,7309,1,897,295,32.89,102,136,60,0
Pct 7309,VBM,7309,1,897,469,52.29,155,222,77,0
Pct 7311,Election Day,7311,1,986,333,33.77,127,132,74,0
Pct 7311,VBM,7311,1,986,520,52.74,181,250,71,0
Pct 7312,Election Day,7312,1,874,229,26.20,53,133,44,0
Pct 7312,VBM,7312,1,874,539,61.67,137,314,80,0
Pct 7313,Election Day,7313,1,1001,261,26.07,114,104,39,0
Pct 7313,VBM,7313,1,1001,537,53.65,190,266,67,0
Pct 7314,Election Day,7314,1,833,164,19.69,62,65,38,0
Pct 7314,VBM,7314,1,833,347,41.66,144,139,51,1
Pct 7315,Election Day,7315,1,783,226,28.86,87,85,54,1
Pct 7315,VBM,7315,1,783,371,47.38,141,160,57,0
Pct 7316,Election Day,7316,1,893,220,24.64,103,86,31,0
Pct 7316,VBM,7316,1,893,441,49.38,193,181,62,0
Pct 7317,Election Day,7317,1,938,225,23.99,97,101,28,0
Pct 7317,VBM,7317,1,938,518,55.22,176,256,70,0
Pct 7318,Election Day,7318,1,788,252,31.98,80,103,65,0
Pct 7318,VBM,7318,1,788,437,55.46,142,222,64,0
Pct 7319,Election Day,7319,1,1123,330,29.39,135,142,53,0
Pct 7319,VBM,7319,1,1123,578,51.47,172,292,98,0
Pct 7321,Election Day,7321,1,683,179,26.21,69,78,34,0
Pct 7321,VBM,7321,1,683,314,45.97,115,159,31,0
Pct 7322,Election Day,7322,1,937,122,13.02,47,49,28,0
Pct 7322,VBM,7322,1,937,404,43.12,166,183,47,0
Pct 7323,Election Day,7323,1,888,277,31.19,110,119,48,0
Pct 7323,VBM,7323,1,888,450,50.68,163,208,67,0
Pct 7324,Election Day,7324,1,756,216,28.57,76,84,46,0
Pct 7324,VBM,7324,1,756,385,50.93,140,164,77,0
Pct 7325,Election Day,7325,1,973,282,28.98,113,118,49,0
Pct 7325,VBM,7325,1,973,510,52.42,176,235,88,0
Pct 7326,Election Day,7326,1,922,266,28.85,105,106,54,0
Pct 7326,VBM,7326,1,922,483,52.39,181,235,58,0
Pct 7327,Election Day,7327,1,762,95,12.47,28,45,20,1
Pct 7327,VBM,7327,1,762,339,44.49,124,164,50,0
Pct 7328,Election Day,7328,1,1024,115,11.23,46,40,31,0
Pct 7328,VBM,7328,1,1024,502,49.02,162,265,73,0
Pct 7329,Election Day,7329,1,607,120,19.77,43,58,21,0
Pct 7329,VBM,7329,1,607,334,55.02,116,184,30,0
Pct 7331,Election Day,7331,1,933,260,27.87,82,126,52,1
Pct 7331,VBM,7331,1,933,533,57.13,155,285,77,0
Pct 7332,Election Day,7332,1,889,274,30.82,126,90,55,1
