PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7551,VBM,7551,1,762,417,54.72,336,56,21,0
Pct 7552,Election Day,7552,1,756,256,33.86,223,26,7,0
Pct 7552,VBM,7552,1,756,422,55.82,350,45,17,1
Pct 7553 MB,Election Day,7553,1,187,5,2.67,3,2,0,0
Pct 7553 MB,VBM,7553,1,187,163,87.17,130,23,6,0
Pct 7554,Election Day,7554,1,859,279,32.48,229,40,10,0
Pct 7554,VBM,7554,1,859,490,57.04,390,72,20,0
Pct 7555,Election Day,7555,1,893,298,33.37,258,33,6,1
Pct 7555,VBM,7555,1,893,548,61.37,446,72,22,1
Pct 7556/7557,Election Day,7556,1,1008,315,31.25,252,51,12,0
Pct 7556/7557,VBM,7556,1,1008,591,58.63,493,67,22,0
Pct 7601,Election Day,7601,1,929,223,24.00,147,52,25,0
Pct 7601,VBM,7601,1,929,365,39.29,259,78,20,0
Pct 7602,Election Day,7602,1,962,267,27.75,181,53,32,0
Pct 7602,VBM,7602,1,962,422,43.87,304,98,17,0
Pct 7603,Election Day,7603,1,888,286,32.21,207,66,12,0
Pct 7603,VBM,7603,1,888,404,45.50,310,78,12,0
Pct 7604,Election Day,7604,1,989,284,28.72,202,64,16,0
Pct 7604,VBM,7604,1,989,393,39.74,272,94,21,0
Pct 7605,Election Day,7605,1,771,191,24.77,114,51,25,0
Pct 7605,VBM,7605,1,771,237,30.74,158,63,14,0
Pct 7606,Election Day,7606,1,992,247,24.90,164,51,33,0
Pct 7606,VBM,7606,1,992,393,39.62,261,97,28,0
Pct 7607,Election Day,7607,1,1055,272,25.78,180,67,23,1
Pct 7607,VBM,7607,1,1055,438,41.52,300,103,27,0
Pct 7608,Election Day,7608,1,456,89,19.52,39,30,20,0
Pct 7608,VBM,7608,1,456,155,33.99,82,55,17,0
Pct 7609,Election Day,7609,1,1051,153,14.56,84,46,24,0
