precinct_id	name	list_order	type_1	type_2	type_3	type_4	type_5	type_6	cmax_category_order	ed_turnout	ev_turnout	MAIL_turnout	type4_turnout	type5_turnout	type6_turnout	turnout
378	Pct 9102	378	1	2	3	4	5	6	2	191	192	0	0	0	0	383
379	Pct 9103	379	1	2	3	4	5	6	2	177	181	0	0	0	0	358
380	Pct 9104	380	1	2	3	4	5	6	2	172	164	0	0	0	0	336
381	Pct 9105	381	1	2	3	4	5	6	2	193	200	0	0	0	0	393
382	Pct 9106	382	1	2	3	4	5	6	2	229	210	0	0	0	0	439
383	Pct 9107	383	1	2	3	4	5	6	2	168	140	0	0	0	0	308
384	Pct 9108	384	1	2	3	4	5	6	2	164	129	0	0	0	0	293
385	Pct 9109	385	1	2	3	4	5	6	2	168	165	0	0	0	0	333
386	Pct 9111	386	1	2	3	4	5	6	2	163	123	0	0	0	0	286
387	Pct 9112	387	1	2	3	4	5	6	2	182	174	0	0	0	0	356
388	Pct 9113	388	1	2	3	4	5	6	2	224	180	0	0	0	0	404
389	Pct 9114	389	1	2	3	4	5	6	2	160	146	0	0	0	0	306
390	Pct 9115	390	1	2	3	4	5	6	2	181	168	0	0	0	0	349
391	Pct 9116	391	1	2	3	4	5	6	2	179	160	0	0	0	0	339
392	Pct 9117	392	1	2	3	4	5	6	2	147	191	0	0	0	0	338
393	Pct 9118	393	1	2	3	4	5	6	2	169	145	0	0	0	0	314
394	Pct 9119	394	1	2	3	4	5	6	2	143	187	0	0	0	0	330
395	Pct 9121	395	1	2	3	4	5	6	2	171	168	0	0	0	0	339
396	Pct 9122	396	1	2	3	4	5	6	2	134	186	0	0	0	0	320
397	Pct 9123	397	1	2	3	4	5	6	2	164	174	0	0	0	0	338
398	Pct 9124	398	1	2	3	4	5	6	2	166	161	0	0	0	0	327
399	Pct 9125	399	1	2	3	4	5	6	2	164	194	0	0	0	0	358
400	Pct 9126	400	1	2	3	4	5	6	2	165	212	0	0	0	0	377
401	Pct 9127	401	1	2	3	4	5	6	2	210	165	0	0	0	0	375
402	Pct 9128	402	1	2	3	4	5	6	2	206	148	0	0	0	0	354
403	Pct 9129	403	1	2	3	4	5	6	2	99	109	0	0	0	0	208
404	Pct 9131	404	1	2	3	4	5	6	2	149	150	0	0	0	0	299
405	Pct 9132	405	1	2	3	4	5	6	2	183	139	0	0	0	0	322
406	Pct 9133	406	1	2	3	4	5	6	2	178	206	0	0	0	0	384
407	Pct 9134	407	1	2	3	4	5	6	2	136	160	0	0	0	0	296
408	Pct 9135	408	1	2	3	4	5	6	2	156	164	0	0	0	0	320
409	Pct 9136	409	1	2	3	4	5	6	2	187	147	0	0	0	0	334
410	Pct 9137	410	1	2	3	4	5	6	2	157	189	0	0	0	0	346
411	Pct 9138	411	1	2	3	4	5	6	2	133	172	0	0	0	0	305
412	Pct 9139	412	1	2	3	4	5	6	2	157	195	0	0	0	0	352
413	Pct 9141	413	1	2	3	4	5	6	2	153	178	0	0	0	0	331
414	Pct 9142	414	1	2	3	4	5	6	2	181	164	0	0	0	0	345
415	Pct 9143	415	1	2	3	4	5	6	2	184	186	0	0	0	0	370
416	Pct 9144	416	1	2	3	4	5	6	2	208	189	0	0	0	0	397
417	Pct 9145	417	1	2	3	4	5	6	2	179	137	0	0	0	0	316
418	Pct 9146	418	1	2	3	4	5	6	2	216	136	0	0	0	0	352
419	Pct 9147	419	1	2	3	4	5	6	2	177	160	0	0	0	0	337
420	Pct 9148	420	1	2	3	4	5	6	2	259	164	0	0	0	0	423
421	Pct 9149	421	1	2	3	4	5	6	2	184	172	0	0	0	0	356
422	Pct 9151	422	1	2	3	4	5	6	2	135	176	0	0	0	0	311
423	Pct 9152	423	1	2	3	4	5	6	2	86	108	0	0	0	0	194
424	Pct 9201	424	1	2	3	4	5	6	2	197	147	0	0	0	0	344
425	Pct 9202	425	1	2	3	4	5	6	2	190	127	0	0	0	0	317
426	Pct 9203	426	1	2	3	4	5	6	2	143	185	0	0	0	0	328
427	Pct 9204	427	1	2	3	4	5	6	2	140	152	0	0	0	0	292
428	Pct 9205	428	1	2	3	4	5	6	2	122	138	0	0	0	0	260
429	Pct 9206	429	1	2	3	4	5	6	2	137	193	0	0	0	0	330
430	Pct 9207	430	1	2	3	4	5	6	2	158	150	0	0	0	0	308
431	Pct 9208	431	1	2	3	4	5	6	2	149	138	0	0	0	0	287
432	Pct 9209	432	1	2	3	4	5	6	2	137	137	0	0	0	0	274
433	Pct 9211	433	1	2	3	4	5	6	2	144	131	0	0	0	0	275
434	Pct 9212	434	1	2	3	4	5	6	2	141	120	0	0	0	0	261
435	Pct 9213	435	1	2	3	4	5	6	2	137	175	0	0	0	0	312
436	Pct 9214	436	1	2	3	4	5	6	2	100	137	0	0	0	0	237
437	Pct 9215	437	1	2	3	4	5	6	2	112	137	0	0	0	0	249
438	Pct 9216	438	1	2	3	4	5	6	2	133	103	0	0	0	0	236
439	Pct 9217	439	1	2	3	4	5	6	2	117	128	0	0	0	0	245
440	Pct 9218	440	1	2	3	4	5	6	2	114	128	0	0	0	0	242
441	Pct 9219	441	1	2	3	4	5	6	2	167	99	0	0	0	0	266
442	Pct 9221	442	1	2	3	4	5	6	2	113	168	0	0	0	0	281
443	Pct 9222	443	1	2	3	4	5	6	2	133	199	0	0	0	0	332
444	Pct 9223	444	1	2	3	4	5	6	2	86	143	0	0	0	0	229
445	Pct 9224	445	1	2	3	4	5	6	2	174	201	0	0	0	0	375
446	Pct 9225	446	1	2	3	4	5	6	2	173	125	0	0	0	0	298
447	Pct 9226	447	1	2	3	4	5	6	2	153	193	0	0	0	0	346
448	Pct 9227	448	1	2	3	4	5	6	2	130	182	0	0	0	0	312
449	Pct 9228	449	1	2	3	4	5	6	2	161	164	0	0	0	0	325
450	Pct 9229	450	1	2	3	4	5	6	2	124	147	0	0	0	0	271
451	Pct 9231	451	1	2	3	4	5	6	2	261	173	0	0	0	0	434
452	Pct 9232	452	1	2	3	4	5	6	2	156	134	0	0	0	0	290
453	Pct 9233	453	1	2	3	4	5	6	2	137	169	0	0	0	0	306
454	Pct 9234	454	1	2	3	4	5	6	2	121	170	0	0	0	0	291
455	Pct 9235	455	1	2	3	4	5	6	2	159	187	0	0	0	0	346
456	Pct 9236	456	1	2	3	4	5	6	2	127	143	0	0	0	0	270
457	Pct 9237	457	1	2	3	4	5	6	2	141	167	0	0	0	0	308
458	Pct 9238	458	1	2	3	4	5	6	2	135	177	0	0	0	0	312
459	Pct 9239	459	1	2	3	4	5	6	2	135	214	0	0	0	0	349
460	Pct 9241	460	1	2	3	4	5	6	2	163	202	0	0	0	0	365
461	Pct 9242	461	1	2	3	4	5	6	2	165	173	0	0	0	0	338
462	Pct 9243	462	1	2	3	4	5	6	2	128	111	0	0	0	0	239
463	Pct 9244	463	1	2	3	4	5	6	2	173	139	0	0	0	0	312
464	Pct 9245	464	1	2	3	4	5	6	2	137	120	0	0	0	0	257
465	Pct 9246	465	1	2	3	4	5	6	2	168	192	0	0	0	0	360
466	Pct 9247	466	1	2	3	4	5	6	2	177	200	0	0	0	0	377
467	Pct 9248	467	1	2	3	4	5	6	2	153	176	0	0	0	0	329
468	Pct 9249	468	1	2	3	4	5	6	2	184	194	0	0	0	0	378
469	Pct 9251	469	1	2	3	4	5	6	2	190	194	0	0	0	0	384
470	Pct 9252	470	1	2	3	4	5	6	2	144	192	0	0	0	0	336
471	Pct 9253	471	1	2	3	4	5	6	2	145	148	0	0	0	0	293
472	Pct 9254	472	1	2	3	4	5	6	2	188	203	0	0	0	0	391
473	Pct 9255	473	1	2	3	4	5	6	2	112	86	0	0	0	0	198
474	Pct 9256	474	1	2	3	4	5	6	2	66	53	0	0	0	0	119
475	Pct 9257 MB	475	1	2	3	4	5	6	2	0	72	0	0	0	0	72
476	Pct 9258	476	1	2	3	4	5	6	2	118	158	0	0	0	0	276
477	Pct 9401	477	1	2	3	4	5	6	2	213	148	0	0	0	0	361
478	Pct 9402	478	1	2	3	4	5	6	2	192	168	0	0	0	0	360
479	Pct 9403	479	1	2	3	4	5	6	2	158	167	0	0	0	0	325
480	Pct 9404	480	1	2	3	4	5	6	2	138	139	0	0	0	0	277
481	Pct 9405	481	1	2	3	4	5	6	2	181	154	0	0	0	0	335
482	Pct 9406	482	1	2	3	4	5	6	2	172	145	0	0	0	0	317
483	Pct 9407	483	1	2	3	4	5	6	2	184	142	0	0	0	0	326
484	Pct 9408	484	1	2	3	4	5	6	2	177	126	0	0	0	0	303
485	Pct 9409	485	1	2	3	4	5	6	2	150	96	0	0	0	0	246
486	Pct 9411	486	1	2	3	4	5	6	2	204	162	0	0	0	0	366
487	Pct 9412	487	1	2	3	4	5	6	2	188	161	0	0	0	0	349
488	Pct 9413	488	1	2	3	4	5	6	2	156	160	0	0	0	0	316
489	Pct 9414	489	1	2	3	4	5	6	2	140	185	0	0	0	0	325
490	Pct 9415	490	1	2	3	4	5	6	2	133	151	0	0	0	0	284
491	Pct 9416	491	1	2	3	4	5	6	2	194	171	0	0	0	0	365
492	Pct 9417	492	1	2	3	4	5	6	2	106	146	0	0	0	0	252
493	Pct 9418	493	1	2	3	4	5	6	2	135	161	0	0	0	0	296
494	Pct 9419	494	1	2	3	4	5	6	2	130	206	0	0	0	0	336
495	Pct 9421	495	1	2	3	4	5	6	2	123	176	0	0	0	0	299
496	Pct 9422	496	1	2	3	4	5	6	2	224	194	0	0	0	0	418
497	Pct 9423	497	1	2	3	4	5	6	2	138	155	0	0	0	0	293
498	Pct 9424	498	1	2	3	4	5	6	2	142	170	0	0	0	0	312
499	Pct 9425	499	1	2	3	4	5	6	2	131	182	0	0	0	0	313
500	Pct 9426	500	1	2	3	4	5	6	2	121	144	0	0	0	0	265
501	Pct 9427	501	1	2	3	4	5	6	2	128	188	0	0	0	0	316
502	Pct 9428	502	1	2	3	4	5	6	2	112	202	0	0	0	0	314
503	Pct 9429	503	1	2	3	4	5	6	2	174	158	0	0	0	0	332
504	Pct 9431	504	1	2	3	4	5	6	2	152	207	0	0	0	0	359
505	Pct 9432	505	1	2	3	4	5	6	2	157	163	0	0	0	0	320
506	Pct 9433	506	1	2	3	4	5	6	2	143	187	0	0	0	0	330
507	Pct 9434	507	1	2	3	4	5	6	2	175	204	0	0	0	0	379
508	Pct 9435	508	1	2	3	4	5	6	2	175	176	0	0	0	0	351
509	Pct 9436	509	1	2	3	4	5	6	2	154	200	0	0	0	0	354
510	Pct 9437	510	1	2	3	4	5	6	2	141	198	0	0	0	0	339
511	Pct 9438	511	1	2	3	4	5	6	2	134	207	0	0	0	0	341
512	Pct 9439	512	1	2	3	4	5	6	2	135	172	0	0	0	0	307
513	Pct 9441	513	1	2	3	4	5	6	2	154	195	0	0	0	0	349
514	Pct 9442	514	1	2	3	4	5	6	2	167	185	0	0	0	0	352
515	Pct 9443	515	1	2	3	4	5	6	2	161	148	0	0	0	0	309
516	Pct 9444	516	1	2	3	4	5	6	2	107	161	0	0	0	0	268
517	Pct 9445	517	1	2	3	4	5	6	2	170	198	0	0	0	0	368
518	Pct 9446	518	1	2	3	4	5	6	2	182	209	0	0	0	0	391
519	Pct 9447	519	1	2	3	4	5	6	2	144	180	0	0	0	0	324
520	Pct 9448	520	1	2	3	4	5	6	2	139	174	0	0	0	0	313
521	Pct 9449	521	1	2	3	4	5	6	2	93	160	0	0	0	0	253
522	Pct 9451	522	1	2	3	4	5	6	2	75	93	0	0	0	0	168
523	Pct 9452	523	1	2	3	4	5	6	2	174	131	0	0	0	0	305
524	Pct 9453	524	1	2	3	4	5	6	2	84	102	0	0	0	0	186
525	Pct 9501 MB	525	1	2	3	4	5	6	2	0	42	0	0	0	0	42
526	Pct 9502 MB	526	1	2	3	4	5	6	2	0	65	0	0	0	0	65
527	Pct 9503/9504	527	1	2	3	4	5	6	2	103	125	0	0	0	0	228
528	Pct 9505	528	1	2	3	4	5	6	2	125	128	0	0	0	0	253
529	Pct 9506	529	1	2	3	4	5	6	2	125	105	0	0	0	0	230
530	Pct 9507	530	1	2	3	4	5	6	2	164	143	0	0	0	0	307
531	Pct 9508	531	1	2	3	4	5	6	2	187	120	0	0	0	0	307
532	Pct 9509	532	1	2	3	4	5	6	2	139	115	0	0	0	0	254
533	Pct 9511	533	1	2	3	4	5	6	2	143	78	0	0	0	0	221
534	Pct 9512	534	1	2	3	4	5	6	2	154	145	0	0	0	0	299
535	Pct 9513	535	1	2	3	4	5	6	2	180	120	0	0	0	0	300
536	Pct 9514/9522	536	1	2	3	4	5	6	2	236	153	0	0	0	0	389
537	Pct 9515	537	1	2	3	4	5	6	2	193	118	0	0	0	0	311
538	Pct 9516	538	1	2	3	4	5	6	2	193	158	0	0	0	0	351
539	Pct 9517	539	1	2	3	4	5	6	2	176	172	0	0	0	0	348
540	Pct 9518	540	1	2	3	4	5	6	2	182	146	0	0	0	0	328
541	Pct 9519	541	1	2	3	4	5	6	2	211	164	0	0	0	0	375
542	Pct 9521	542	1	2	3	4	5	6	2	237	157	0	0	0	0	394
543	Pct 9701	543	1	2	3	4	5	6	2	164	126	0	0	0	0	290
544	Pct 9702	544	1	2	3	4	5	6	2	184	114	0	0	0	0	298
545	Pct 9703	545	1	2	3	4	5	6	2	166	200	0	0	0	0	366
546	Pct 9704	546	1	2	3	4	5	6	2	225	192	0	0	0	0	417
547	Pct 9705	547	1	2	3	4	5	6	2	237	154	0	0	0	0	391
548	Pct 9706 MB	548	1	2	3	4	5	6	2	0	11	0	0	0	0	11
549	Pct 9707	549	1	2	3	4	5	6	2	126	169	0	0	0	0	295
550	Pct 9708	550	1	2	3	4	5	6	2	212	188	0	0	0	0	400
551	Pct 9709	551	1	2	3	4	5	6	2	179	194	0	0	0	0	373
552	Pct 9711	552	1	2	3	4	5	6	2	148	180	0	0	0	0	328
553	Pct 9712	553	1	2	3	4	5	6	2	133	163	0	0	0	0	296
554	Pct 9713	554	1	2	3	4	5	6	2	134	200	0	0	0	0	334
555	Pct 9714	555	1	2	3	4	5	6	2	170	253	0	0	0	0	423
556	Pct 9715	556	1	2	3	4	5	6	2	166	110	0	0	0	0	276
557	Pct 9716	557	1	2	3	4	5	6	2	166	208	0	0	0	0	374
558	Pct 9717	558	1	2	3	4	5	6	2	187	211	0	0	0	0	398
559	Pct 9718	559	1	2	3	4	5	6	2	189	215	0	0	0	0	404
560	Pct 9719	560	1	2	3	4	5	6	2	187	187	0	0	0	0	374
561	Pct 9721	561	1	2	3	4	5	6	2	164	137	0	0	0	0	301
562	Pct 9722	562	1	2	3	4	5	6	2	97	178	0	0	0	0	275
563	Pct 9723	563	1	2	3	4	5	6	2	52	147	0	0	0	0	199
564	Pct 9724	564	1	2	3	4	5	6	2	131	209	0	0	0	0	340
565	Pct 9725	565	1	2	3	4	5	6	2	140	205	0	0	0	0	345
566	Pct 9726	566	1	2	3	4	5	6	2	118	117	0	0	0	0	235
567	Pct 9727	567	1	2	3	4	5	6	2	60	120	0	0	0	0	180
568	Pct 9728	568	1	2	3	4	5	6	2	164	223	0	0	0	0	387
569	Pct 9729	569	1	2	3	4	5	6	2	142	209	0	0	0	0	351
570	Pct 9731	570	1	2	3	4	5	6	2	135	108	0	0	0	0	243
571	Pct 9732 MB	571	1	2	3	4	5	6	2	0	29	0	0	0	0	29
572	Pct 9733 MB	572	1	2	3	4	5	6	2	0	90	0	0	0	0	90
573	Pct 9734	573	1	2	3	4	5	6	2	128	139	0	0	0	0	267
574	Pct 9735	574	1	2	3	4	5	6	2	144	210	0	0	0	0	354
575	Pct 9736	575	1	2	3	4	5	6	2	136	179	0	0	0	0	315
576	Pct 9737	576	1	2	3	4	5	6	2	156	229	0	0	0	0	385
577	Pct 9738	577	1	2	3	4	5	6	2	137	165	0	0	0	0	302
578	Pct 9739	578	1	2	3	4	5	6	2	132	125	0	0	0	0	257
579	Pct 9741	579	1	2	3	4	5	6	2	40	29	0	0	0	0	69
580	Pct 9742	580	1	2	3	4	5	6	2	101	126	0	0	0	0	227
581	Pct 9743	581	1	2	3	4	5	6	2	162	209	0	0	0	0	371
582	Pct 9744	582	1	2	3	4	5	6	2	153	152	0	0	0	0	305
583	Pct 9745	583	1	2	3	4	5	6	2	136	141	0	0	0	0	277
584	Pct 9746	584	1	2	3	4	5	6	2	184	216	0	0	0	0	400
585	Pct 9747	585	1	2	3	4	5	6	2	192	193	0	0	0	0	385
586	Pct 9748	586	1	2	3	4	5	6	2	162	209	0	0	0	0	371
587	Pct 9749	587	1	2	3	4	5	6	2	136	159	0	0	0	0	295
588	Pct 9751	588	1	2	3	4	5	6	2	173	241	0	0	0	0	414
589	Pct 9752	589	1	2	3	4	5	6	2	144	185	0	0	0	0	329
590	Pct 9753	590	1	2	3	4	5	6	2	115	171	0	0	0	0	286
591	Pct 9754	591	1	2	3	4	5	6	2	141	168	0	0	0	0	309
592	Pct 9755	592	1	2	3	4	5	6	2	118	118	0	0	0	0	236
593	Pct 9756	593	1	2	3	4	5	6	2	122	192	0	0	0	0	314
594	Pct 9801	594	1	2	3	4	5	6	2	72	93	0	0	0	0	165
595	Pct 9900 MB	595	1	2	3	4	5	6	2	0	0	0	0	0	0	0
596	Pct 9901 MB	596	1	2	3	4	5	6	2	0	0	0	0	0	0	0
597	Pct 9902 MB	597	1	2	3	4	5	6	2	0	0	0	0	0	0	0
